genome	contig	length
MFD00392.bin.2.235.fa	contig_4062	568695
MFD00392.bin.2.235.fa	contig_48202	90477
MFD00392.bin.2.235.fa	contig_54002	48654
MFD00392.bin.2.235.fa	contig_55221	54768
MFD00392.bin.2.235.fa	contig_5583	1246191
MFD00392.bin.2.235.fa	contig_76445	260958
MFD00392.bin.2.235.fa	contig_78085	102785
MFD00392.bin.2.235.fa	contig_82408	152717
MFD00392.bin.2.235.fa	contig_9198	1048694
MFD00392.bin.2.237.fa	contig_100720	35690
MFD00392.bin.2.237.fa	contig_11473	116854
MFD00392.bin.2.237.fa	contig_11481	338320
MFD00392.bin.2.237.fa	contig_11740	116269
MFD00392.bin.2.237.fa	contig_16828	53472
MFD00392.bin.2.237.fa	contig_17002	150387
MFD00392.bin.2.237.fa	contig_18281	318428
MFD00392.bin.2.237.fa	contig_22329	53500
MFD00392.bin.2.237.fa	contig_28841	34692
MFD00392.bin.2.237.fa	contig_29120	120077
MFD00392.bin.2.237.fa	contig_32591	45378
MFD00392.bin.2.237.fa	contig_34450	176839
MFD00392.bin.2.237.fa	contig_35949	149001
MFD00392.bin.2.237.fa	contig_37375	110695
MFD00392.bin.2.237.fa	contig_39048	70854
MFD00392.bin.2.237.fa	contig_39049	27980
MFD00392.bin.2.237.fa	contig_39731	68469
MFD00392.bin.2.237.fa	contig_41258	72211
MFD00392.bin.2.237.fa	contig_416	109010
MFD00392.bin.2.237.fa	contig_4302	46848
MFD00392.bin.2.237.fa	contig_43845	165881
MFD00392.bin.2.237.fa	contig_44244	142091
MFD00392.bin.2.237.fa	contig_4570	98479
MFD00392.bin.2.237.fa	contig_51443	107557
MFD00392.bin.2.237.fa	contig_51940	64643
MFD00392.bin.2.237.fa	contig_56714	56501
MFD00392.bin.2.237.fa	contig_57384	35309
MFD00392.bin.2.237.fa	contig_57663	73849
MFD00392.bin.2.237.fa	contig_58609	332304
MFD00392.bin.2.237.fa	contig_59460	53530
MFD00392.bin.2.237.fa	contig_63954	31495
MFD00392.bin.2.237.fa	contig_65445	54716
MFD00392.bin.2.237.fa	contig_73279	125836
MFD00392.bin.2.237.fa	contig_76064	37634
MFD00392.bin.2.237.fa	contig_76984	50362
MFD00392.bin.2.237.fa	contig_81646	83370
MFD00392.bin.2.237.fa	contig_81974	23659
MFD00392.bin.2.237.fa	contig_8625	43289
MFD00392.bin.2.237.fa	contig_8626	43707
MFD00392.bin.2.237.fa	contig_93038	30623
MFD00392.bin.2.237.fa	contig_94282	63825
MFD00392.bin.2.241.fa	contig_14200	327577
MFD00392.bin.2.241.fa	contig_14540	55611
MFD00392.bin.2.241.fa	contig_15077	39002
MFD00392.bin.2.241.fa	contig_22716	230616
MFD00392.bin.2.241.fa	contig_22954	42955
MFD00392.bin.2.241.fa	contig_2380	145222
MFD00392.bin.2.241.fa	contig_24117	110883
MFD00392.bin.2.241.fa	contig_24120	329935
MFD00392.bin.2.241.fa	contig_25185	299664
MFD00392.bin.2.241.fa	contig_25306	99749
MFD00392.bin.2.241.fa	contig_2551	114576
MFD00392.bin.2.241.fa	contig_26084	281606
MFD00392.bin.2.241.fa	contig_34733	81993
MFD00392.bin.2.241.fa	contig_36034	57304
MFD00392.bin.2.241.fa	contig_37124	22524
MFD00392.bin.2.241.fa	contig_58977	65094
MFD00392.bin.2.241.fa	contig_63685	187080
MFD00392.bin.2.241.fa	contig_65848	113799
MFD00392.bin.2.241.fa	contig_6776	67971
MFD00392.bin.2.241.fa	contig_72255	44752
MFD00392.bin.2.241.fa	contig_74258	21158
MFD00392.bin.2.241.fa	contig_7501	164076
MFD00392.bin.2.241.fa	contig_84658	67195
MFD00392.bin.2.241.fa	contig_86935	138722
MFD00392.bin.2.241.fa	contig_90338	73032
MFD00392.bin.2.241.fa	contig_9280	179358
MFD00392.bin.2.241.fa	contig_93011	74258
MFD00392.bin.2.245.fa	contig_100485	28422
MFD00392.bin.2.245.fa	contig_101095	16016
MFD00392.bin.2.245.fa	contig_11832	576859
MFD00392.bin.2.245.fa	contig_12023	52098
MFD00392.bin.2.245.fa	contig_14844	237139
MFD00392.bin.2.245.fa	contig_15836	340663
MFD00392.bin.2.245.fa	contig_18800	30703
MFD00392.bin.2.245.fa	contig_20147	112874
MFD00392.bin.2.245.fa	contig_22043	20682
MFD00392.bin.2.245.fa	contig_240	40671
MFD00392.bin.2.245.fa	contig_2415	769107
MFD00392.bin.2.245.fa	contig_25479	128453
MFD00392.bin.2.245.fa	contig_25480	180030
MFD00392.bin.2.245.fa	contig_27441	154933
MFD00392.bin.2.245.fa	contig_30006	54151
MFD00392.bin.2.245.fa	contig_30701	40084
MFD00392.bin.2.245.fa	contig_30702	19468
MFD00392.bin.2.245.fa	contig_30703	19050
MFD00392.bin.2.245.fa	contig_33038	14774
MFD00392.bin.2.245.fa	contig_36446	340338
MFD00392.bin.2.245.fa	contig_37525	271438
MFD00392.bin.2.245.fa	contig_37526	161356
MFD00392.bin.2.245.fa	contig_4195	339166
MFD00392.bin.2.245.fa	contig_46819	107489
MFD00392.bin.2.245.fa	contig_46822	25594
MFD00392.bin.2.245.fa	contig_50181	48940
MFD00392.bin.2.245.fa	contig_51905	292636
MFD00392.bin.2.245.fa	contig_5264	81227
MFD00392.bin.2.245.fa	contig_55357	19560
MFD00392.bin.2.245.fa	contig_55361	25422
MFD00392.bin.2.245.fa	contig_58548	156833
MFD00392.bin.2.245.fa	contig_62081	137820
MFD00392.bin.2.245.fa	contig_63429	49719
MFD00392.bin.2.245.fa	contig_63451	83062
MFD00392.bin.2.245.fa	contig_69919	117062
MFD00392.bin.2.245.fa	contig_74530	27005
MFD00392.bin.2.245.fa	contig_79376	18807
MFD00392.bin.2.245.fa	contig_82980	17371
MFD00392.bin.2.245.fa	contig_89565	14829
MFD00392.bin.2.250.fa	contig_11047	609332
MFD00392.bin.2.250.fa	contig_1564	452309
MFD00392.bin.2.250.fa	contig_17716	189119
MFD00392.bin.2.250.fa	contig_27317	382571
MFD00392.bin.2.250.fa	contig_4733	462209
MFD00392.bin.2.250.fa	contig_53911	192733
MFD00392.bin.2.250.fa	contig_5715	141476
MFD00392.bin.2.250.fa	contig_587	875573
MFD00392.bin.2.250.fa	contig_6756	360128
MFD00392.bin.2.250.fa	contig_9107	598580
MFD00392.bin.2.250.fa	contig_9805	122911
MFD00392.bin.2.252.fa	contig_10777	487616
MFD00392.bin.2.252.fa	contig_12195	529132
MFD00392.bin.2.252.fa	contig_1326	493072
MFD00392.bin.2.252.fa	contig_14743	520383
MFD00392.bin.2.252.fa	contig_15556	100473
MFD00392.bin.2.252.fa	contig_19515	195249
MFD00392.bin.2.252.fa	contig_21104	298270
MFD00392.bin.2.252.fa	contig_2533	333349
MFD00392.bin.2.252.fa	contig_26888	211086
MFD00392.bin.2.252.fa	contig_27825	121882
MFD00392.bin.2.252.fa	contig_28027	200367
MFD00392.bin.2.252.fa	contig_28758	46712
MFD00392.bin.2.252.fa	contig_38590	89142
MFD00392.bin.2.252.fa	contig_38683	366954
MFD00392.bin.2.252.fa	contig_51546	74511
MFD00392.bin.2.252.fa	contig_54622	172874
MFD00392.bin.2.252.fa	contig_64442	302555
MFD00392.bin.2.252.fa	contig_67177	132851
MFD00392.bin.2.252.fa	contig_9912	570673
MFD00392.bin.2.254.fa	contig_11534	827223
MFD00392.bin.2.254.fa	contig_29399	124707
MFD00392.bin.2.254.fa	contig_29443	661264
MFD00392.bin.2.254.fa	contig_30318	157907
MFD00392.bin.2.254.fa	contig_3109	460390
MFD00392.bin.2.254.fa	contig_3570	765856
MFD00392.bin.2.254.fa	contig_4716	64744
MFD00392.bin.2.254.fa	contig_52595	406888
MFD00392.bin.2.254.fa	contig_5325	862024
MFD00392.bin.2.254.fa	contig_73517	95189
MFD00392.bin.2.254.fa	contig_76622	64742
MFD00392.bin.2.254.fa	contig_7853	1698838
MFD00392.bin.2.254.fa	contig_85998	28568
MFD00392.bin.2.257.fa	contig_100212	42832
MFD00392.bin.2.257.fa	contig_101232	32932
MFD00392.bin.2.257.fa	contig_103559	29780
MFD00392.bin.2.257.fa	contig_103817	20098
MFD00392.bin.2.257.fa	contig_105686	15705
MFD00392.bin.2.257.fa	contig_108399	29600
MFD00392.bin.2.257.fa	contig_12930	28975
MFD00392.bin.2.257.fa	contig_14391	254727
MFD00392.bin.2.257.fa	contig_16739	76635
MFD00392.bin.2.257.fa	contig_17233	209023
MFD00392.bin.2.257.fa	contig_18835	282783
MFD00392.bin.2.257.fa	contig_22576	54916
MFD00392.bin.2.257.fa	contig_23836	104935
MFD00392.bin.2.257.fa	contig_23844	252478
MFD00392.bin.2.257.fa	contig_2408	109506
MFD00392.bin.2.257.fa	contig_27425	106751
MFD00392.bin.2.257.fa	contig_27517	14821
MFD00392.bin.2.257.fa	contig_3415	27912
MFD00392.bin.2.257.fa	contig_40179	84503
MFD00392.bin.2.257.fa	contig_43180	51953
MFD00392.bin.2.257.fa	contig_44383	33125
MFD00392.bin.2.257.fa	contig_47679	201786
MFD00392.bin.2.257.fa	contig_50649	16645
MFD00392.bin.2.257.fa	contig_52932	33624
MFD00392.bin.2.257.fa	contig_54051	139175
MFD00392.bin.2.257.fa	contig_58012	47776
MFD00392.bin.2.257.fa	contig_58216	74332
MFD00392.bin.2.257.fa	contig_59424	45326
MFD00392.bin.2.257.fa	contig_64178	122826
MFD00392.bin.2.257.fa	contig_65234	61181
MFD00392.bin.2.257.fa	contig_66275	103896
MFD00392.bin.2.257.fa	contig_68221	42895
MFD00392.bin.2.257.fa	contig_68667	40896
MFD00392.bin.2.257.fa	contig_6872	263866
MFD00392.bin.2.257.fa	contig_6881	71523
MFD00392.bin.2.257.fa	contig_6883	38075
MFD00392.bin.2.257.fa	contig_69738	41617
MFD00392.bin.2.257.fa	contig_82619	30842
MFD00392.bin.2.257.fa	contig_8807	131248
MFD00392.bin.2.257.fa	contig_97432	56904
MFD00392.bin.2.257.fa	contig_99952	46394
MFD00392.bin.2.260.fa	contig_11743	268270
MFD00392.bin.2.260.fa	contig_16998	442555
MFD00392.bin.2.260.fa	contig_31020	568338
MFD00392.bin.2.260.fa	contig_7691	1461513
MFD00392.bin.2.271.fa	contig_103099	44135
MFD00392.bin.2.271.fa	contig_107580	21688
MFD00392.bin.2.271.fa	contig_15115	193287
MFD00392.bin.2.271.fa	contig_15800	383144
MFD00392.bin.2.271.fa	contig_17259	84319
MFD00392.bin.2.271.fa	contig_26390	359637
MFD00392.bin.2.271.fa	contig_26763	529072
MFD00392.bin.2.271.fa	contig_29796	46595
MFD00392.bin.2.271.fa	contig_31267	407388
MFD00392.bin.2.271.fa	contig_34229	205776
MFD00392.bin.2.271.fa	contig_34465	219389
MFD00392.bin.2.271.fa	contig_45270	132893
MFD00392.bin.2.271.fa	contig_45717	13235
MFD00392.bin.2.271.fa	contig_45728	171991
MFD00392.bin.2.271.fa	contig_45734	101927
MFD00392.bin.2.271.fa	contig_49481	210564
MFD00392.bin.2.271.fa	contig_55347	79080
MFD00392.bin.2.271.fa	contig_7902	337915
MFD00392.bin.2.271.fa	contig_7903	328315
MFD00392.bin.2.271.fa	contig_8248	314239
MFD00392.bin.2.271.fa	contig_89623	49140
MFD00392.bin.2.271.fa	contig_93151	49168
MFD00392.bin.2.271.fa	contig_9325	75669
MFD00392.bin.2.271.fa	contig_99620	63470
MFD00392.bin.2.275.fa	contig_104512	54375
MFD00392.bin.2.275.fa	contig_105082	35570
MFD00392.bin.2.275.fa	contig_106586	17356
MFD00392.bin.2.275.fa	contig_17815	521199
MFD00392.bin.2.275.fa	contig_23861	392485
MFD00392.bin.2.275.fa	contig_26192	317174
MFD00392.bin.2.275.fa	contig_26545	489379
MFD00392.bin.2.275.fa	contig_35006	8767
MFD00392.bin.2.275.fa	contig_35007	9218
MFD00392.bin.2.275.fa	contig_35009	200966
MFD00392.bin.2.275.fa	contig_35244	103080
MFD00392.bin.2.275.fa	contig_35283	420979
MFD00392.bin.2.275.fa	contig_38314	95467
MFD00392.bin.2.275.fa	contig_38630	289635
MFD00392.bin.2.275.fa	contig_40845	537139
MFD00392.bin.2.275.fa	contig_44082	290881
MFD00392.bin.2.275.fa	contig_44995	352934
MFD00392.bin.2.275.fa	contig_47024	13371
MFD00392.bin.2.275.fa	contig_67636	102715
MFD00392.bin.2.275.fa	contig_68025	16060
MFD00392.bin.2.275.fa	contig_70292	98409
MFD00392.bin.2.275.fa	contig_70426	12860
MFD00392.bin.2.275.fa	contig_71082	63334
MFD00392.bin.2.275.fa	contig_73515	119291
MFD00392.bin.2.275.fa	contig_76037	66971
MFD00392.bin.2.275.fa	contig_77224	156877
MFD00392.bin.2.275.fa	contig_83342	93587
MFD00392.bin.2.275.fa	contig_86328	138588
MFD00392.bin.2.275.fa	contig_87389	26663
MFD00392.bin.2.276.fa	contig_100162	42017
MFD00392.bin.2.276.fa	contig_101179	42739
MFD00392.bin.2.276.fa	contig_10624	136768
MFD00392.bin.2.276.fa	contig_12563	250527
MFD00392.bin.2.276.fa	contig_12725	134058
MFD00392.bin.2.276.fa	contig_13357	276314
MFD00392.bin.2.276.fa	contig_13863	154095
MFD00392.bin.2.276.fa	contig_15138	214307
MFD00392.bin.2.276.fa	contig_16502	55442
MFD00392.bin.2.276.fa	contig_16656	44247
MFD00392.bin.2.276.fa	contig_17706	131675
MFD00392.bin.2.276.fa	contig_1841	108146
MFD00392.bin.2.276.fa	contig_18908	93718
MFD00392.bin.2.276.fa	contig_19097	185226
MFD00392.bin.2.276.fa	contig_21138	77765
MFD00392.bin.2.276.fa	contig_2282	112626
MFD00392.bin.2.276.fa	contig_24314	175372
MFD00392.bin.2.276.fa	contig_2496	167620
MFD00392.bin.2.276.fa	contig_2511	238180
MFD00392.bin.2.276.fa	contig_2605	258372
MFD00392.bin.2.276.fa	contig_29248	33629
MFD00392.bin.2.276.fa	contig_29604	248588
MFD00392.bin.2.276.fa	contig_3108	145195
MFD00392.bin.2.276.fa	contig_3296	389735
MFD00392.bin.2.276.fa	contig_35125	68957
MFD00392.bin.2.276.fa	contig_36710	108943
MFD00392.bin.2.276.fa	contig_37128	78942
MFD00392.bin.2.276.fa	contig_38335	92760
MFD00392.bin.2.276.fa	contig_39657	32336
MFD00392.bin.2.276.fa	contig_39658	24909
MFD00392.bin.2.276.fa	contig_39659	44285
MFD00392.bin.2.276.fa	contig_4135	399581
MFD00392.bin.2.276.fa	contig_42033	34800
MFD00392.bin.2.276.fa	contig_42107	44111
MFD00392.bin.2.276.fa	contig_42555	68398
MFD00392.bin.2.276.fa	contig_4306	170386
MFD00392.bin.2.276.fa	contig_43527	189206
MFD00392.bin.2.276.fa	contig_47339	24152
MFD00392.bin.2.276.fa	contig_5185	80246
MFD00392.bin.2.276.fa	contig_52585	57726
MFD00392.bin.2.276.fa	contig_53178	63604
MFD00392.bin.2.276.fa	contig_5341	133413
MFD00392.bin.2.276.fa	contig_5401	60783
MFD00392.bin.2.276.fa	contig_55106	67993
MFD00392.bin.2.276.fa	contig_5633	41256
MFD00392.bin.2.276.fa	contig_5762	111034
MFD00392.bin.2.276.fa	contig_5775	113930
MFD00392.bin.2.276.fa	contig_5796	201230
MFD00392.bin.2.276.fa	contig_585	36653
MFD00392.bin.2.276.fa	contig_59078	77049
MFD00392.bin.2.276.fa	contig_59079	78392
MFD00392.bin.2.276.fa	contig_5946	174205
MFD00392.bin.2.276.fa	contig_6267	51215
MFD00392.bin.2.276.fa	contig_63871	88744
MFD00392.bin.2.276.fa	contig_68743	72691
MFD00392.bin.2.276.fa	contig_91661	33315
MFD00392.bin.2.276.fa	contig_9544	59662
MFD00392.bin.2.276.fa	contig_9545	59624
MFD00392.bin.2.276.fa	contig_95996	44052
MFD00392.bin.2.276.fa	contig_96210	24754
MFD00392.bin.2.276.fa	contig_96439	30505
MFD00392.bin.2.276.fa	contig_978	237782
MFD00392.bin.2.277.fa	contig_11017	271171
MFD00392.bin.2.277.fa	contig_11589	413888
MFD00392.bin.2.277.fa	contig_1612	559308
MFD00392.bin.2.277.fa	contig_19897	1002226
MFD00392.bin.2.277.fa	contig_22457	629973
MFD00392.bin.2.277.fa	contig_25559	516131
MFD00392.bin.2.277.fa	contig_3840	1159970
MFD00392.bin.2.277.fa	contig_42444	63440
MFD00392.bin.2.277.fa	contig_54050	140645
MFD00392.bin.2.277.fa	contig_67924	53032
MFD00392.bin.2.277.fa	contig_70420	34983
MFD00392.bin.2.277.fa	contig_70421	39400
MFD00392.bin.2.277.fa	contig_74820	52907
MFD00392.bin.2.277.fa	contig_77556	42961
MFD00392.bin.2.277.fa	contig_77558	115256
MFD00392.bin.2.277.fa	contig_81544	35430
MFD00392.bin.2.277.fa	contig_92773	7799
MFD00392.bin.2.278.fa	contig_103895	81176
MFD00392.bin.2.278.fa	contig_12635	1583377
MFD00392.bin.2.278.fa	contig_36637	188758
MFD00392.bin.2.278.fa	contig_36735	122389
MFD00392.bin.2.278.fa	contig_40159	70000
MFD00392.bin.2.278.fa	contig_50355	39821
MFD00392.bin.2.278.fa	contig_51285	169591
MFD00392.bin.2.278.fa	contig_51357	136218
MFD00392.bin.2.278.fa	contig_66887	113547
MFD00392.bin.2.278.fa	contig_7020	556000
MFD00392.bin.2.279.fa	contig_1114	75990
MFD00392.bin.2.279.fa	contig_1123	81517
MFD00392.bin.2.279.fa	contig_1124	211765
MFD00392.bin.2.279.fa	contig_11951	150728
MFD00392.bin.2.279.fa	contig_12248	144756
MFD00392.bin.2.279.fa	contig_14506	136438
MFD00392.bin.2.279.fa	contig_15103	32889
MFD00392.bin.2.279.fa	contig_15720	250245
MFD00392.bin.2.279.fa	contig_16066	113885
MFD00392.bin.2.279.fa	contig_2052	100042
MFD00392.bin.2.279.fa	contig_28771	165610
MFD00392.bin.2.279.fa	contig_3341	196150
MFD00392.bin.2.279.fa	contig_3449	86218
MFD00392.bin.2.279.fa	contig_5095	109943
MFD00392.bin.2.279.fa	contig_5224	144062
MFD00392.bin.2.279.fa	contig_5579	215689
MFD00392.bin.2.279.fa	contig_59292	64868
MFD00392.bin.2.279.fa	contig_59293	73321
MFD00392.bin.2.279.fa	contig_7709	100778
MFD00392.bin.2.279.fa	contig_77231	58058
MFD00392.bin.2.279.fa	contig_8198	272647
MFD00392.bin.2.279.fa	contig_8201	273812
MFD00392.bin.2.279.fa	contig_82806	95241
MFD00392.bin.2.279.fa	contig_9028	131924
MFD00392.bin.2.280.fa	contig_11800	203270
MFD00392.bin.2.280.fa	contig_1771	252938
MFD00392.bin.2.280.fa	contig_18058	325825
MFD00392.bin.2.280.fa	contig_26950	284162
MFD00392.bin.2.280.fa	contig_29775	122083
MFD00392.bin.2.280.fa	contig_33708	543112
MFD00392.bin.2.280.fa	contig_33912	161200
MFD00392.bin.2.280.fa	contig_35817	81266
MFD00392.bin.2.280.fa	contig_39636	146667
MFD00392.bin.2.280.fa	contig_43452	410911
MFD00392.bin.2.280.fa	contig_48161	28561
MFD00392.bin.2.280.fa	contig_5062	986190
MFD00392.bin.2.280.fa	contig_62469	115403
MFD00392.bin.2.284.fa	contig_16930	104020
MFD00392.bin.2.284.fa	contig_18866	1300253
MFD00392.bin.2.284.fa	contig_19798	876154
MFD00392.bin.2.284.fa	contig_262	285030
MFD00392.bin.2.284.fa	contig_4700	896675
MFD00392.bin.2.284.fa	contig_66022	239682
MFD00392.bin.2.285.fa	contig_14779	32485
MFD00392.bin.2.285.fa	contig_15217	178985
MFD00392.bin.2.285.fa	contig_15475	170359
MFD00392.bin.2.285.fa	contig_23218	363523
MFD00392.bin.2.285.fa	contig_27381	83605
MFD00392.bin.2.285.fa	contig_27917	67976
MFD00392.bin.2.285.fa	contig_33049	67676
MFD00392.bin.2.285.fa	contig_41831	65206
MFD00392.bin.2.285.fa	contig_43966	301093
MFD00392.bin.2.285.fa	contig_45861	342241
MFD00392.bin.2.285.fa	contig_46049	73016
MFD00392.bin.2.285.fa	contig_4944	345667
MFD00392.bin.2.285.fa	contig_5532	453061
MFD00392.bin.2.285.fa	contig_55471	429712
MFD00392.bin.2.285.fa	contig_60861	185334
MFD00392.bin.2.285.fa	contig_60867	146339
MFD00392.bin.2.285.fa	contig_6720	97598
MFD00392.bin.2.285.fa	contig_67523	195306
MFD00392.bin.2.285.fa	contig_67891	205165
MFD00392.bin.2.285.fa	contig_71707	119730
MFD00392.bin.2.285.fa	contig_73971	34886
MFD00392.bin.2.285.fa	contig_78601	49256
MFD00392.bin.2.285.fa	contig_78602	72845
MFD00392.bin.2.289.fa	contig_10004	209202
MFD00392.bin.2.289.fa	contig_10143	336103
MFD00392.bin.2.289.fa	contig_17471	220644
MFD00392.bin.2.289.fa	contig_17478	345324
MFD00392.bin.2.289.fa	contig_17494	47423
MFD00392.bin.2.289.fa	contig_18378	37004
MFD00392.bin.2.289.fa	contig_20398	51534
MFD00392.bin.2.289.fa	contig_24287	65792
MFD00392.bin.2.289.fa	contig_25554	86756
MFD00392.bin.2.289.fa	contig_37517	48306
MFD00392.bin.2.289.fa	contig_3952	523361
MFD00392.bin.2.289.fa	contig_41687	200981
MFD00392.bin.2.289.fa	contig_43618	116731
MFD00392.bin.2.289.fa	contig_44126	32231
MFD00392.bin.2.289.fa	contig_44761	73796
MFD00392.bin.2.289.fa	contig_47008	277777
MFD00392.bin.2.289.fa	contig_47701	134029
MFD00392.bin.2.289.fa	contig_48201	54009
MFD00392.bin.2.289.fa	contig_50872	74521
MFD00392.bin.2.289.fa	contig_7201	386690
MFD00392.bin.2.289.fa	contig_80692	248247
MFD00392.bin.2.289.fa	contig_82095	105160
MFD00392.bin.2.289.fa	contig_92069	59938
MFD00392.bin.2.289.fa	contig_97765	35517
MFD00392.bin.2.289.fa	contig_98048	18545
MFD00392.bin.2.289.fa	contig_98730	101341
MFD00392.bin.2.289.fa	contig_99324	26599
MFD00392.bin.2.291.fa	contig_100234	51594
MFD00392.bin.2.291.fa	contig_100574	13756
MFD00392.bin.2.291.fa	contig_101718	18973
MFD00392.bin.2.291.fa	contig_10394	16899
MFD00392.bin.2.291.fa	contig_104043	9305
MFD00392.bin.2.291.fa	contig_104942	22280
MFD00392.bin.2.291.fa	contig_105864	38244
MFD00392.bin.2.291.fa	contig_106862	13756
MFD00392.bin.2.291.fa	contig_106973	19241
MFD00392.bin.2.291.fa	contig_1108	29140
MFD00392.bin.2.291.fa	contig_11215	311587
MFD00392.bin.2.291.fa	contig_11656	96000
MFD00392.bin.2.291.fa	contig_11657	122574
MFD00392.bin.2.291.fa	contig_12377	54126
MFD00392.bin.2.291.fa	contig_12381	32790
MFD00392.bin.2.291.fa	contig_12382	18399
MFD00392.bin.2.291.fa	contig_1495	313064
MFD00392.bin.2.291.fa	contig_15262	21109
MFD00392.bin.2.291.fa	contig_16177	40093
MFD00392.bin.2.291.fa	contig_16254	119958
MFD00392.bin.2.291.fa	contig_16554	231020
MFD00392.bin.2.291.fa	contig_19342	199136
MFD00392.bin.2.291.fa	contig_19420	49817
MFD00392.bin.2.291.fa	contig_19423	60906
MFD00392.bin.2.291.fa	contig_1954	50023
MFD00392.bin.2.291.fa	contig_1955	28094
MFD00392.bin.2.291.fa	contig_19662	28464
MFD00392.bin.2.291.fa	contig_20033	42305
MFD00392.bin.2.291.fa	contig_21375	120473
MFD00392.bin.2.291.fa	contig_21642	43834
MFD00392.bin.2.291.fa	contig_2189	61498
MFD00392.bin.2.291.fa	contig_2192	91786
MFD00392.bin.2.291.fa	contig_25002	34839
MFD00392.bin.2.291.fa	contig_25200	57732
MFD00392.bin.2.291.fa	contig_25201	24203
MFD00392.bin.2.291.fa	contig_25255	27693
MFD00392.bin.2.291.fa	contig_26162	34723
MFD00392.bin.2.291.fa	contig_26163	17523
MFD00392.bin.2.291.fa	contig_26458	96266
MFD00392.bin.2.291.fa	contig_27944	142670
MFD00392.bin.2.291.fa	contig_28805	125993
MFD00392.bin.2.291.fa	contig_29749	8285
MFD00392.bin.2.291.fa	contig_29784	25218
MFD00392.bin.2.291.fa	contig_31798	165076
MFD00392.bin.2.291.fa	contig_31866	125570
MFD00392.bin.2.291.fa	contig_32798	43063
MFD00392.bin.2.291.fa	contig_33480	52702
MFD00392.bin.2.291.fa	contig_34379	43636
MFD00392.bin.2.291.fa	contig_35916	30065
MFD00392.bin.2.291.fa	contig_37871	26423
MFD00392.bin.2.291.fa	contig_39558	25149
MFD00392.bin.2.291.fa	contig_40045	34668
MFD00392.bin.2.291.fa	contig_40560	25898
MFD00392.bin.2.291.fa	contig_40774	16677
MFD00392.bin.2.291.fa	contig_41267	17011
MFD00392.bin.2.291.fa	contig_41269	30957
MFD00392.bin.2.291.fa	contig_42023	24081
MFD00392.bin.2.291.fa	contig_43108	20849
MFD00392.bin.2.291.fa	contig_43485	39992
MFD00392.bin.2.291.fa	contig_46460	70888
MFD00392.bin.2.291.fa	contig_48155	58108
MFD00392.bin.2.291.fa	contig_48156	33824
MFD00392.bin.2.291.fa	contig_48157	22341
MFD00392.bin.2.291.fa	contig_48966	93186
MFD00392.bin.2.291.fa	contig_49203	20331
MFD00392.bin.2.291.fa	contig_49204	76670
MFD00392.bin.2.291.fa	contig_50734	25426
MFD00392.bin.2.291.fa	contig_52124	29072
MFD00392.bin.2.291.fa	contig_52987	46671
MFD00392.bin.2.291.fa	contig_53110	25588
MFD00392.bin.2.291.fa	contig_53396	17082
MFD00392.bin.2.291.fa	contig_54008	91141
MFD00392.bin.2.291.fa	contig_55116	12362
MFD00392.bin.2.291.fa	contig_58284	29107
MFD00392.bin.2.291.fa	contig_58809	40973
MFD00392.bin.2.291.fa	contig_60981	17367
MFD00392.bin.2.291.fa	contig_61211	28968
MFD00392.bin.2.291.fa	contig_62591	43006
MFD00392.bin.2.291.fa	contig_63781	36843
MFD00392.bin.2.291.fa	contig_64766	11092
MFD00392.bin.2.291.fa	contig_65781	17642
MFD00392.bin.2.291.fa	contig_65782	22547
MFD00392.bin.2.291.fa	contig_66406	59610
MFD00392.bin.2.291.fa	contig_69336	12799
MFD00392.bin.2.291.fa	contig_71426	60330
MFD00392.bin.2.291.fa	contig_72652	14081
MFD00392.bin.2.291.fa	contig_72653	7409
MFD00392.bin.2.291.fa	contig_73263	10799
MFD00392.bin.2.291.fa	contig_7586	89971
MFD00392.bin.2.291.fa	contig_76278	14366
MFD00392.bin.2.291.fa	contig_76308	27634
MFD00392.bin.2.291.fa	contig_77961	22319
MFD00392.bin.2.291.fa	contig_78013	30929
MFD00392.bin.2.291.fa	contig_82268	13207
MFD00392.bin.2.291.fa	contig_82584	51993
MFD00392.bin.2.291.fa	contig_83794	20303
MFD00392.bin.2.291.fa	contig_83857	25115
MFD00392.bin.2.291.fa	contig_83859	22315
MFD00392.bin.2.291.fa	contig_85043	75902
MFD00392.bin.2.291.fa	contig_85613	48675
MFD00392.bin.2.291.fa	contig_85637	119231
MFD00392.bin.2.291.fa	contig_85641	22847
MFD00392.bin.2.291.fa	contig_9245	548581
MFD00392.bin.2.291.fa	contig_95804	19343
MFD00392.bin.2.291.fa	contig_96964	12605
MFD00392.bin.2.291.fa	contig_98633	17308
MFD00392.bin.2.292.fa	contig_19808	379651
MFD00392.bin.2.292.fa	contig_24442	319370
MFD00392.bin.2.292.fa	contig_28455	229091
MFD00392.bin.2.292.fa	contig_31000	127687
MFD00392.bin.2.292.fa	contig_44256	179541
MFD00392.bin.2.292.fa	contig_45402	251949
MFD00392.bin.2.292.fa	contig_5932	180376
MFD00392.bin.2.292.fa	contig_63300	192361
MFD00392.bin.2.292.fa	contig_63559	96512
MFD00392.bin.2.292.fa	contig_7469	259379
MFD00392.bin.2.292.fa	contig_819	1576606
MFD00392.bin.2.294.fa	contig_10512	93008
MFD00392.bin.2.294.fa	contig_11240	215112
MFD00392.bin.2.294.fa	contig_12567	376487
