genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	MAG_status	shared_name	product_1_GCF
020-NO1-03.bin.2.203	020-NO1-03.bin.2.203_contig_17672	1	347587	381180	FALSE	exoPS_GCF_5				020-NO1-03.bin.2.203_contig_17672	NA		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__	FLASV2662.1446;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1433;	HQ	020-NO1-03.bin.2.203_contig_17672.region001.gbk_region_1	exoPS_GCF_5
020-NO1-03.bin.2.203	020-NO1-03.bin.2.203_contig_49949	1	4729	24709	TRUE	exoPS_GCF_5				020-NO1-03.bin.2.203_contig_49949	NA		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__	FLASV2662.1446;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1433;	HQ	020-NO1-03.bin.2.203_contig_49949.region001.gbk_region_1	exoPS_GCF_5
020-NO1-03.bin.2.203	020-NO1-03.bin.2.203_contig_66327	1	0	21531	TRUE	exoPS_GCF_2				020-NO1-03.bin.2.203_contig_66327	NA		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__	FLASV2662.1446;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1433;	HQ	020-NO1-03.bin.2.203_contig_66327.region001.gbk_region_1	exoPS_GCF_2
020-NO1-03.bin.2.203	020-NO1-03.bin.2.203_contig_9067	1	141607	175723	TRUE	putative_wzy_dependent				020-NO1-03.bin.2.203_contig_9067	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__	FLASV2662.1446;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_843,s:midas_s_1433;	HQ	020-NO1-03.bin.2.203_contig_9067.region001.gbk_region_1	NA
092-US1-44.bin.1.29	092-US1-44.bin.1.29_contig_17985	1	362297	414847	TRUE	putative_wzy_dependent				092-US1-44.bin.1.29_contig_17985	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Lacibacter	s__	FLASV56589.1362;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Lacibacter,s:midas_s_26863;	HQ	092-US1-44.bin.1.29_contig_17985.region001.gbk_region_1	NA
092-US1-44.bin.1.29	092-US1-44.bin.1.29_contig_3094	1	1462826	1526977	FALSE	putative_wzy_dependent_NO_OPX				092-US1-44.bin.1.29_contig_3094	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Lacibacter	s__	FLASV56589.1362;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Lacibacter,s:midas_s_26863;	HQ	092-US1-44.bin.1.29_contig_3094.region001.gbk_region_1	NA
092-US1-44.bin.1.29	092-US1-44.bin.1.29_contig_3094	2	1746621	1804040	FALSE	putative_ABC_dependent				092-US1-44.bin.1.29_contig_3094	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Lacibacter	s__	FLASV56589.1362;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Lacibacter,s:midas_s_26863;	HQ	092-US1-44.bin.1.29_contig_3094.region002.gbk_region_1	NA
054-AR-04.bin.1.405	054-AR-04.bin.1.405_contig_4246	1	266094	331216	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.1.405_contig_4246	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__CAIXZV01	s__	FLASV5764.1414;tax=d:Bacteria,p:Chloroflexi,c:KD4-96,o:midas_o_3277,f:midas_f_3277,g:midas_g_3604,s:midas_s_5764;	HQ	054-AR-04.bin.1.405_contig_4246.region001.gbk_region_1	NA
054-AR-04.bin.1.405	054-AR-04.bin.1.405_contig_835	1	569407	656429	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.1.405_contig_835	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__CAIXZV01	s__	FLASV5764.1414;tax=d:Bacteria,p:Chloroflexi,c:KD4-96,o:midas_o_3277,f:midas_f_3277,g:midas_g_3604,s:midas_s_5764;	HQ	054-AR-04.bin.1.405_contig_835.region001.gbk_region_1	NA
054-AR-04.bin.1.405	054-AR-04.bin.1.405_contig_835	1	569407	656429	FALSE	exoPS_GCF_10				054-AR-04.bin.1.405_contig_835	NA		d__Bacteria	p__Chloroflexota	c__Limnocylindria	o__Limnocylindrales	f__CSP1-4	g__CAIXZV01	s__	FLASV5764.1414;tax=d:Bacteria,p:Chloroflexi,c:KD4-96,o:midas_o_3277,f:midas_f_3277,g:midas_g_3604,s:midas_s_5764;	HQ	054-AR-04.bin.1.405_contig_835.region001.gbk_region_1	exoPS_GCF_10
037-NO2-03.bin.1.317	037-NO2-03.bin.1.317_contig_69447	1	0	28733	TRUE	putative_ABC_dependent				037-NO2-03.bin.1.317_contig_69447	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Mariniflexile	s__	FLASV4685.1436;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:midas_g_3100,s:midas_s_4685;	HQ	037-NO2-03.bin.1.317_contig_69447.region001.gbk_region_1	NA
037-NO2-03.bin.1.317	037-NO2-03.bin.1.317_contig_77995	1	307981	368577	FALSE	putative_wzy_dependent				037-NO2-03.bin.1.317_contig_77995	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Mariniflexile	s__	FLASV4685.1436;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:midas_g_3100,s:midas_s_4685;	HQ	037-NO2-03.bin.1.317_contig_77995.region001.gbk_region_1	NA
001-SG-02.bin.1.241	001-SG-02.bin.1.241_contig_113050	1	5130	27605	TRUE	pel				001-SG-02.bin.1.241_contig_113050	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SCOH01	g__CALMFQ01	s__CALMFQ01 sp937863215	FLASV1442.1492;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Chitinimonadaceae,g:Chitinivorax,s:midas_s_1442;	HQ	001-SG-02.bin.1.241_contig_113050.region001.gbk_region_1	NA
001-SG-02.bin.1.241	001-SG-02.bin.1.241_contig_46289	1	138903	199542	FALSE	putative_wzy_dependent				001-SG-02.bin.1.241_contig_46289	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SCOH01	g__CALMFQ01	s__CALMFQ01 sp937863215	FLASV1442.1492;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Chitinimonadaceae,g:Chitinivorax,s:midas_s_1442;	HQ	001-SG-02.bin.1.241_contig_46289.region001.gbk_region_1	NA
001-SG-02.bin.1.241	001-SG-02.bin.1.241_contig_6056	1	69622	122587	FALSE	zooglan				001-SG-02.bin.1.241_contig_6056	Wzx/Wzy	3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SCOH01	g__CALMFQ01	s__CALMFQ01 sp937863215	FLASV1442.1492;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Chitinimonadaceae,g:Chitinivorax,s:midas_s_1442;	HQ	001-SG-02.bin.1.241_contig_6056.region001.gbk_region_1	NA
001-SG-02.bin.1.241	001-SG-02.bin.1.241_contig_9387	1	26900	81940	TRUE	putative_ABC_dependent_NO_OPX				001-SG-02.bin.1.241_contig_9387	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SCOH01	g__CALMFQ01	s__CALMFQ01 sp937863215	FLASV1442.1492;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Chitinimonadaceae,g:Chitinivorax,s:midas_s_1442;	HQ	001-SG-02.bin.1.241_contig_9387.region001.gbk_region_1	NA
020-NO1-03.bin.1.17	020-NO1-03.bin.1.17_contig_10320	1	697217	730000	FALSE	putative_ABC_dependent_NO_OPX				020-NO1-03.bin.1.17_contig_10320	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	FLASV16623.1357;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_16623;	HQ	020-NO1-03.bin.1.17_contig_10320.region001.gbk_region_1	NA
020-NO1-03.bin.1.17	020-NO1-03.bin.1.17_contig_10320	2	2354918	2405903	TRUE	putative_wzy_dependent				020-NO1-03.bin.1.17_contig_10320	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	FLASV16623.1357;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_16623;	HQ	020-NO1-03.bin.1.17_contig_10320.region002.gbk_region_1	NA
094-US2-01.bin.1.111	094-US2-01.bin.1.111_contig_29851	1	831718	857616	FALSE	putative_wzy_dependent_NO_OPX				094-US2-01.bin.1.111_contig_29851	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__JAHEIA01	s__	FLASV28917.1367;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:midas_g_18201,s:midas_s_18201;	HQ	094-US2-01.bin.1.111_contig_29851.region001.gbk_region_1	NA
094-US2-01.bin.1.111	094-US2-01.bin.1.111_contig_29851	2	2350172	2420618	FALSE	putative_ABC_dependent_NO_OPX				094-US2-01.bin.1.111_contig_29851	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__JAHEIA01	s__	FLASV28917.1367;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Chromatiales,f:Chromatiaceae,g:midas_g_18201,s:midas_s_18201;	HQ	094-US2-01.bin.1.111_contig_29851.region002.gbk_region_1	NA
086-SA-02.bin.1.209	086-SA-02.bin.1.209_contig_8619	1	159486	223916	FALSE	putative_ABC_dependent_NO_OPX				086-SA-02.bin.1.209_contig_8619	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA5335	f__UBA5335	g__Macondimonas	s__	FLASV24458.1356;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidithiobacillales,f:Acidithiobacillaceae,g:KCM-B-112,s:midas_s_22781;	HQ	086-SA-02.bin.1.209_contig_8619.region001.gbk_region_1	NA
033-IN-11.bin.2.475	033-IN-11.bin.2.475_contig_26643	1	364097	405857	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.475_contig_26643	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__	s__	FLASV85577.1318;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:midas_o_1,f:midas_f_813,g:midas_g_85577,s:midas_s_85577;	HQ	033-IN-11.bin.2.475_contig_26643.region001.gbk_region_1	NA
033-IN-11.bin.2.475	033-IN-11.bin.2.475_contig_26643	2	453698	499250	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.475_contig_26643	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__	s__	FLASV85577.1318;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:midas_o_1,f:midas_f_813,g:midas_g_85577,s:midas_s_85577;	HQ	033-IN-11.bin.2.475_contig_26643.region002.gbk_region_1	NA
033-IN-11.bin.2.475	033-IN-11.bin.2.475_contig_4042	1	188520	237920	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.475_contig_4042	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__	s__	FLASV85577.1318;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:midas_o_1,f:midas_f_813,g:midas_g_85577,s:midas_s_85577;	HQ	033-IN-11.bin.2.475_contig_4042.region001.gbk_region_1	NA
033-IN-11.bin.2.475	033-IN-11.bin.2.475_contig_4042	2	894855	956805	FALSE	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.475_contig_4042	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__	s__	FLASV85577.1318;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:midas_o_1,f:midas_f_813,g:midas_g_85577,s:midas_s_85577;	HQ	033-IN-11.bin.2.475_contig_4042.region002.gbk_region_1	NA
095-US2-13.bin.1.651	095-US2-13.bin.1.651_contig_155264	1	0	25870	TRUE	exoPS_GCF_2				095-US2-13.bin.1.651_contig_155264	NA		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__	s__	FLASV15384.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_2126,s:midas_s_15384;	HQ	095-US2-13.bin.1.651_contig_155264.region001.gbk_region_1	exoPS_GCF_2
095-US2-13.bin.1.651	095-US2-13.bin.1.651_contig_573	1	3034045	3077844	FALSE	putative_wzy_dependent_NO_OPX				095-US2-13.bin.1.651_contig_573	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__	s__	FLASV15384.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:midas_g_2126,s:midas_s_15384;	HQ	095-US2-13.bin.1.651_contig_573.region001.gbk_region_1	NA
027-AU-18.bin.1.159	027-AU-18.bin.1.159_contig_26306	1	616336	649072	TRUE	putative_wzy_dependent_NO_OPX				027-AU-18.bin.1.159_contig_26306	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__JAGQSI01	s__	FLASV6304.1439;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Iamiaceae,g:Iamia,s:Aquihabitans_daechungensis;	HQ	027-AU-18.bin.1.159_contig_26306.region001.gbk_region_1	NA
027-AU-18.bin.1.159	027-AU-18.bin.1.159_contig_60838	1	5006	53650	TRUE	putative_wzy_dependent_NO_OPX				027-AU-18.bin.1.159_contig_60838	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__JAGQSI01	s__	FLASV6304.1439;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Iamiaceae,g:Iamia,s:Aquihabitans_daechungensis;	HQ	027-AU-18.bin.1.159_contig_60838.region001.gbk_region_1	NA
086-SA-02.bin.1.164	086-SA-02.bin.1.164_contig_4739	1	57270	100000	FALSE	putative_wzy_dependent_NO_OPX				086-SA-02.bin.1.164_contig_4739	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__CFX2	s__CFX2 sp026645945	FLASV43984.1317;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_43984,s:midas_s_43984;	HQ	086-SA-02.bin.1.164_contig_4739.region001.gbk_region_1	NA
086-SA-02.bin.1.164	086-SA-02.bin.1.164_contig_4739	2	162787	192297	FALSE	exoPS_GCF_10				086-SA-02.bin.1.164_contig_4739	NA		d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__CFX2	s__CFX2 sp026645945	FLASV43984.1317;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_43984,s:midas_s_43984;	HQ	086-SA-02.bin.1.164_contig_4739.region002.gbk_region_1	exoPS_GCF_10
086-SA-02.bin.1.164	086-SA-02.bin.1.164_contig_4739	3	376887	412095	TRUE	putative_wzy_dependent_NO_OPX				086-SA-02.bin.1.164_contig_4739	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__CFX2	s__CFX2 sp026645945	FLASV43984.1317;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_43984,s:midas_s_43984;	HQ	086-SA-02.bin.1.164_contig_4739.region003.gbk_region_1	NA
086-SA-02.bin.1.164	086-SA-02.bin.1.164_contig_4740	1	109808	137563	FALSE	putative_wzy_dependent_NO_OPX				086-SA-02.bin.1.164_contig_4740	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__CFX2	s__CFX2 sp026645945	FLASV43984.1317;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_43984,s:midas_s_43984;	HQ	086-SA-02.bin.1.164_contig_4740.region001.gbk_region_1	NA
086-SA-02.bin.1.164	086-SA-02.bin.1.164_contig_8355	1	258430	288279	TRUE	putative_wzy_dependent_NO_OPX				086-SA-02.bin.1.164_contig_8355	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Phototrophicaceae	g__CFX2	s__CFX2 sp026645945	FLASV43984.1317;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:Flexifilaceae,g:midas_g_43984,s:midas_s_43984;	HQ	086-SA-02.bin.1.164_contig_8355.region001.gbk_region_1	NA
032-ES-07.bin.1.360	032-ES-07.bin.1.360_contig_33320	1	200626	240040	FALSE	putative_wzy_dependent				032-ES-07.bin.1.360_contig_33320	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola_A	s__	FLASV18610.1284;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_155,s:midas_s_13047;	HQ	032-ES-07.bin.1.360_contig_33320.region001.gbk_region_1	NA
032-ES-07.bin.1.360	032-ES-07.bin.1.360_contig_3607	1	1406049	1437155	FALSE	putative_wzy_dependent_NO_OPX				032-ES-07.bin.1.360_contig_3607	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola_A	s__	FLASV18610.1284;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_155,s:midas_s_13047;	HQ	032-ES-07.bin.1.360_contig_3607.region001.gbk_region_1	NA
059-AT-02.bin.1.303	059-AT-02.bin.1.303_contig_12792	1	3924	27684	TRUE	putative_wzy_dependent_NO_OPX				059-AT-02.bin.1.303_contig_12792	Uncharacterised	1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__JAEUWI01	g__JAEUWI01	s__	FLASV7925.1469;tax=d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales,f:Hydrogenedensaceae,g:midas_g_1166,s:midas_s_7925;	HQ	059-AT-02.bin.1.303_contig_12792.region001.gbk_region_1	NA
059-AT-02.bin.1.303	059-AT-02.bin.1.303_contig_24631	1	44993	98673	FALSE	putative_wzy_dependent_NO_OPX				059-AT-02.bin.1.303_contig_24631	Uncharacterised	1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__JAEUWI01	g__JAEUWI01	s__	FLASV7925.1469;tax=d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales,f:Hydrogenedensaceae,g:midas_g_1166,s:midas_s_7925;	HQ	059-AT-02.bin.1.303_contig_24631.region001.gbk_region_1	NA
059-AT-02.bin.1.303	059-AT-02.bin.1.303_contig_26887	1	6940	50544	TRUE	putative_wzy_dependent_NO_OPX				059-AT-02.bin.1.303_contig_26887	Uncharacterised	1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__JAEUWI01	g__JAEUWI01	s__	FLASV7925.1469;tax=d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales,f:Hydrogenedensaceae,g:midas_g_1166,s:midas_s_7925;	HQ	059-AT-02.bin.1.303_contig_26887.region001.gbk_region_1	NA
059-AT-02.bin.1.303	059-AT-02.bin.1.303_contig_76589	1	41377	97953	FALSE	putative_wzy_dependent				059-AT-02.bin.1.303_contig_76589	Uncharacterised	1	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__JAEUWI01	g__JAEUWI01	s__	FLASV7925.1469;tax=d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales,f:Hydrogenedensaceae,g:midas_g_1166,s:midas_s_7925;	HQ	059-AT-02.bin.1.303_contig_76589.region001.gbk_region_1	NA
037-NO2-03.bin.1.228	037-NO2-03.bin.1.228_contig_122204	1	301925	319657	FALSE	pel-positive				037-NO2-03.bin.1.228_contig_122204	Synthase	2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CANRGO01	s__	FLASV2532.1445;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Lachnospirales,f:Lachnospiraceae,g:midas_g_2532,s:midas_s_2532;	HQ	037-NO2-03.bin.1.228_contig_122204.region001.gbk_region_1	NA
037-NO2-03.bin.1.228	037-NO2-03.bin.1.228_contig_24629	1	677339	733641	FALSE	putative_ABC_dependent_NO_OPX				037-NO2-03.bin.1.228_contig_24629	Uncharacterised	1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CANRGO01	s__	FLASV2532.1445;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Lachnospirales,f:Lachnospiraceae,g:midas_g_2532,s:midas_s_2532;	HQ	037-NO2-03.bin.1.228_contig_24629.region001.gbk_region_1	NA
073-IL-01.bin.1.339	073-IL-01.bin.1.339_contig_25193	1	485274	513101	FALSE	putative_ABC_or_wzy_dependent				073-IL-01.bin.1.339_contig_25193	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__JABFXX01	s__	FLASV56389.1367;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_53694;	HQ	073-IL-01.bin.1.339_contig_25193.region001.gbk_region_1	NA
073-IL-01.bin.1.339	073-IL-01.bin.1.339_contig_25193	2	2702543	2746572	FALSE	putative_wzy_dependent				073-IL-01.bin.1.339_contig_25193	Uncharacterised	1	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__JABFXX01	s__	FLASV56389.1367;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_53694;	HQ	073-IL-01.bin.1.339_contig_25193.region002.gbk_region_1	NA
006-MY-06.bin.1.438	006-MY-06.bin.1.438_contig_29904	1	142515	203351	FALSE	putative_ABC_dependent_NO_OPX				006-MY-06.bin.1.438_contig_29904	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__	FLASV55427.1301;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium,s:midas_s_55427;	HQ	006-MY-06.bin.1.438_contig_29904.region001.gbk_region_1	NA
006-MY-06.bin.1.438	006-MY-06.bin.1.438_contig_29904	2	1147255	1223246	FALSE	putative_wzy_dependent				006-MY-06.bin.1.438_contig_29904	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__	FLASV55427.1301;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium,s:midas_s_55427;	HQ	006-MY-06.bin.1.438_contig_29904.region002.gbk_region_1	NA
040-UK-14.bin.1.714	040-UK-14.bin.1.714_contig_4202	1	88673	147646	FALSE	putative_wzy_dependent_NO_OPX				040-UK-14.bin.1.714_contig_4202	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__	FLASV983.1413;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingopyxis,s:midas_s_983;	HQ	040-UK-14.bin.1.714_contig_4202.region001.gbk_region_1	NA
040-UK-14.bin.1.714	040-UK-14.bin.1.714_contig_48548	1	603695	653442	FALSE	putative_wzy_dependent				040-UK-14.bin.1.714_contig_48548	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__	FLASV983.1413;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingopyxis,s:midas_s_983;	HQ	040-UK-14.bin.1.714_contig_48548.region001.gbk_region_1	NA
040-UK-14.bin.1.714	040-UK-14.bin.1.714_contig_48548	2	733690	798573	FALSE	putative_wzy_dependent				040-UK-14.bin.1.714_contig_48548	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__	FLASV983.1413;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingopyxis,s:midas_s_983;	HQ	040-UK-14.bin.1.714_contig_48548.region002.gbk_region_1	NA
