genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	MAG_status	shared_name	product_1
071-HK-01.bin.2.85	071-HK-01.bin.2.85_contig_13969	1	365218	403366	FALSE	putative_ABC_dependent				071-HK-01.bin.2.85_contig_13969	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__CAIKAF01	f__CAIKAF01	g__JAKRSD01	s__	FLASV75972.1348;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidetes_VC2.1_Bac22,f:midas_f_8637,g:midas_g_75972,s:midas_s_75972;	HQ	071-HK-01.bin.2.85_contig_13969.region001.gbk_region_1	Uncharacterised
071-HK-01.bin.2.85	071-HK-01.bin.2.85_contig_13969	2	899117	914507	FALSE	putative_wzy_dependent_NO_OPX				071-HK-01.bin.2.85_contig_13969	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__CAIKAF01	f__CAIKAF01	g__JAKRSD01	s__	FLASV75972.1348;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidetes_VC2.1_Bac22,f:midas_f_8637,g:midas_g_75972,s:midas_s_75972;	HQ	071-HK-01.bin.2.85_contig_13969.region002.gbk_region_1	Uncharacterised
089-SG-01.bin.1.431	089-SG-01.bin.1.431_contig_140181	1	223	50469	TRUE	putative_ABC_dependent_NO_OPX				089-SG-01.bin.1.431_contig_140181	Uncharacterised	1	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptonemataceae	g__	s__	FLASV42791.1333;tax=d:Bacteria,p:Spirochaetota,c:Leptospirae,o:Leptospirales,f:Leptospiraceae,g:midas_g_42791,s:midas_s_42791;	HQ	089-SG-01.bin.1.431_contig_140181.region001.gbk_region_1	Uncharacterised
091-US1-126.bin.1.343	091-US1-126.bin.1.343_contig_171611	1	44088	80563	FALSE	putative_ABC_dependent_NO_OPX				091-US1-126.bin.1.343_contig_171611	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Micropruina	s__Micropruina glycogenica	FLASV844.1522;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Micropruina,s:Micropruina_glycogenica;	HQ	091-US1-126.bin.1.343_contig_171611.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.623	021-CZ-11.bin.1.623_contig_3391	1	151990	211820	FALSE	zooglan				021-CZ-11.bin.1.623_contig_3391	Wzx/Wzy	3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SSSZ01	s__SSSZ01 sp016720065	FLASV13059.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Azonexus,s:midas_s_10522;	HQ	021-CZ-11.bin.1.623_contig_3391.region001.gbk_region_1	zooglan
041-UK2-07.bin.1.351	041-UK2-07.bin.1.351_contig_119405	1	10430	24945	TRUE	putative_ABC_or_wzy_dependent				041-UK2-07.bin.1.351_contig_119405	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__PHOS-HE28 sp016718655	FLASV1233.1445;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_1233;	HQ	041-UK2-07.bin.1.351_contig_119405.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.351	041-UK2-07.bin.1.351_contig_24925	1	334838	360145	FALSE	putative_wzy_dependent				041-UK2-07.bin.1.351_contig_24925	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__PHOS-HE28 sp016718655	FLASV1233.1445;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_1233;	HQ	041-UK2-07.bin.1.351_contig_24925.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.351	041-UK2-07.bin.1.351_contig_28843	1	467504	489382	FALSE	putative_wzy_dependent_NO_OPX				041-UK2-07.bin.1.351_contig_28843	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__PHOS-HE28 sp016718655	FLASV1233.1445;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_1233;	HQ	041-UK2-07.bin.1.351_contig_28843.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.351	041-UK2-07.bin.1.351_contig_36978	1	73315	123210	FALSE	putative_wzy_dependent_NO_OPX				041-UK2-07.bin.1.351_contig_36978	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__PHOS-HE28	g__PHOS-HE28	s__PHOS-HE28 sp016718655	FLASV1233.1445;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:NS9_marine_group,g:midas_g_385,s:midas_s_1233;	HQ	041-UK2-07.bin.1.351_contig_36978.region001.gbk_region_1	Uncharacterised
095-US2-13.bin.1.411	095-US2-13.bin.1.411_contig_72492	1	568658	588066	FALSE	putative_wzy_dependent_NO_OPX				095-US2-13.bin.1.411_contig_72492	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Anatilimnocola	s__	FLASV3261.1448;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:midas_s_3261;	HQ	095-US2-13.bin.1.411_contig_72492.region001.gbk_region_1	Uncharacterised
002-MX-07.bin.1.197	002-MX-07.bin.1.197_contig_89311	1	72062	119993	FALSE	putative_wzy_dependent_NO_OPX				002-MX-07.bin.1.197_contig_89311	Uncharacterised	1	d__Bacteria	p__Patescibacteria	c__ABY1	o__VMEV01	f__VMEV01	g__	s__	FLASV87583.1315;tax=d:Bacteria,p:Patescibacteria,c:ABY1,o:Ca_Kuenenbacteria,f:midas_f_28988,g:midas_g_31913,s:midas_s_87583;	HQ	002-MX-07.bin.1.197_contig_89311.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_10285	1	1387010	1438475	FALSE	putative_wzy_dependent_NO_OPX				087-SA-04.bin.1.123_contig_10285	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_10285.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_10285	2	1596284	1648948	FALSE	putative_wzy_dependent				087-SA-04.bin.1.123_contig_10285	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_10285.region002.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_10285	3	1770567	1830657	FALSE	putative_wzy_dependent_NO_OPX				087-SA-04.bin.1.123_contig_10285	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_10285.region003.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_25347	1	73650	86567	FALSE	pel-like				087-SA-04.bin.1.123_contig_25347	Synthase	2	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_25347.region001.gbk_region_1	pel-like
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_3168	1	127106	154904	FALSE	putative_wzy_dependent				087-SA-04.bin.1.123_contig_3168	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_3168.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_42558	1	289400	350551	FALSE	putative_wzy_dependent				087-SA-04.bin.1.123_contig_42558	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_42558.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.123	087-SA-04.bin.1.123_contig_44103	1	6793	63462	TRUE	putative_wzy_dependent				087-SA-04.bin.1.123_contig_44103	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__WHSN01	s__	FLASV82447.1372;tax=d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:midas_f_352,g:midas_g_1291,s:midas_s_37211;	HQ	087-SA-04.bin.1.123_contig_44103.region001.gbk_region_1	Uncharacterised
090-US1-124.bin.1.374	090-US1-124.bin.1.374_contig_48593	1	526970	566785	FALSE	putative_wzy_dependent_NO_OPX				090-US1-124.bin.1.374_contig_48593	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__	s__	FLASV6694.1423;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Hyphomonadaceae,g:SWB02,s:midas_s_6694;	HQ	090-US1-124.bin.1.374_contig_48593.region001.gbk_region_1	Uncharacterised
071-HK-01.bin.1.293	071-HK-01.bin.1.293_contig_4763	1	678904	709828	FALSE	putative_wzy_dependent				071-HK-01.bin.1.293_contig_4763	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__GCA-002687715	o__GCA-002687715	f__DRQF01	g__JACKGY01	s__	FLASV51525.1373;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_3911,f:midas_f_8026,g:midas_g_51525,s:midas_s_51525;	HQ	071-HK-01.bin.1.293_contig_4763.region001.gbk_region_1	Uncharacterised
071-HK-01.bin.1.293	071-HK-01.bin.1.293_contig_9747	1	1580262	1640239	FALSE	putative_wzy_dependent_NO_OPX				071-HK-01.bin.1.293_contig_9747	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__GCA-002687715	o__GCA-002687715	f__DRQF01	g__JACKGY01	s__	FLASV51525.1373;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_3911,f:midas_f_8026,g:midas_g_51525,s:midas_s_51525;	HQ	071-HK-01.bin.1.293_contig_9747.region001.gbk_region_1	Uncharacterised
040-UK-14.bin.1.141	040-UK-14.bin.1.141_contig_3754	1	550173	608113	FALSE	putative_wzy_dependent_NO_OPX				040-UK-14.bin.1.141_contig_3754	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Parvularculaceae	g__CV81	s__	FLASV1413.1383;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Parvularculaceae,g:Amphiplicatus,s:midas_s_1413;	HQ	040-UK-14.bin.1.141_contig_3754.region001.gbk_region_1	Uncharacterised
040-UK-14.bin.1.141	040-UK-14.bin.1.141_contig_38904	1	548659	580269	FALSE	putative_ABC_dependent				040-UK-14.bin.1.141_contig_38904	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Parvularculaceae	g__CV81	s__	FLASV1413.1383;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Parvularculaceae,g:Amphiplicatus,s:midas_s_1413;	HQ	040-UK-14.bin.1.141_contig_38904.region001.gbk_region_1	Uncharacterised
055-AR-06.bin.3.1395	055-AR-06.bin.3.1395_contig_34187	1	81937	136740	FALSE	putative_wzy_dependent				055-AR-06.bin.3.1395_contig_34187	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Macellibacteroides	s__Macellibacteroides fermentans	FLASV5206.1450;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae,g:Macellibacteroides,s:midas_s_5206;	HQ	055-AR-06.bin.3.1395_contig_34187.region001.gbk_region_1	Uncharacterised
055-AR-06.bin.3.1395	055-AR-06.bin.3.1395_contig_6732	1	15066	61581	TRUE	putative_wzy_dependent				055-AR-06.bin.3.1395_contig_6732	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Macellibacteroides	s__Macellibacteroides fermentans	FLASV5206.1450;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae,g:Macellibacteroides,s:midas_s_5206;	HQ	055-AR-06.bin.3.1395_contig_6732.region001.gbk_region_1	Uncharacterised
055-AR-06.bin.3.1395	055-AR-06.bin.3.1395_contig_77058	1	30483	66773	TRUE	putative_wzy_dependent_NO_OPX				055-AR-06.bin.3.1395_contig_77058	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Macellibacteroides	s__Macellibacteroides fermentans	FLASV5206.1450;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Tannerellaceae,g:Macellibacteroides,s:midas_s_5206;	HQ	055-AR-06.bin.3.1395_contig_77058.region001.gbk_region_1	Uncharacterised
088-SA-05.bin.2.395	088-SA-05.bin.2.395_contig_5259	1	40018	89002	FALSE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.2.395_contig_5259	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__WHSW01	s__	FLASV115310.1366;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:midas_g_59395,s:midas_s_115310;	HQ	088-SA-05.bin.2.395_contig_5259.region001.gbk_region_1	Uncharacterised
028-AU-34.bin.2.158	028-AU-34.bin.2.158_contig_108753	1	0	54756	TRUE	putative_wzy_dependent				028-AU-34.bin.2.158_contig_108753	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__UBA9464	g__SXSK01	s__	FLASV40643.1389;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:DEV114,s:midas_s_33773;	HQ	028-AU-34.bin.2.158_contig_108753.region001.gbk_region_1	Uncharacterised
028-AU-34.bin.2.158	028-AU-34.bin.2.158_contig_112391	1	2814	49142	TRUE	putative_wzy_dependent				028-AU-34.bin.2.158_contig_112391	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__UBA9464	g__SXSK01	s__	FLASV40643.1389;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:DEV114,s:midas_s_33773;	HQ	028-AU-34.bin.2.158_contig_112391.region001.gbk_region_1	Uncharacterised
028-AU-34.bin.2.158	028-AU-34.bin.2.158_contig_80859	1	455709	501263	FALSE	putative_wzy_dependent				028-AU-34.bin.2.158_contig_80859	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__UBA9464	g__SXSK01	s__	FLASV40643.1389;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:DEV114,s:midas_s_33773;	HQ	028-AU-34.bin.2.158_contig_80859.region001.gbk_region_1	Uncharacterised
006-MY-06.bin.1.413	006-MY-06.bin.1.413_contig_104920	1	26979	48808	FALSE	putative_wzy_dependent				006-MY-06.bin.1.413_contig_104920	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__	FLASV18498.1304;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:midas_g_18498,s:midas_s_18498;	HQ	006-MY-06.bin.1.413_contig_104920.region001.gbk_region_1	Uncharacterised
006-MY-06.bin.1.413	006-MY-06.bin.1.413_contig_117956	1	0	29444	TRUE	putative_wzy_dependent				006-MY-06.bin.1.413_contig_117956	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__	FLASV18498.1304;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:midas_g_18498,s:midas_s_18498;	HQ	006-MY-06.bin.1.413_contig_117956.region001.gbk_region_1	Uncharacterised
006-MY-06.bin.1.413	006-MY-06.bin.1.413_contig_63471	1	347215	375591	FALSE	putative_wzy_dependent_NO_OPX				006-MY-06.bin.1.413_contig_63471	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__	FLASV18498.1304;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:midas_g_18498,s:midas_s_18498;	HQ	006-MY-06.bin.1.413_contig_63471.region001.gbk_region_1	Uncharacterised
002-MX-07.bin.1.693	002-MX-07.bin.1.693_contig_1614	1	510972	553526	FALSE	putative_wzy_dependent_NO_OPX				002-MX-07.bin.1.693_contig_1614	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Microtrichaceae	g__	s__	FLASV4313.1445;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:midas_f_2,g:midas_g_366,s:midas_s_4313;	HQ	002-MX-07.bin.1.693_contig_1614.region001.gbk_region_1	Uncharacterised
002-MX-07.bin.1.693	002-MX-07.bin.1.693_contig_32022	1	210372	239654	FALSE	putative_wzy_dependent_NO_OPX				002-MX-07.bin.1.693_contig_32022	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Microtrichaceae	g__	s__	FLASV4313.1445;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:midas_f_2,g:midas_g_366,s:midas_s_4313;	HQ	002-MX-07.bin.1.693_contig_32022.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.186	058-AR-20.bin.1.186_contig_40912	1	546006	585688	FALSE	putative_wzy_dependent				058-AR-20.bin.1.186_contig_40912	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__Aestuariivirga sp963205315	FLASV504.1412;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_57,s:midas_s_165;	HQ	058-AR-20.bin.1.186_contig_40912.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.186	058-AR-20.bin.1.186_contig_59517	1	396122	407004	TRUE	putative_wzy_dependent				058-AR-20.bin.1.186_contig_59517	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__Aestuariivirga sp963205315	FLASV504.1412;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_57,s:midas_s_165;	HQ	058-AR-20.bin.1.186_contig_59517.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.186	058-AR-20.bin.1.186_contig_75274	1	327319	385627	FALSE	putative_ABC_dependent_NO_OPX				058-AR-20.bin.1.186_contig_75274	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__Aestuariivirga sp963205315	FLASV504.1412;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_57,s:midas_s_165;	HQ	058-AR-20.bin.1.186_contig_75274.region001.gbk_region_1	Uncharacterised
015-DE-14.bin.1.108	015-DE-14.bin.1.108_contig_1993	1	1001807	1049248	FALSE	putative_wzy_dependent				015-DE-14.bin.1.108_contig_1993	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__TMP-24	s__	FLASV8087.1387;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Defluviimonas,s:midas_s_1678;	HQ	015-DE-14.bin.1.108_contig_1993.region001.gbk_region_1	Uncharacterised
042-US1-105.bin.2.325	042-US1-105.bin.2.325_contig_142856	1	97284	138236	TRUE	putative_wzy_dependent_NO_OPX				042-US1-105.bin.2.325_contig_142856	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	FLASV24708.1349;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:midas_g_14365,s:midas_s_24708;	HQ	042-US1-105.bin.2.325_contig_142856.region001.gbk_region_1	Uncharacterised
042-US1-105.bin.2.325	042-US1-105.bin.2.325_contig_17540	1	159557	193133	FALSE	putative_wzy_dependent				042-US1-105.bin.2.325_contig_17540	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	FLASV24708.1349;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:midas_g_14365,s:midas_s_24708;	HQ	042-US1-105.bin.2.325_contig_17540.region001.gbk_region_1	Uncharacterised
042-US1-105.bin.2.325	042-US1-105.bin.2.325_contig_5640	1	403285	418560	FALSE	putative_wzy_dependent_NO_OPX				042-US1-105.bin.2.325_contig_5640	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	FLASV24708.1349;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:midas_g_14365,s:midas_s_24708;	HQ	042-US1-105.bin.2.325_contig_5640.region001.gbk_region_1	Uncharacterised
011-CY-01.bin.1.12	011-CY-01.bin.1.12_contig_13533	1	506721	605661	FALSE	putative_wzy_dependent				011-CY-01.bin.1.12_contig_13533	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__OLB17	s__	FLASV13112.1341;tax=d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:midas_g_144,s:midas_s_10112;	HQ	011-CY-01.bin.1.12_contig_13533.region001.gbk_region_1	Uncharacterised
011-CY-01.bin.1.12	011-CY-01.bin.1.12_contig_13533	2	2530046	2571466	FALSE	putative_wzy_dependent				011-CY-01.bin.1.12_contig_13533	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__OLB17	s__	FLASV13112.1341;tax=d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:midas_g_144,s:midas_s_10112;	HQ	011-CY-01.bin.1.12_contig_13533.region002.gbk_region_1	Uncharacterised
077-MX-09.bin.2.212	077-MX-09.bin.2.212_contig_196329	1	6837	63925	TRUE	putative_wzy_dependent				077-MX-09.bin.2.212_contig_196329	Uncharacterised	1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__	s__	FLASV35963.1366;tax=d:Bacteria,p:Desulfobacterota,c:Desulfobulbia,o:Desulfobulbales,f:Desulfocapsaceae,g:Desulforhopalus,s:midas_s_35963;	HQ	077-MX-09.bin.2.212_contig_196329.region001.gbk_region_1	Uncharacterised
077-MX-09.bin.2.212	077-MX-09.bin.2.212_contig_62622	1	1493	31924	TRUE	putative_wzy_dependent				077-MX-09.bin.2.212_contig_62622	Uncharacterised	1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__	s__	FLASV35963.1366;tax=d:Bacteria,p:Desulfobacterota,c:Desulfobulbia,o:Desulfobulbales,f:Desulfocapsaceae,g:Desulforhopalus,s:midas_s_35963;	HQ	077-MX-09.bin.2.212_contig_62622.region001.gbk_region_1	Uncharacterised
003-CA-05.bin.1.366	003-CA-05.bin.1.366_contig_3935	1	594207	677516	FALSE	putative_wzy_dependent				003-CA-05.bin.1.366_contig_3935	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	FLASV6603.1436;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:midas_s_6603;	HQ	003-CA-05.bin.1.366_contig_3935.region001.gbk_region_1	Uncharacterised
003-CA-05.bin.1.366	003-CA-05.bin.1.366_contig_72047	1	33958	67964	FALSE	putative_wzy_dependent_NO_OPX				003-CA-05.bin.1.366_contig_72047	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	FLASV6603.1436;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:midas_s_6603;	HQ	003-CA-05.bin.1.366_contig_72047.region001.gbk_region_1	Uncharacterised
