genome_id	contig_id	region_id	gene_id	location	product	Query	e-value	bitscore	pfam_hit
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_402	[832:2680](-)	pel-like				PF02272.22 (DHHA1 domain): [349:479] (score: 62.9, e-value: 4.30E-17)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_402	[832:2680](-)	pel-like				PF01368.23 (DHH family): [105:238] (score: 62.7, e-value: 4.30E-17)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_403	[2857:3298](+)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_404	[3367:4357](-)	pel-like				PF03320.16 (Bacterial fructose-1,6-bisphosphatase, glpX-encoded): [12:319] (score: 465.1, e-value: 8.20E-140)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_405	[4496:5585](-)	pel-like				PF01842.28 (ACT domain): [269:346] (score: 38.3, e-value: 9.30E-10)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_405	[4496:5585](-)	pel-like				PF00742.22 (Homoserine dehydrogenase): [58:237] (score: 211.4, e-value: 9.10E-63)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_405	[4496:5585](-)	pel-like				PF03447.19 (Homoserine dehydrogenase, NAD binding domain): [8:51] (score: 26.3, e-value: 9.80E-06)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_406	[5833:7060](-)	pel-like				PF00155.24 (Aminotransferase class I and II): [31:385] (score: 185.7, e-value: 1.50E-54)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_407	[7408:9220](+)	pel-like				PF07167.16 (Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus): [115:287] (score: 244.8, e-value: 4.30E-73)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_407	[7408:9220](+)	pel-like				PF00561.23 (alpha/beta hydrolase fold): [283:529] (score: 35.7, e-value: 7.80E-09)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_408	[9283:9607](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_409	[9653:9977](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_410	[9991:11278](-)	pel-like				PF01053.23 (Cys/Met metabolism PLP-dependent enzyme): [8:425] (score: 451.4, e-value: 1.90E-135)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_411	[11378:11585](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_412	[12378:13509](+)	pel-like				PF03537.16 (Glycoside-hydrolase family GH114): [82:355] (score: 91.1, e-value: 6.80E-26)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_413	[13505:14282](+)	pel-like				PF03537.16 (Glycoside-hydrolase family GH114): [56:237] (score: 72.3, e-value: 3.80E-20)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_414	[14268:14553](+)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_415	[14636:14999](+)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_416	[15000:16443](-)	pel-like	pelG	4.3e-103	341.2	PF16933.8 (Putative exopolysaccharide Exporter (EPS-E)): [0:455] (score: 351.0, e-value: 1.10E-104)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	pelF	4e-155	513.2	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	pelF	4e-155	513.2	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	pelF_pos	8.9e-127	419.4	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	pelF_pos	8.9e-127	419.4	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_zooGT5_zooglan	1.6e-29	98.5	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_zooGT5_zooglan	1.6e-29	98.5	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_aceC_acetan	2.2e-06	22.7	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_aceC_acetan	2.2e-06	22.7	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_zooGT1_zooglan	3.6e-08	28.4	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_zooGT1_zooglan	3.6e-08	28.4	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	1028_lactobacillus	3e-22	74.6	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	1028_lactobacillus	3e-22	74.6	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_1028_lactobacillus	3e-22	74.6	PF00534.23 (Glycosyl transferases group 1): [312:478] (score: 78.7, e-value: 4.10E-22)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_417	[16446:17991](-)	pel-like	l_1028_lactobacillus	3e-22	74.6	PF11997.11 (Domain of unknown function (DUF3492)): [17:287] (score: 240.1, e-value: 3.90E-71)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_418	[17987:18956](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_419	[18991:20161](-)	pel-like				PF13492.9 (GAF domain): [213:322] (score: 27.2, e-value: 4.60E-06)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_420	[20305:21790](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_421	[21786:24033](-)	pel-like	pelA	5.3e-72	238.7	
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_422	[24328:25108](+)	pel-like				PF04376.16 (Arginine-tRNA-protein transferase, N terminus): [16:87] (score: 59.7, e-value: 2.90E-16)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_422	[24328:25108](+)	pel-like				PF04377.18 (Arginine-tRNA-protein transferase, C terminus): [107:239] (score: 121.6, e-value: 3.60E-35)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_423	[25567:25954](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_424	[26319:26757](-)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_425	[27109:28147](-)	pel-like				PF04371.18 (Porphyromonas-type peptidyl-arginine deiminase): [15:343] (score: 314.8, e-value: 7.00E-94)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_426	[28522:30802](+)	pel-like				PF18072.4 (Formylglycinamide ribonucleotide amidotransferase linker domain): [14:53] (score: 48.8, e-value: 8.00E-13)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_426	[28522:30802](+)	pel-like				PF00586.27 (AIR synthase related protein, N-terminal domain): [85:188] (score: 85.9, e-value: 2.30E-24)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_426	[28522:30802](+)	pel-like				PF02769.25 (AIR synthase related protein, C-terminal domain): [201:354] (score: 109.4, e-value: 1.90E-31)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_426	[28522:30802](+)	pel-like				PF00586.27 (AIR synthase related protein, N-terminal domain): [437:555] (score: 67.7, e-value: 1.10E-18)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_426	[28522:30802](+)	pel-like				PF02769.25 (AIR synthase related protein, C-terminal domain): [573:722] (score: 57.2, e-value: 2.30E-15)
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_427	[31266:31470](+)	pel-like				
072-HK-05.bin.1.203	072-HK-05.bin.1.203_contig_43419	region001	ctg2_428	[31661:32453](+)	pel-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_32	[456:2334](+)	cellulose-like				PF04997.15 (RNA polymerase Rpb1, domain 1): [7:349] (score: 266.0, e-value: 4.80E-79)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_32	[456:2334](+)	cellulose-like				PF00623.23 (RNA polymerase Rpb1, domain 2): [350:399] (score: 37.1, e-value: 4.00E-09)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_32	[456:2334](+)	cellulose-like				PF00623.23 (RNA polymerase Rpb1, domain 2): [400:492] (score: 95.7, e-value: 3.80E-27)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_32	[456:2334](+)	cellulose-like				PF04983.21 (RNA polymerase Rpb1, domain 3): [495:617] (score: 46.7, e-value: 3.50E-12)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_33	[2352:6408](+)	cellulose-like				PF04983.21 (RNA polymerase Rpb1, domain 3): [7:61] (score: 31.4, e-value: 1.70E-07)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_33	[2352:6408](+)	cellulose-like				PF05000.20 (RNA polymerase Rpb1, domain 4): [89:160] (score: 56.7, e-value: 2.20E-15)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_33	[2352:6408](+)	cellulose-like				PF04998.20 (RNA polymerase Rpb1, domain 5): [170:367] (score: 153.3, e-value: 9.30E-45)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_33	[2352:6408](+)	cellulose-like				PF04998.20 (RNA polymerase Rpb1, domain 5): [1119:1210] (score: 38.6, e-value: 8.70E-10)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_34	[6609:8211](-)	cellulose-like				PF00553.22 (Cellulose binding domain): [435:527] (score: 61.4, e-value: 9.20E-17)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_34	[6609:8211](-)	cellulose-like				PF00150.21 (Cellulase (glycosyl hydrolase family 5)): [63:380] (score: 196.0, e-value: 9.20E-58)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_35	[8738:9617](+)	cellulose-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_36	[9738:10527](-)	cellulose-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_37	[10743:12492](+)	cellulose-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_38	[12488:14846](+)	cellulose-like				PF14559.9 (Tetratricopeptide repeat): [65:118] (score: 25.5, e-value: 1.50E-05)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_38	[12488:14846](+)	cellulose-like				PF13432.9 (Tetratricopeptide repeat): [477:544] (score: 24.9, e-value: 2.40E-05)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_38	[12488:14846](+)	cellulose-like				PF14559.9 (Tetratricopeptide repeat): [659:723] (score: 25.2, e-value: 1.90E-05)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_39	[15000:16263](+)	cellulose-like	BcsZ	6.9e-76	248.5	PF01270.20 (Glycosyl hydrolases family 8): [58:406] (score: 155.0, e-value: 2.40E-45)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_40	[16387:18745](+)	cellulose-like	BcsB	2e-52	171.0	PF03170.16 (Bacterial cellulose synthase subunit): [74:677] (score: 417.8, e-value: 7.20E-125)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	ccsA	6.9e-103	338.2	PF00535.29 (Glycosyl transferase family 2): [176:360] (score: 98.0, e-value: 5.60E-28)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	ccsA	6.9e-103	338.2	PF03552.17 (Cellulose synthase): [362:495] (score: 41.9, e-value: 5.10E-11)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	ccsA	6.9e-103	338.2	PF07238.17 (PilZ domain): [611:706] (score: 46.1, e-value: 5.40E-12)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	BcsA	1.2e-200	661.3	PF00535.29 (Glycosyl transferase family 2): [176:360] (score: 98.0, e-value: 5.60E-28)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	BcsA	1.2e-200	661.3	PF03552.17 (Cellulose synthase): [362:495] (score: 41.9, e-value: 5.10E-11)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_41	[18838:21451](+)	cellulose-like	BcsA	1.2e-200	661.3	PF07238.17 (PilZ domain): [611:706] (score: 46.1, e-value: 5.40E-12)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_42	[22127:22448](+)	cellulose-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_43	[22487:23033](+)	cellulose-like				
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_44	[23174:24236](+)	cellulose-like				PF00395.23 (S-layer homology domain): [153:196] (score: 49.9, e-value: 2.50E-13)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_44	[23174:24236](+)	cellulose-like				PF00395.23 (S-layer homology domain): [212:255] (score: 44.5, e-value: 1.30E-11)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_44	[23174:24236](+)	cellulose-like				PF00395.23 (S-layer homology domain): [277:322] (score: 23.0, e-value: 6.60E-05)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_45	[24451:24967](-)	cellulose-like				PF14159.9 (CAAD domains of cyanobacterial aminoacyl-tRNA synthetase): [82:166] (score: 116.3, e-value: 4.50E-34)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_46	[25736:26192](-)	cellulose-like				PF00805.25 (Pentapeptide repeats (8 copies)): [93:125] (score: 25.4, e-value: 8.40E-06)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_46	[25736:26192](-)	cellulose-like				PF00805.25 (Pentapeptide repeats (8 copies)): [40:80] (score: 58.3, e-value: 4.50E-16)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_47	[26503:27370](-)	cellulose-like				PF00561.23 (alpha/beta hydrolase fold): [29:274] (score: 86.3, e-value: 2.80E-24)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_48	[27599:28415](+)	cellulose-like				PF06724.14 (Domain of Unknown Function (DUF1206)): [18:86] (score: 87.8, e-value: 4.20E-25)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_48	[27599:28415](+)	cellulose-like				PF06724.14 (Domain of Unknown Function (DUF1206)): [101:171] (score: 78.3, e-value: 3.80E-22)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_48	[27599:28415](+)	cellulose-like				PF06724.14 (Domain of Unknown Function (DUF1206)): [196:265] (score: 81.4, e-value: 4.10E-23)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_49	[28451:29606](+)	cellulose-like				PF02638.18 (Glycosyl hydrolase-like 10): [5:289] (score: 212.5, e-value: 7.90E-63)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_50	[29625:30042](+)	cellulose-like				PF10184.12 (Uncharacterized conserved protein (DUF2358)): [4:116] (score: 138.5, e-value: 1.10E-40)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_51	[30142:31135](-)	cellulose-like				PF01297.20 (Zinc-uptake complex component A periplasmic): [47:315] (score: 243.2, e-value: 3.20E-72)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_52	[32282:33476](+)	cellulose-like				PF07690.19 (Major Facilitator Superfamily): [25:357] (score: 38.1, e-value: 9.40E-10)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_53	[33522:34689](-)	cellulose-like				PF01656.26 (CobQ/CobB/MinD/ParA nucleotide binding domain): [153:294] (score: 50.2, e-value: 2.80E-13)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_53	[33522:34689](-)	cellulose-like				PF04471.15 (Restriction endonuclease): [13:104] (score: 38.0, e-value: 1.50E-09)
GCA_002154725.1_ASM215472v1_genomic	MTAW01000184.1	region001	ctg132_54	[35029:35860](+)	cellulose-like				PF00149.31 (Calcineurin-like phosphoesterase): [28:190] (score: 47.6, e-value: 2.90E-12)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_556	[67:1624](-)	pel-like				PF00092.31 (von Willebrand factor type A domain): [336:503] (score: 28.5, e-value: 1.80E-06)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_556	[67:1624](-)	pel-like				PF00092.31 (von Willebrand factor type A domain): [140:193] (score: 24.0, e-value: 4.30E-05)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_556	[67:1624](-)	pel-like				PF13400.9 (Putative Flp pilus-assembly TadE/G-like): [13:58] (score: 25.9, e-value: 9.00E-06)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_557	[1804:3388](+)	pel-like	l_capK_zooglan	8.2e-19	63.4	PF00501.31 (AMP-binding enzyme): [21:428] (score: 224.5, e-value: 2.00E-66)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_558	[3535:4765](-)	pel-like	l_gumF_acetan	1.1e-08	30.4	PF01757.25 (Acyltransferase family): [21:364] (score: 83.0, e-value: 2.20E-23)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_558	[3535:4765](-)	pel-like	l_pslL_psl	1.7e-05	20.2	PF01757.25 (Acyltransferase family): [21:364] (score: 83.0, e-value: 2.20E-23)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_558	[3535:4765](-)	pel-like	l_aceI_acetan	4.6e-24	81.1	PF01757.25 (Acyltransferase family): [21:364] (score: 83.0, e-value: 2.20E-23)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_559	[5033:5765](-)	pel-like				PF13578.9 (Methyltransferase domain): [84:189] (score: 49.4, e-value: 8.90E-13)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_560	[5795:7028](+)	pel-like				PF05598.14 (Transposase domain (DUF772)): [52:126] (score: 73.6, e-value: 1.00E-20)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_560	[5795:7028](+)	pel-like				PF01609.24 (Transposase DDE domain): [244:400] (score: 45.3, e-value: 8.70E-12)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_561	[7412:8624](+)	pel-like				PF14690.9 (zinc-finger of transposase IS204/IS1001/IS1096/IS1165): [43:87] (score: 28.5, e-value: 1.90E-06)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_561	[7412:8624](+)	pel-like				PF13542.9 (Helix-turn-helix domain of transposase family ISL3): [92:142] (score: 54.7, e-value: 5.40E-15)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_561	[7412:8624](+)	pel-like				PF01610.20 (Transposase): [156:389] (score: 245.5, e-value: 6.40E-73)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_562	[8752:10285](+)	pel-like				PF03092.19 (BT1 family): [56:237] (score: 53.7, e-value: 1.10E-14)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_562	[8752:10285](+)	pel-like				PF03092.19 (BT1 family): [338:504] (score: 42.1, e-value: 3.80E-11)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_563	[10460:10739](+)	pel-like				
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_564	[10874:11963](+)	pel-like				PF03537.16 (Glycoside-hydrolase family GH114): [80:352] (score: 91.2, e-value: 6.30E-26)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_565	[11977:13111](+)	pel-like				PF03537.16 (Glycoside-hydrolase family GH114): [60:323] (score: 101.1, e-value: 6.10E-29)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_566	[13121:13784](-)	pel-like				
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_567	[13985:15026](+)	pel-like				PF03537.16 (Glycoside-hydrolase family GH114): [67:336] (score: 93.7, e-value: 1.10E-26)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_568	[15000:16479](-)	pel-like	pelG	1.5e-111	369.3	PF16933.8 (Putative exopolysaccharide Exporter (EPS-E)): [0:455] (score: 384.2, e-value: 9.30E-115)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	pelF	2e-159	527.6	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	pelF	2e-159	527.6	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	pelF_pos	1.1e-127	422.7	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	pelF_pos	1.1e-127	422.7	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	zooGT6_zooglan	4e-31	104.0	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	zooGT6_zooglan	4e-31	104.0	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_aceC_acetan	1.4e-05	20.4	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_aceC_acetan	1.4e-05	20.4	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	zooGT5_zooglan	3.5e-34	114.1	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	zooGT5_zooglan	3.5e-34	114.1	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_zooGT5_zooglan	3.5e-34	114.1	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_zooGT5_zooglan	3.5e-34	114.1	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_zooGT1_zooglan	1.2e-10	36.7	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	l_zooGT1_zooglan	1.2e-10	36.7	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	epsF_pnag	2.8e-15	52.0	PF00534.23 (Glycosyl transferases group 1): [311:475] (score: 84.4, e-value: 7.00E-24)
006-MY-06.bin.1.213	006-MY-06.bin.1.213_contig_15159	region001	ctg5_569	[16482:18018](-)	pel-like	epsF_pnag	2.8e-15	52.0	PF11997.11 (Domain of unknown function (DUF3492)): [14:286] (score: 245.1, e-value: 1.20E-72)
