genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	shared_name	product_1
042-US1-105.bin.1.269	042-US1-105.bin.1.269_contig_18233	1	315173	358580	FALSE	Uncharacterised				042-US1-105.bin.1.269_contig_18233	Uncharacterised	1	042-US1-105.bin.1.269_contig_18233.region001.gbk_region_1	Uncharacterised
042-US1-105.bin.1.269	042-US1-105.bin.1.269_contig_18233	2	483574	521868	FALSE	Zooglan				042-US1-105.bin.1.269_contig_18233	Wzx/Wzy	3	042-US1-105.bin.1.269_contig_18233.region002.gbk_region_1	Zooglan
042-US1-105.bin.1.269	042-US1-105.bin.1.269_contig_6928	1	52492	79459	TRUE	Uncharacterised				042-US1-105.bin.1.269_contig_6928	Uncharacterised	1	042-US1-105.bin.1.269_contig_6928.region001.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.567	037-NO2-03.bin.1.567_contig_13722	1	1228428	1277834	TRUE	Uncharacterised				037-NO2-03.bin.1.567_contig_13722	Uncharacterised	1	037-NO2-03.bin.1.567_contig_13722.region001.gbk_region_1	Uncharacterised
014-ES-23.bin.1.567	014-ES-23.bin.1.567_contig_55410	1	1168634	1209007	FALSE	Uncharacterised				014-ES-23.bin.1.567_contig_55410	Uncharacterised	1	014-ES-23.bin.1.567_contig_55410.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.85	094-US2-01.bin.1.85_contig_10745	1	842049	873156	FALSE	MiDAS_GCF_8				094-US2-01.bin.1.85_contig_10745	Uncharacterised	1	094-US2-01.bin.1.85_contig_10745.region001.gbk_region_1	MiDAS_GCF_8
094-US2-01.bin.1.85	094-US2-01.bin.1.85_contig_3221	1	60910	93561	TRUE	Uncharacterised				094-US2-01.bin.1.85_contig_3221	Uncharacterised	1	094-US2-01.bin.1.85_contig_3221.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.85	094-US2-01.bin.1.85_contig_46093	1	225549	311008	FALSE	Uncharacterised				094-US2-01.bin.1.85_contig_46093	Uncharacterised	1	094-US2-01.bin.1.85_contig_46093.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.85	094-US2-01.bin.1.85_contig_61830	1	27156	57312	FALSE	Uncharacterised				094-US2-01.bin.1.85_contig_61830	Uncharacterised	1	094-US2-01.bin.1.85_contig_61830.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.255	021-CZ-11.bin.1.255_contig_22524	1	428950	474879	FALSE	Uncharacterised				021-CZ-11.bin.1.255_contig_22524	Uncharacterised	1	021-CZ-11.bin.1.255_contig_22524.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.255	021-CZ-11.bin.1.255_contig_8355	1	632450	685516	TRUE	Uncharacterised				021-CZ-11.bin.1.255_contig_8355	Uncharacterised	1	021-CZ-11.bin.1.255_contig_8355.region001.gbk_region_1	Uncharacterised
090-US1-124.bin.1.664	090-US1-124.bin.1.664_contig_13245	1	144716	174518	TRUE	MiDAS_GCF_2				090-US1-124.bin.1.664_contig_13245	Uncharacterised	1	090-US1-124.bin.1.664_contig_13245.region001.gbk_region_1	MiDAS_GCF_2
090-US1-124.bin.1.664	090-US1-124.bin.1.664_contig_22078	1	78122	103169	FALSE	MiDAS_GCF_4				090-US1-124.bin.1.664_contig_22078	Uncharacterised	1	090-US1-124.bin.1.664_contig_22078.region001.gbk_region_1	MiDAS_GCF_4
050-BE-09.bin.1.703	050-BE-09.bin.1.703_contig_43146	1	108498	149686	FALSE	Uncharacterised				050-BE-09.bin.1.703_contig_43146	Uncharacterised	1	050-BE-09.bin.1.703_contig_43146.region001.gbk_region_1	Uncharacterised
071-HK-01.bin.1.437	071-HK-01.bin.1.437_contig_1662	1	1284898	1326779	FALSE	Uncharacterised				071-HK-01.bin.1.437_contig_1662	Uncharacterised	1	071-HK-01.bin.1.437_contig_1662.region001.gbk_region_1	Uncharacterised
036-NL-06.bin.1.214	036-NL-06.bin.1.214_contig_50755	1	453163	511996	FALSE	Uncharacterised				036-NL-06.bin.1.214_contig_50755	Uncharacterised	1	036-NL-06.bin.1.214_contig_50755.region001.gbk_region_1	Uncharacterised
061-AU-11.bin.2.317	061-AU-11.bin.2.317_contig_15153	1	479873	494695	FALSE	PNAG (pga)				061-AU-11.bin.2.317_contig_15153	Synthase	2	061-AU-11.bin.2.317_contig_15153.region001.gbk_region_1	PNAG (pga)
061-AU-11.bin.2.317	061-AU-11.bin.2.317_contig_15153	2	1201587	1237318	FALSE	Zooglan				061-AU-11.bin.2.317_contig_15153	Wzx/Wzy	3	061-AU-11.bin.2.317_contig_15153.region002.gbk_region_1	Zooglan
012-PT-06.bin.1.374	012-PT-06.bin.1.374_contig_14968	1	150756	180368	FALSE	Uncharacterised				012-PT-06.bin.1.374_contig_14968	Uncharacterised	1	012-PT-06.bin.1.374_contig_14968.region001.gbk_region_1	Uncharacterised
012-PT-06.bin.1.374	012-PT-06.bin.1.374_contig_14968	2	732498	793597	FALSE	Uncharacterised				012-PT-06.bin.1.374_contig_14968	Uncharacterised	1	012-PT-06.bin.1.374_contig_14968.region002.gbk_region_1	Uncharacterised
012-PT-06.bin.1.374	012-PT-06.bin.1.374_contig_14968	3	1449100	1497430	FALSE	Uncharacterised				012-PT-06.bin.1.374_contig_14968	Uncharacterised	1	012-PT-06.bin.1.374_contig_14968.region003.gbk_region_1	Uncharacterised
012-PT-06.bin.1.374	012-PT-06.bin.1.374_contig_14968	4	1578394	1613567	FALSE	Uncharacterised				012-PT-06.bin.1.374_contig_14968	Uncharacterised	1	012-PT-06.bin.1.374_contig_14968.region004.gbk_region_1	Uncharacterised
010-BE-17.bin.1.690	010-BE-17.bin.1.690_contig_14102	1	2436893	2459917	FALSE	Pel				010-BE-17.bin.1.690_contig_14102	Synthase	2	010-BE-17.bin.1.690_contig_14102.region001.gbk_region_1	Pel
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_33184	1	401188	451010	FALSE	Uncharacterised				076-IN-18.bin.1.99_contig_33184	Uncharacterised	1	076-IN-18.bin.1.99_contig_33184.region001.gbk_region_1	Uncharacterised
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_33184	2	808661	868432	FALSE	Uncharacterised				076-IN-18.bin.1.99_contig_33184	Uncharacterised	1	076-IN-18.bin.1.99_contig_33184.region002.gbk_region_1	Uncharacterised
076-IN-18.bin.1.99	076-IN-18.bin.1.99_contig_49273	1	41717	74284	FALSE	Uncharacterised				076-IN-18.bin.1.99_contig_49273	Uncharacterised	1	076-IN-18.bin.1.99_contig_49273.region001.gbk_region_1	Uncharacterised
051-IN-23.bin.1.204	051-IN-23.bin.1.204_contig_14571	1	791053	855862	FALSE	Uncharacterised				051-IN-23.bin.1.204_contig_14571	Uncharacterised	1	051-IN-23.bin.1.204_contig_14571.region001.gbk_region_1	Uncharacterised
051-IN-23.bin.1.204	051-IN-23.bin.1.204_contig_14571	2	1976598	2003976	FALSE	MiDAS_GCF_6				051-IN-23.bin.1.204_contig_14571	Uncharacterised	1	051-IN-23.bin.1.204_contig_14571.region002.gbk_region_1	MiDAS_GCF_6
051-IN-23.bin.1.204	051-IN-23.bin.1.204_contig_14571	3	2054152	2082591	FALSE	MiDAS_GCF_5				051-IN-23.bin.1.204_contig_14571	Uncharacterised	1	051-IN-23.bin.1.204_contig_14571.region003.gbk_region_1	MiDAS_GCF_5
051-IN-23.bin.1.204	051-IN-23.bin.1.204_contig_2519	1	1661491	1696835	FALSE	Uncharacterised				051-IN-23.bin.1.204_contig_2519	Uncharacterised	1	051-IN-23.bin.1.204_contig_2519.region001.gbk_region_1	Uncharacterised
051-IN-23.bin.1.204	051-IN-23.bin.1.204_contig_27544	1	51708	74763	FALSE	Pel				051-IN-23.bin.1.204_contig_27544	Synthase	2	051-IN-23.bin.1.204_contig_27544.region001.gbk_region_1	Pel
063-AU-32.bin.1.49	063-AU-32.bin.1.49_contig_41509	1	77096	125998	TRUE	Uncharacterised				063-AU-32.bin.1.49_contig_41509	Uncharacterised	1	063-AU-32.bin.1.49_contig_41509.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_18433	1	64580	104345	TRUE	Uncharacterised				008-AR-23.bin.1.245_contig_18433	Uncharacterised	1	008-AR-23.bin.1.245_contig_18433.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_24671	1	103458	132169	FALSE	MiDAS_GCF_6				008-AR-23.bin.1.245_contig_24671	Uncharacterised	1	008-AR-23.bin.1.245_contig_24671.region001.gbk_region_1	MiDAS_GCF_6
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_34005	1	139364	181695	FALSE	Uncharacterised				008-AR-23.bin.1.245_contig_34005	Uncharacterised	1	008-AR-23.bin.1.245_contig_34005.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_34005	2	684836	738480	FALSE	Uncharacterised				008-AR-23.bin.1.245_contig_34005	Uncharacterised	1	008-AR-23.bin.1.245_contig_34005.region002.gbk_region_1	Uncharacterised
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_43529	1	33655	81964	FALSE	Uncharacterised				008-AR-23.bin.1.245_contig_43529	Uncharacterised	1	008-AR-23.bin.1.245_contig_43529.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.245	008-AR-23.bin.1.245_contig_71160	1	143271	166244	FALSE	Pel				008-AR-23.bin.1.245_contig_71160	Synthase	2	008-AR-23.bin.1.245_contig_71160.region001.gbk_region_1	Pel
041-UK2-07.bin.1.81	041-UK2-07.bin.1.81_contig_103424	1	93216	141284	FALSE	Uncharacterised				041-UK2-07.bin.1.81_contig_103424	Uncharacterised	1	041-UK2-07.bin.1.81_contig_103424.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.81	041-UK2-07.bin.1.81_contig_22401	1	296597	351474	FALSE	Uncharacterised				041-UK2-07.bin.1.81_contig_22401	Uncharacterised	1	041-UK2-07.bin.1.81_contig_22401.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.81	041-UK2-07.bin.1.81_contig_42318	1	0	58525	TRUE	Uncharacterised				041-UK2-07.bin.1.81_contig_42318	Uncharacterised	1	041-UK2-07.bin.1.81_contig_42318.region001.gbk_region_1	Uncharacterised
041-UK2-07.bin.1.81	041-UK2-07.bin.1.81_contig_52418	1	0	65848	TRUE	Uncharacterised				041-UK2-07.bin.1.81_contig_52418	Uncharacterised	1	041-UK2-07.bin.1.81_contig_52418.region001.gbk_region_1	Uncharacterised
038-SE-10.bin.1.391	038-SE-10.bin.1.391_contig_12140	1	185601	208564	FALSE	Pel				038-SE-10.bin.1.391_contig_12140	Synthase	2	038-SE-10.bin.1.391_contig_12140.region001.gbk_region_1	Pel
038-SE-10.bin.1.391	038-SE-10.bin.1.391_contig_42040	1	3104	31163	TRUE	Uncharacterised				038-SE-10.bin.1.391_contig_42040	Uncharacterised	1	038-SE-10.bin.1.391_contig_42040.region001.gbk_region_1	Uncharacterised
038-SE-10.bin.1.391	038-SE-10.bin.1.391_contig_42040	2	115199	143874	FALSE	MiDAS_GCF_6				038-SE-10.bin.1.391_contig_42040	Uncharacterised	1	038-SE-10.bin.1.391_contig_42040.region002.gbk_region_1	MiDAS_GCF_6
038-SE-10.bin.1.391	038-SE-10.bin.1.391_contig_42055	1	18844	61576	FALSE	Uncharacterised				038-SE-10.bin.1.391_contig_42055	Uncharacterised	1	038-SE-10.bin.1.391_contig_42055.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.18	094-US2-01.bin.1.18_contig_13463	1	804601	849171	TRUE	Uncharacterised				094-US2-01.bin.1.18_contig_13463	Uncharacterised	1	094-US2-01.bin.1.18_contig_13463.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.18	094-US2-01.bin.1.18_contig_22766	1	269387	294225	FALSE	MiDAS_GCF_13				094-US2-01.bin.1.18_contig_22766	Uncharacterised	1	094-US2-01.bin.1.18_contig_22766.region001.gbk_region_1	MiDAS_GCF_13
094-US2-01.bin.1.18	094-US2-01.bin.1.18_contig_44335	1	385208	430938	FALSE	Uncharacterised				094-US2-01.bin.1.18_contig_44335	Uncharacterised	1	094-US2-01.bin.1.18_contig_44335.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.18	094-US2-01.bin.1.18_contig_4438	1	167916	208385	FALSE	Uncharacterised				094-US2-01.bin.1.18_contig_4438	Uncharacterised	1	094-US2-01.bin.1.18_contig_4438.region001.gbk_region_1	Uncharacterised
098-UY-13.bin.2.317	098-UY-13.bin.2.317_contig_11123	1	91969	133252	FALSE	Uncharacterised				098-UY-13.bin.2.317_contig_11123	Uncharacterised	1	098-UY-13.bin.2.317_contig_11123.region001.gbk_region_1	Uncharacterised
098-UY-13.bin.2.317	098-UY-13.bin.2.317_contig_21648	1	141789	210527	FALSE	Uncharacterised				098-UY-13.bin.2.317_contig_21648	Uncharacterised	1	098-UY-13.bin.2.317_contig_21648.region001.gbk_region_1	Uncharacterised
098-UY-13.bin.2.317	098-UY-13.bin.2.317_contig_441	1	175361	244172	FALSE	Uncharacterised				098-UY-13.bin.2.317_contig_441	Uncharacterised	1	098-UY-13.bin.2.317_contig_441.region001.gbk_region_1	Uncharacterised
061-AU-11.bin.1.377	061-AU-11.bin.1.377_contig_1770	1	339743	395869	FALSE	Uncharacterised				061-AU-11.bin.1.377_contig_1770	Uncharacterised	1	061-AU-11.bin.1.377_contig_1770.region001.gbk_region_1	Uncharacterised
061-AU-11.bin.1.377	061-AU-11.bin.1.377_contig_242	1	347827	402095	FALSE	Uncharacterised				061-AU-11.bin.1.377_contig_242	Uncharacterised	1	061-AU-11.bin.1.377_contig_242.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.195	073-IL-01.bin.1.195_contig_15422	1	92191	115356	FALSE	Pel				073-IL-01.bin.1.195_contig_15422	Synthase	2	073-IL-01.bin.1.195_contig_15422.region001.gbk_region_1	Pel
073-IL-01.bin.1.195	073-IL-01.bin.1.195_contig_15422	2	1958909	2010964	FALSE	Uncharacterised				073-IL-01.bin.1.195_contig_15422	Uncharacterised	1	073-IL-01.bin.1.195_contig_15422.region002.gbk_region_1	Uncharacterised
073-IL-01.bin.1.195	073-IL-01.bin.1.195_contig_39598	1	79925	178581	FALSE	Uncharacterised				073-IL-01.bin.1.195_contig_39598	Uncharacterised	1	073-IL-01.bin.1.195_contig_39598.region001.gbk_region_1	Uncharacterised
013-IT-11.bin.1.19	013-IT-11.bin.1.19_contig_57718	1	82341	127756	FALSE	Uncharacterised				013-IT-11.bin.1.19_contig_57718	Uncharacterised	1	013-IT-11.bin.1.19_contig_57718.region001.gbk_region_1	Uncharacterised
013-IT-11.bin.1.19	013-IT-11.bin.1.19_contig_57718	2	503250	581256	TRUE	Uncharacterised				013-IT-11.bin.1.19_contig_57718	Uncharacterised	1	013-IT-11.bin.1.19_contig_57718.region002.gbk_region_1	Uncharacterised
017-IL-02.bin.1.309	017-IL-02.bin.1.309_contig_8640	1	120082	185058	FALSE	Uncharacterised				017-IL-02.bin.1.309_contig_8640	Uncharacterised	1	017-IL-02.bin.1.309_contig_8640.region001.gbk_region_1	Uncharacterised
004-NL-18.bin.1.62	004-NL-18.bin.1.62_contig_13581	1	367985	397061	FALSE	Uncharacterised				004-NL-18.bin.1.62_contig_13581	Uncharacterised	1	004-NL-18.bin.1.62_contig_13581.region001.gbk_region_1	Uncharacterised
063-AU-32.bin.3.298	063-AU-32.bin.3.298_contig_10601	1	76009	128544	FALSE	Uncharacterised				063-AU-32.bin.3.298_contig_10601	Uncharacterised	1	063-AU-32.bin.3.298_contig_10601.region001.gbk_region_1	Uncharacterised
063-AU-32.bin.3.298	063-AU-32.bin.3.298_contig_21322	1	116401	139647	FALSE	PNAG (pga)				063-AU-32.bin.3.298_contig_21322	Synthase	2	063-AU-32.bin.3.298_contig_21322.region001.gbk_region_1	PNAG (pga)
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_111455	1	250392	316726	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_111455	Uncharacterised	1	006-MY-06.bin.1.480_contig_111455.region001.gbk_region_1	Uncharacterised
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	1	838574	889115	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_14588	Uncharacterised	1	006-MY-06.bin.1.480_contig_14588.region001.gbk_region_1	Uncharacterised
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	2	931992	967985	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_14588	Uncharacterised	1	006-MY-06.bin.1.480_contig_14588.region002.gbk_region_1	Uncharacterised
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	3	1040800	1099943	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_14588	Uncharacterised	1	006-MY-06.bin.1.480_contig_14588.region003.gbk_region_1	Uncharacterised
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	4	1471204	1501408	FALSE	MiDAS_GCF_6				006-MY-06.bin.1.480_contig_14588	Uncharacterised	1	006-MY-06.bin.1.480_contig_14588.region004.gbk_region_1	MiDAS_GCF_6
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	5	1578736	1610181	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_14588	Uncharacterised	1	006-MY-06.bin.1.480_contig_14588.region005.gbk_region_1	Uncharacterised
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_14588	6	1940327	1963307	FALSE	Pel				006-MY-06.bin.1.480_contig_14588	Synthase	2	006-MY-06.bin.1.480_contig_14588.region006.gbk_region_1	Pel
006-MY-06.bin.1.480	006-MY-06.bin.1.480_contig_231159	1	72029	106665	FALSE	Uncharacterised				006-MY-06.bin.1.480_contig_231159	Uncharacterised	1	006-MY-06.bin.1.480_contig_231159.region001.gbk_region_1	Uncharacterised
036-NL-06.bin.2.460	036-NL-06.bin.2.460_contig_93535	1	73082	120610	FALSE	Uncharacterised				036-NL-06.bin.2.460_contig_93535	Uncharacterised	1	036-NL-06.bin.2.460_contig_93535.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.391	021-CZ-11.bin.1.391_contig_22019	1	135795	170982	FALSE	Uncharacterised				021-CZ-11.bin.1.391_contig_22019	Uncharacterised	1	021-CZ-11.bin.1.391_contig_22019.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.391	021-CZ-11.bin.1.391_contig_36927	1	614749	678764	FALSE	Uncharacterised				021-CZ-11.bin.1.391_contig_36927	Uncharacterised	1	021-CZ-11.bin.1.391_contig_36927.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.391	021-CZ-11.bin.1.391_contig_66925	1	173323	229442	FALSE	Uncharacterised				021-CZ-11.bin.1.391_contig_66925	Uncharacterised	1	021-CZ-11.bin.1.391_contig_66925.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.391	021-CZ-11.bin.1.391_contig_66925	2	789404	819071	FALSE	Uncharacterised				021-CZ-11.bin.1.391_contig_66925	Uncharacterised	1	021-CZ-11.bin.1.391_contig_66925.region002.gbk_region_1	Uncharacterised
076-IN-18.bin.1.5	076-IN-18.bin.1.5_contig_1156	1	754505	781320	FALSE	MiDAS_GCF_1				076-IN-18.bin.1.5_contig_1156	Uncharacterised	1	076-IN-18.bin.1.5_contig_1156.region001.gbk_region_1	MiDAS_GCF_1
076-IN-18.bin.1.5	076-IN-18.bin.1.5_contig_53571	1	445282	510052	FALSE	Uncharacterised				076-IN-18.bin.1.5_contig_53571	Uncharacterised	1	076-IN-18.bin.1.5_contig_53571.region001.gbk_region_1	Uncharacterised
010-BE-17.bin.1.415	010-BE-17.bin.1.415_contig_21721	1	289488	376724	FALSE	Zooglan				010-BE-17.bin.1.415_contig_21721	Wzx/Wzy	3	010-BE-17.bin.1.415_contig_21721.region001.gbk_region_1	Zooglan
012-PT-06.bin.1.830	012-PT-06.bin.1.830_contig_24166	1	131053	197151	FALSE	Zooglan				012-PT-06.bin.1.830_contig_24166	Wzx/Wzy	3	012-PT-06.bin.1.830_contig_24166.region001.gbk_region_1	Zooglan
012-PT-06.bin.1.830	012-PT-06.bin.1.830_contig_53095	1	149433	187048	TRUE	Uncharacterised				012-PT-06.bin.1.830_contig_53095	Uncharacterised	1	012-PT-06.bin.1.830_contig_53095.region001.gbk_region_1	Uncharacterised
020-NO1-03.bin.1.586	020-NO1-03.bin.1.586_contig_128540	1	0	23059	TRUE	Cellulose				020-NO1-03.bin.1.586_contig_128540	Synthase	2	020-NO1-03.bin.1.586_contig_128540.region001.gbk_region_1	Cellulose
020-NO1-03.bin.1.586	020-NO1-03.bin.1.586_contig_40224	1	218794	265207	FALSE	Uncharacterised				020-NO1-03.bin.1.586_contig_40224	Uncharacterised	1	020-NO1-03.bin.1.586_contig_40224.region001.gbk_region_1	Uncharacterised
019-HK-04.bin.1.259	019-HK-04.bin.1.259_contig_2703	1	1079575	1128514	FALSE	Uncharacterised				019-HK-04.bin.1.259_contig_2703	Uncharacterised	1	019-HK-04.bin.1.259_contig_2703.region001.gbk_region_1	Uncharacterised
009-AU-01.bin.1.574	009-AU-01.bin.1.574_contig_18327	1	301004	357742	FALSE	Uncharacterised				009-AU-01.bin.1.574_contig_18327	Uncharacterised	1	009-AU-01.bin.1.574_contig_18327.region001.gbk_region_1	Uncharacterised
009-AU-01.bin.1.574	009-AU-01.bin.1.574_contig_18327	2	491873	583720	FALSE	Uncharacterised				009-AU-01.bin.1.574_contig_18327	Uncharacterised	1	009-AU-01.bin.1.574_contig_18327.region002.gbk_region_1	Uncharacterised
009-AU-01.bin.1.574	009-AU-01.bin.1.574_contig_19757	1	0	45897	TRUE	Uncharacterised				009-AU-01.bin.1.574_contig_19757	Uncharacterised	1	009-AU-01.bin.1.574_contig_19757.region001.gbk_region_1	Uncharacterised
098-UY-13.bin.2.158	098-UY-13.bin.2.158_contig_54553	1	81147	141975	FALSE	Zooglan				098-UY-13.bin.2.158_contig_54553	Wzx/Wzy	3	098-UY-13.bin.2.158_contig_54553.region001.gbk_region_1	Zooglan
063-AU-32.bin.c.21	063-AU-32.bin.c.21_contig_14463	1	118305	175192	FALSE	Uncharacterised				063-AU-32.bin.c.21_contig_14463	Uncharacterised	1	063-AU-32.bin.c.21_contig_14463.region001.gbk_region_1	Uncharacterised
063-AU-32.bin.c.21	063-AU-32.bin.c.21_contig_14463	2	998793	1054957	FALSE	Uncharacterised				063-AU-32.bin.c.21_contig_14463	Uncharacterised	1	063-AU-32.bin.c.21_contig_14463.region002.gbk_region_1	Uncharacterised
063-AU-32.bin.c.21	063-AU-32.bin.c.21_contig_14463	3	1726803	1795630	FALSE	Uncharacterised				063-AU-32.bin.c.21_contig_14463	Uncharacterised	1	063-AU-32.bin.c.21_contig_14463.region003.gbk_region_1	Uncharacterised
090-US1-124.bin.1.30	090-US1-124.bin.1.30_contig_27106	1	461186	516680	FALSE	Uncharacterised				090-US1-124.bin.1.30_contig_27106	Uncharacterised	1	090-US1-124.bin.1.30_contig_27106.region001.gbk_region_1	Uncharacterised
090-US1-124.bin.1.30	090-US1-124.bin.1.30_contig_679	1	432711	481830	FALSE	Uncharacterised				090-US1-124.bin.1.30_contig_679	Uncharacterised	1	090-US1-124.bin.1.30_contig_679.region001.gbk_region_1	Uncharacterised
090-US1-124.bin.1.30	090-US1-124.bin.1.30_contig_679	2	994415	1017313	FALSE	Pel				090-US1-124.bin.1.30_contig_679	Synthase	2	090-US1-124.bin.1.30_contig_679.region002.gbk_region_1	Pel
077-MX-09.bin.1.352	077-MX-09.bin.1.352_contig_72583	1	42441	76351	FALSE	Uncharacterised				077-MX-09.bin.1.352_contig_72583	Uncharacterised	1	077-MX-09.bin.1.352_contig_72583.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.53	058-AR-20.bin.1.53_contig_22159	1	538142	596987	FALSE	Uncharacterised				058-AR-20.bin.1.53_contig_22159	Uncharacterised	1	058-AR-20.bin.1.53_contig_22159.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.53	058-AR-20.bin.1.53_contig_39666	1	431696	479257	FALSE	Uncharacterised				058-AR-20.bin.1.53_contig_39666	Uncharacterised	1	058-AR-20.bin.1.53_contig_39666.region001.gbk_region_1	Uncharacterised
059-AT-02.bin.1.250	059-AT-02.bin.1.250_contig_52043	1	0	46519	TRUE	Uncharacterised				059-AT-02.bin.1.250_contig_52043	Uncharacterised	1	059-AT-02.bin.1.250_contig_52043.region001.gbk_region_1	Uncharacterised
048-UY-15.bin.1.308	048-UY-15.bin.1.308_contig_103	1	75253	126241	TRUE	Uncharacterised				048-UY-15.bin.1.308_contig_103	Uncharacterised	1	048-UY-15.bin.1.308_contig_103.region001.gbk_region_1	Uncharacterised
091-US1-126.bin.1.876	091-US1-126.bin.1.876_contig_55049	1	124082	218136	FALSE	Uncharacterised				091-US1-126.bin.1.876_contig_55049	Uncharacterised	1	091-US1-126.bin.1.876_contig_55049.region001.gbk_region_1	Uncharacterised
091-US1-126.bin.1.876	091-US1-126.bin.1.876_contig_55049	2	366805	398769	FALSE	MiDAS_GCF_8				091-US1-126.bin.1.876_contig_55049	Uncharacterised	1	091-US1-126.bin.1.876_contig_55049.region002.gbk_region_1	MiDAS_GCF_8
091-US1-126.bin.1.876	091-US1-126.bin.1.876_contig_9126	1	48049	89733	FALSE	Uncharacterised				091-US1-126.bin.1.876_contig_9126	Uncharacterised	1	091-US1-126.bin.1.876_contig_9126.region001.gbk_region_1	Uncharacterised
018-CH-08.bin.1.653	018-CH-08.bin.1.653_contig_51396	1	280657	359387	TRUE	Uncharacterised				018-CH-08.bin.1.653_contig_51396	Uncharacterised	1	018-CH-08.bin.1.653_contig_51396.region001.gbk_region_1	Uncharacterised
018-CH-08.bin.1.653	018-CH-08.bin.1.653_contig_61900	1	388211	429094	FALSE	MiDAS_GCF_7				018-CH-08.bin.1.653_contig_61900	Uncharacterised	1	018-CH-08.bin.1.653_contig_61900.region001.gbk_region_1	MiDAS_GCF_7
018-CH-08.bin.1.653	018-CH-08.bin.1.653_contig_64025	1	549971	583785	FALSE	MiDAS_GCF_2				018-CH-08.bin.1.653_contig_64025	Uncharacterised	1	018-CH-08.bin.1.653_contig_64025.region001.gbk_region_1	MiDAS_GCF_2
018-CH-08.bin.1.653	018-CH-08.bin.1.653_contig_94741	1	197806	218640	TRUE	MiDAS_GCF_4				018-CH-08.bin.1.653_contig_94741	Uncharacterised	1	018-CH-08.bin.1.653_contig_94741.region001.gbk_region_1	MiDAS_GCF_4
050-BE-09.bin.1.556	050-BE-09.bin.1.556_contig_15935	1	1305357	1359854	FALSE	Uncharacterised				050-BE-09.bin.1.556_contig_15935	Uncharacterised	1	050-BE-09.bin.1.556_contig_15935.region001.gbk_region_1	Uncharacterised
032-ES-07.bin.2.35	032-ES-07.bin.2.35_contig_29022	1	52382	107047	FALSE	MiDAS_GCF_2				032-ES-07.bin.2.35_contig_29022	Uncharacterised	1	032-ES-07.bin.2.35_contig_29022.region001.gbk_region_1	MiDAS_GCF_2
032-ES-07.bin.2.35	032-ES-07.bin.2.35_contig_38738	1	235429	280934	FALSE	Uncharacterised				032-ES-07.bin.2.35_contig_38738	Uncharacterised	1	032-ES-07.bin.2.35_contig_38738.region001.gbk_region_1	Uncharacterised
032-ES-07.bin.2.35	032-ES-07.bin.2.35_contig_98724	1	0	44532	TRUE	Uncharacterised				032-ES-07.bin.2.35_contig_98724	Uncharacterised	1	032-ES-07.bin.2.35_contig_98724.region001.gbk_region_1	Uncharacterised
