# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	alginate-like	alpha-glucansucrase	cellulose-gram-positive-like	cellulose-like	curdlan-like	fructansucrase	galactoglucan	generic-cellulose	lactobacillus_eps	pel	pel-like	pel-positive	psl	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	type-1-cellulose	type-2-cellulose	type-3-cellulose	zooglan	hybrid	description
019-HK-04.bin.2.50.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	019-HK-04.bin.2.50_contig_115665 [12 total records]
077-MX-09.bin.3.955.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	077-MX-09.bin.3.955_contig_100358 [46 total records]
095-US2-13.bin.1.266.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.266_contig_115320 [5 total records]
087-SA-04.bin.1.443.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	087-SA-04.bin.1.443_contig_1041 [10 total records]
014-ES-23.bin.1.434.fa	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	014-ES-23.bin.1.434_contig_101170 [18 total records]
051-IN-23.bin.1.139.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	051-IN-23.bin.1.139_contig_26225 [7 total records]
042-US1-105.bin.1.162.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	042-US1-105.bin.1.162_contig_111318 [8 total records]
004-NL-18.bin.1.419.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	004-NL-18.bin.1.419_contig_47001 [1 total record]
071-HK-01.bin.c.4.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	071-HK-01.bin.c.4_contig_34738 [1 total record]
073-IL-01.bin.2.189.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	073-IL-01.bin.2.189_contig_111990 [15 total records]
090-US1-124.bin.2.346.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	090-US1-124.bin.2.346_contig_102620 [48 total records]
075-IN-06.bin.1.25.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	075-IN-06.bin.1.25_contig_26124 [1 total record]
043-US1-27.bin.1.59.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	043-US1-27.bin.1.59_contig_10369 [3 total records]
090-US1-124.bin.1.54.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	090-US1-124.bin.1.54_contig_10561 [4 total records]
075-IN-06.bin.1.61.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	075-IN-06.bin.1.61_contig_17381 [9 total records]
001-SG-02.bin.1.322.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	001-SG-02.bin.1.322_contig_107102 [4 total records]
013-IT-11.bin.1.70.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	013-IT-11.bin.1.70_contig_100079 [11 total records]
021-CZ-11.bin.2.673.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	021-CZ-11.bin.2.673_contig_102333 [6 total records]
036-NL-06.bin.1.331.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	036-NL-06.bin.1.331_contig_105436 [16 total records]
028-AU-34.bin.1.230.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	028-AU-34.bin.1.230_contig_30862 [2 total records]
055-AR-06.bin.1.170.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	055-AR-06.bin.1.170_contig_13048 [1 total record]
037-NO2-03.bin.2.29.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	037-NO2-03.bin.2.29_contig_106780 [15 total records]
092-US1-44.bin.1.172.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	092-US1-44.bin.1.172_contig_11513 [3 total records]
032-ES-07.bin.2.203.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	032-ES-07.bin.2.203_contig_102111 [51 total records]
053-PL-24.bin.1.493.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	053-PL-24.bin.1.493_contig_115003 [16 total records]
096-US2-26.bin.1.99.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	096-US2-26.bin.1.99_contig_2479 [1 total record]
077-MX-09.bin.1.411.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	077-MX-09.bin.1.411_contig_124992 [12 total records]
031-CZ-17.bin.1.231.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	031-CZ-17.bin.1.231_contig_13994 [15 total records]
077-MX-09.bin.1.53.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	077-MX-09.bin.1.53_contig_103602 [41 total records]
045-US1-87.bin.1.36.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	045-US1-87.bin.1.36_contig_102441 [18 total records]
060-AU-05.bin.1.485.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	060-AU-05.bin.1.485_contig_4916 [6 total records]
067-CH-23.bin.2.84.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	067-CH-23.bin.2.84_contig_23627 [7 total records]
096-US2-26.bin.1.126.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	096-US2-26.bin.1.126_contig_16618 [3 total records]
011-CY-01.bin.1.114.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	011-CY-01.bin.1.114_contig_1891 [2 total records]
088-SA-05.bin.c.3.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	088-SA-05.bin.c.3_contig_22189 [1 total record]
058-AR-20.bin.1.170.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	058-AR-20.bin.1.170_contig_33695 [1 total record]
086-SA-02.bin.1.233.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	086-SA-02.bin.1.233_contig_10131 [4 total records]
017-IL-02.bin.1.267.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	017-IL-02.bin.1.267_contig_11566 [9 total records]
065-CA-03.bin.1.156.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	065-CA-03.bin.1.156_contig_40839 [1 total record]
097-US2-29.bin.1.92.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	097-US2-29.bin.1.92_contig_366 [1 total record]
090-US1-124.bin.1.299.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	090-US1-124.bin.1.299_contig_103188 [13 total records]
076-IN-18.bin.1.789.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	076-IN-18.bin.1.789_contig_1072 [11 total records]
087-SA-04.bin.1.353.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	087-SA-04.bin.1.353_contig_14579 [6 total records]
087-SA-04.bin.c.8.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	087-SA-04.bin.c.8_contig_15057 [1 total record]
094-US2-01.bin.1.139.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	094-US2-01.bin.1.139_contig_44939 [2 total records]
076-IN-18.bin.1.525.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	076-IN-18.bin.1.525_contig_11848 [13 total records]
095-US2-13.bin.1.358.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.358_contig_108797 [21 total records]
031-CZ-17.bin.1.247.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	031-CZ-17.bin.1.247_contig_107519 [6 total records]
059-AT-02.bin.1.541.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	059-AT-02.bin.1.541_contig_2993 [4 total records]
096-US2-26.bin.1.646.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	096-US2-26.bin.1.646_contig_1199 [9 total records]
029-CA-06.bin.1.1.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	029-CA-06.bin.1.1_contig_13309 [2 total records]
002-MX-07.bin.1.47.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	002-MX-07.bin.1.47_contig_116792 [3 total records]
060-AU-05.bin.2.63.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	060-AU-05.bin.2.63_contig_11386 [6 total records]
007-SA-08.bin.1.185.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.1.185_contig_113701 [12 total records]
023-IN-14.bin.1.611.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	023-IN-14.bin.1.611_contig_140378 [13 total records]
011-CY-01.bin.1.39.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	011-CY-01.bin.1.39_contig_10592 [9 total records]
037-NO2-03.bin.1.6.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	037-NO2-03.bin.1.6_contig_105194 [47 total records]
043-US1-27.bin.c.17.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	043-US1-27.bin.c.17_contig_1809 [1 total record]
097-US2-29.bin.c.6.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	097-US2-29.bin.c.6_contig_4425 [1 total record]
006-MY-06.bin.2.486.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	006-MY-06.bin.2.486_contig_111590 [10 total records]
007-SA-08.bin.1.338.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	007-SA-08.bin.1.338_contig_15322 [5 total records]
029-CA-06.bin.c.10.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	029-CA-06.bin.c.10_contig_33378 [1 total record]
059-AT-02.bin.c.27.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	059-AT-02.bin.c.27_contig_20924 [1 total record]
087-SA-04.bin.1.88.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	087-SA-04.bin.1.88_contig_1210 [10 total records]
006-MY-06.bin.c.13.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	006-MY-06.bin.c.13_contig_11142 [1 total record]
035-MX-06.bin.1.52.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	035-MX-06.bin.1.52_contig_121570 [11 total records]
007-SA-08.bin.1.345.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	007-SA-08.bin.1.345_contig_21367 [2 total records]
078-MX-10.bin.1.94.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	078-MX-10.bin.1.94_contig_23995 [2 total records]
007-SA-08.bin.1.107.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	007-SA-08.bin.1.107_contig_110947 [9 total records]
083-NL-13.bin.1.646.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	083-NL-13.bin.1.646_contig_23816 [4 total records]
002-MX-07.bin.1.119.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	002-MX-07.bin.1.119_contig_24501 [2 total records]
007-SA-08.bin.1.530.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	007-SA-08.bin.1.530_contig_110163 [5 total records]
088-SA-05.bin.1.80.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	088-SA-05.bin.1.80_contig_11758 [17 total records]
097-US2-29.bin.1.202.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	097-US2-29.bin.1.202_contig_107775 [6 total records]
078-MX-10.bin.1.21.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	078-MX-10.bin.1.21_contig_14469 [3 total records]
075-IN-06.bin.1.7.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	075-IN-06.bin.1.7_contig_15369 [1 total record]
093-US1-47.bin.1.365.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.1.365_contig_38965 [5 total records]
045-US1-87.bin.1.210.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	045-US1-87.bin.1.210_contig_148465 [6 total records]
003-CA-05.bin.1.376.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	003-CA-05.bin.1.376_contig_146637 [20 total records]
012-PT-06.bin.2.353.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	012-PT-06.bin.2.353_contig_10967 [10 total records]
096-US2-26.bin.c.85.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	096-US2-26.bin.c.85_contig_514 [1 total record]
003-CA-05.bin.1.101.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	003-CA-05.bin.1.101_contig_139462 [9 total records]
095-US2-13.bin.1.101.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.101_contig_44682 [1 total record]
021-CZ-11.bin.1.100.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	021-CZ-11.bin.1.100_contig_148300 [8 total records]
034-IT-09.bin.2.104.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	034-IT-09.bin.2.104_contig_10802 [18 total records]
062-AU-26.bin.1.1.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	062-AU-26.bin.1.1_contig_14137 [6 total records]
050-BE-09.bin.1.242.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	050-BE-09.bin.1.242_contig_2965 [3 total records]
066-CH-22.bin.1.187.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	066-CH-22.bin.1.187_contig_3084 [3 total records]
050-BE-09.bin.2.6.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	050-BE-09.bin.2.6_contig_47607 [1 total record]
093-US1-47.bin.1.103.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.1.103_contig_18091 [4 total records]
019-HK-04.bin.1.321.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	019-HK-04.bin.1.321_contig_11888 [22 total records]
037-NO2-03.bin.2.84.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	037-NO2-03.bin.2.84_contig_104232 [43 total records]
093-US1-47.bin.1.117.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.1.117_contig_119590 [15 total records]
075-IN-06.bin.1.79.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	075-IN-06.bin.1.79_contig_19235 [16 total records]
034-IT-09.bin.1.239.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	034-IT-09.bin.1.239_contig_102688 [12 total records]
003-CA-05.bin.1.174.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	003-CA-05.bin.1.174_contig_13700 [7 total records]
020-NO1-03.bin.2.129.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	020-NO1-03.bin.2.129_contig_107440 [21 total records]
059-AT-02.bin.1.319.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	059-AT-02.bin.1.319_contig_10450 [41 total records]
090-US1-124.bin.1.811.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	090-US1-124.bin.1.811_contig_13342 [11 total records]
008-AR-23.bin.1.252.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	008-AR-23.bin.1.252_contig_11410 [7 total records]
025-FI-01.bin.1.287.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	025-FI-01.bin.1.287_contig_137975 [12 total records]
031-CZ-17.bin.1.86.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	031-CZ-17.bin.1.86_contig_12158 [7 total records]
072-HK-05.bin.1.590.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	072-HK-05.bin.1.590_contig_140068 [8 total records]
090-US1-124.bin.1.192.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	090-US1-124.bin.1.192_contig_40270 [1 total record]
089-SG-01.bin.1.63.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	089-SG-01.bin.1.63_contig_140442 [6 total records]
040-UK-14.bin.1.134.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	040-UK-14.bin.1.134_contig_10372 [15 total records]
072-HK-05.bin.1.24.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	072-HK-05.bin.1.24_contig_10346 [10 total records]
011-CY-01.bin.c.2.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	011-CY-01.bin.c.2_contig_2001 [1 total record]
012-PT-06.bin.1.383.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	012-PT-06.bin.1.383_contig_12920 [10 total records]
090-US1-124.bin.1.7.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	090-US1-124.bin.1.7_contig_125826 [6 total records]
011-CY-01.bin.1.230.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	011-CY-01.bin.1.230_contig_11922 [10 total records]
071-HK-01.bin.1.196.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	071-HK-01.bin.1.196_contig_11638 [14 total records]
041-UK2-07.bin.1.100.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	041-UK2-07.bin.1.100_contig_100431 [17 total records]
041-UK2-07.bin.1.64.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	041-UK2-07.bin.1.64_contig_106040 [9 total records]
008-AR-23.bin.1.62.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	008-AR-23.bin.1.62_contig_1026 [16 total records]
033-IN-11.bin.1.338.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	033-IN-11.bin.1.338_contig_11279 [35 total records]
059-AT-02.bin.1.204.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	059-AT-02.bin.1.204_contig_624 [2 total records]
095-US2-13.bin.1.257.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.257_contig_156992 [10 total records]
063-AU-32.bin.1.245.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	063-AU-32.bin.1.245_contig_120986 [5 total records]
010-BE-17.bin.2.452.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	010-BE-17.bin.2.452_contig_107699 [24 total records]
025-FI-01.bin.1.34.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	025-FI-01.bin.1.34_contig_106016 [4 total records]
078-MX-10.bin.2.281.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	078-MX-10.bin.2.281_contig_101069 [12 total records]
045-US1-87.bin.1.199.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	045-US1-87.bin.1.199_contig_136813 [30 total records]
093-US1-47.bin.1.274.fa	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	093-US1-47.bin.1.274_contig_119991 [17 total records]
048-UY-15.bin.1.8.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	048-UY-15.bin.1.8_contig_18297 [9 total records]
036-NL-06.bin.2.303.fa	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	036-NL-06.bin.2.303_contig_109954 [57 total records]
015-DE-14.bin.1.555.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	015-DE-14.bin.1.555_contig_107635 [12 total records]
012-PT-06.bin.1.817.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	012-PT-06.bin.1.817_contig_144132 [7 total records]
071-HK-01.bin.2.268.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	071-HK-01.bin.2.268_contig_112426 [19 total records]
019-HK-04.bin.c.25.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	019-HK-04.bin.c.25_contig_22756 [1 total record]
054-AR-04.bin.1.318.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	054-AR-04.bin.1.318_contig_13466 [4 total records]
031-CZ-17.bin.1.46.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	031-CZ-17.bin.1.46_contig_107513 [3 total records]
016-PL-06.bin.1.101.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	016-PL-06.bin.1.101_contig_103749 [7 total records]
010-BE-17.bin.1.573.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	010-BE-17.bin.1.573_contig_10200 [21 total records]
023-IN-14.bin.c.3.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	023-IN-14.bin.c.3_contig_63259 [1 total record]
025-FI-01.bin.2.172.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	025-FI-01.bin.2.172_contig_10278 [3 total records]
015-DE-14.bin.2.99.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	015-DE-14.bin.2.99_contig_100298 [57 total records]
073-IL-01.bin.1.240.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	073-IL-01.bin.1.240_contig_12405 [13 total records]
048-UY-15.bin.1.154.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	048-UY-15.bin.1.154_contig_1110 [11 total records]
