genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	Database	derep	HQ	file_name
099-UY-16.bin.c.1	contig_16067	1	3397085	3445169	FALSE	Uncharacterised				099-UY-16.bin.c.1_contig_16067	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.c.1_contig_16067.region001
019-HK-04.bin.1.445	contig_118754	1	50851	81130	FALSE	Uncharacterised				019-HK-04.bin.1.445_contig_118754	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.445_contig_118754.region001
019-HK-04.bin.1.445	contig_118755	1	171786	212156	FALSE	Uncharacterised				019-HK-04.bin.1.445_contig_118755	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.445_contig_118755.region001
019-HK-04.bin.1.445	contig_123449	1	9302	26369	TRUE	Uncharacterised				019-HK-04.bin.1.445_contig_123449	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.445_contig_123449.region001
019-HK-04.bin.1.445	contig_124444	1	203502	226300	FALSE	Uncharacterised				019-HK-04.bin.1.445_contig_124444	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.445_contig_124444.region001
019-HK-04.bin.1.445	contig_75859	1	445078	458042	FALSE	pel-like				019-HK-04.bin.1.445_contig_75859	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.445_contig_75859.region001
076-IN-18.bin.2.531	contig_1155	1	90695	121520	FALSE	Uncharacterised				contig_1155	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp029779535	MiDAS Global	TRUE	FALSE	076-IN-18.bin.2.531_contig_1155.region001
038-SE-10.bin.1.447	contig_81289	1	3758	94062	TRUE	Uncharacterised				038-SE-10.bin.1.447_contig_81289	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	038-SE-10.bin.1.447_contig_81289.region001
045-US1-87.bin.2.16	contig_77130	1	225532	255733	FALSE	Uncharacterised				contig_77130	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	FALSE	045-US1-87.bin.2.16_contig_77130.region001
045-US1-87.bin.2.16	contig_9844	1	261994	325581	FALSE	Uncharacterised				contig_9844	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	FALSE	045-US1-87.bin.2.16_contig_9844.region001
054-AR-04.bin.1.111	contig_15600	1	781896	811879	FALSE	Uncharacterised				054-AR-04.bin.1.111_contig_15600	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	054-AR-04.bin.1.111_contig_15600.region001
092-US1-44.bin.2.221	contig_15989	1	84653	98827	FALSE	PNAG-pga				contig_15989	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	092-US1-44.bin.2.221_contig_15989.region001
003-CA-05.bin.1.85	contig_62730	1	321678	367086	FALSE	Uncharacterised				003-CA-05.bin.1.85_contig_62730	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	003-CA-05.bin.1.85_contig_62730.region001
015-DE-14.bin.2.243	contig_43791	1	567310	632327	FALSE	Uncharacterised				contig_43791	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	015-DE-14.bin.2.243_contig_43791.region001
001-SG-02.bin.2.148	contig_11599	1	49696	73388	FALSE	Uncharacterised				001-SG-02.bin.2.148_contig_11599	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	001-SG-02.bin.2.148_contig_11599.region001
001-SG-02.bin.2.148	contig_13363	1	402879	440495	FALSE	zooglan				001-SG-02.bin.2.148_contig_13363	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	001-SG-02.bin.2.148_contig_13363.region001
001-SG-02.bin.2.148	contig_16238	1	248113	271448	TRUE	Uncharacterised				001-SG-02.bin.2.148_contig_16238	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	TRUE	001-SG-02.bin.2.148_contig_16238.region001
093-US1-47.bin.2.388	contig_73063	1	19288	31259	FALSE	curdlan-like				contig_73063	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	093-US1-47.bin.2.388_contig_73063.region001
093-US1-47.bin.2.388	contig_97251	1	0	25655	TRUE	Uncharacterised				contig_97251	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	093-US1-47.bin.2.388_contig_97251.region001
071-HK-01.bin.1.467	contig_128726	1	70241	121631	FALSE	Uncharacterised				contig_128726	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	""	MiDAS Global	TRUE	FALSE	071-HK-01.bin.1.467_contig_128726.region001
023-IN-14.bin.2.398	contig_149336	1	69704	109985	TRUE	Uncharacterised				contig_149336	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	023-IN-14.bin.2.398_contig_149336.region001
023-IN-14.bin.2.398	contig_86182	1	0	14639	TRUE	Uncharacterised				contig_86182	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	023-IN-14.bin.2.398_contig_86182.region001
046-US2-03.bin.1.32	contig_82651	1	518906	558332	FALSE	Uncharacterised				contig_82651	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	FALSE	046-US2-03.bin.1.32_contig_82651.region001
099-UY-16.bin.1.188	contig_221	1	122365	177003	FALSE	zooglan				099-UY-16.bin.1.188_contig_221	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.188_contig_221.region001
099-UY-16.bin.1.188	contig_27129	1	41153	63618	FALSE	pel				099-UY-16.bin.1.188_contig_27129	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.188_contig_27129.region001
019-HK-04.bin.1.267	contig_64702	1	222941	266878	FALSE	Uncharacterised				019-HK-04.bin.1.267_contig_64702	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp018268155	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.267_contig_64702.region001
019-HK-04.bin.1.267	contig_71343	1	342392	370212	FALSE	Uncharacterised				019-HK-04.bin.1.267_contig_71343	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp018268155	MiDAS Global	TRUE	TRUE	019-HK-04.bin.1.267_contig_71343.region001
046-US2-03.bin.1.306	contig_10849	1	527495	570451	FALSE	Uncharacterised				046-US2-03.bin.1.306_contig_10849	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	046-US2-03.bin.1.306_contig_10849.region001
046-US2-03.bin.1.306	contig_15457	1	381948	438265	FALSE	Uncharacterised				046-US2-03.bin.1.306_contig_15457	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	046-US2-03.bin.1.306_contig_15457.region001
038-SE-10.bin.1.361	contig_2633	1	250916	335780	FALSE	Uncharacterised				038-SE-10.bin.1.361_contig_2633	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	038-SE-10.bin.1.361_contig_2633.region001
092-US1-44.bin.3.413	contig_60504	1	40378	55152	FALSE	PNAG-pga				contig_60504	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp002440665	MiDAS Global	TRUE	FALSE	092-US1-44.bin.3.413_contig_60504.region001
010-BE-17.bin.3.1349	contig_81461	1	13525	35776	TRUE	Uncharacterised				contig_81461	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	010-BE-17.bin.3.1349_contig_81461.region001
050-BE-09.bin.2.136	contig_25002	1	70742	95973	TRUE	Uncharacterised				contig_25002	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp016722465	MiDAS Global	TRUE	FALSE	050-BE-09.bin.2.136_contig_25002.region001
050-BE-09.bin.2.136	contig_49735	1	25914	83176	FALSE	Uncharacterised				contig_49735	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp016722465	MiDAS Global	TRUE	FALSE	050-BE-09.bin.2.136_contig_49735.region001
072-HK-05.bin.1.609	contig_30156	1	180418	260778	FALSE	Uncharacterised				072-HK-05.bin.1.609_contig_30156	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	072-HK-05.bin.1.609_contig_30156.region001
040-UK-14.bin.2.502	contig_40263	1	92576	151982	FALSE	Uncharacterised				contig_40263	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	040-UK-14.bin.2.502_contig_40263.region001
040-UK-14.bin.2.502	contig_40263	2	167633	179277	FALSE	curdlan-like				contig_40263	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	040-UK-14.bin.2.502_contig_40263.region002
076-IN-18.bin.1.521	contig_24979	1	202319	242167	FALSE	Uncharacterised				contig_24979	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	076-IN-18.bin.1.521_contig_24979.region001
064-CA-01.bin.1.25	contig_33149	1	29603	58819	FALSE	Uncharacterised				064-CA-01.bin.1.25_contig_33149	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	TRUE	064-CA-01.bin.1.25_contig_33149.region001
021-CZ-11.bin.2.301	contig_110583	1	149422	196637	FALSE	zooglan				contig_110583	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	021-CZ-11.bin.2.301_contig_110583.region001
021-CZ-11.bin.2.301	contig_110583	2	262800	277616	FALSE	PNAG-pga				contig_110583	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	FALSE	021-CZ-11.bin.2.301_contig_110583.region002
037-NO2-03.bin.1.289	contig_51234	1	163035	217782	FALSE	zooglan				037-NO2-03.bin.1.289_contig_51234	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	037-NO2-03.bin.1.289_contig_51234.region001
037-NO2-03.bin.1.289	contig_99624	1	52362	97073	FALSE	Uncharacterised				037-NO2-03.bin.1.289_contig_99624	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	037-NO2-03.bin.1.289_contig_99624.region001
034-IT-09.bin.3.820	contig_43758	1	37350	119628	FALSE	Uncharacterised				contig_43758	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	034-IT-09.bin.3.820_contig_43758.region001
034-IT-09.bin.3.820	contig_45737	1	3283	40742	TRUE	Uncharacterised				contig_45737	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	034-IT-09.bin.3.820_contig_45737.region001
077-MX-09.bin.1.41	contig_46796	1	284209	305268	TRUE	Uncharacterised				contig_46796	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.1.41_contig_46796.region001
077-MX-09.bin.1.41	contig_50499	1	516889	532578	FALSE	PNAG-pga				contig_50499	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.1.41_contig_50499.region001
077-MX-09.bin.1.41	contig_56663	1	891485	925714	FALSE	Uncharacterised				contig_56663	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	""	MiDAS Global	TRUE	FALSE	077-MX-09.bin.1.41_contig_56663.region001
064-CA-01.bin.3.473	contig_3124	1	53335	101391	FALSE	Uncharacterised				contig_3124	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	""	MiDAS Global	TRUE	FALSE	064-CA-01.bin.3.473_contig_3124.region001
064-CA-01.bin.3.473	contig_9100	1	111749	171164	FALSE	Uncharacterised				contig_9100	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	""	MiDAS Global	TRUE	FALSE	064-CA-01.bin.3.473_contig_9100.region001
096-US2-26.bin.3.444	contig_60085	1	50185	107385	FALSE	Uncharacterised				contig_60085	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	096-US2-26.bin.3.444_contig_60085.region001
092-US1-44.bin.1.11	contig_2064	1	692159	727632	FALSE	Uncharacterised				092-US1-44.bin.1.11_contig_2064	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	092-US1-44.bin.1.11_contig_2064.region001
092-US1-44.bin.1.11	contig_6714	1	376598	435379	FALSE	Uncharacterised				092-US1-44.bin.1.11_contig_6714	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	092-US1-44.bin.1.11_contig_6714.region001
059-AT-02.bin.1.363	contig_29931	1	279777	322339	FALSE	Uncharacterised				059-AT-02.bin.1.363_contig_29931	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	059-AT-02.bin.1.363_contig_29931.region001
059-AT-02.bin.1.363	contig_29931	2	421376	444122	TRUE	Uncharacterised				059-AT-02.bin.1.363_contig_29931	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	059-AT-02.bin.1.363_contig_29931.region002
059-AT-02.bin.1.363	contig_9013	1	562203	575172	FALSE	pel-like				059-AT-02.bin.1.363_contig_9013	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	059-AT-02.bin.1.363_contig_9013.region001
059-AT-02.bin.1.363	contig_9657	1	340907	372907	FALSE	Uncharacterised				059-AT-02.bin.1.363_contig_9657	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	059-AT-02.bin.1.363_contig_9657.region001
016-PL-06.bin.1.101	contig_19626	1	120871	145968	FALSE	Uncharacterised				016-PL-06.bin.1.101_contig_19626	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.101_contig_19626.region001
016-PL-06.bin.1.101	contig_41247	1	604264	617264	FALSE	pel-like				016-PL-06.bin.1.101_contig_41247	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.101_contig_41247.region001
016-PL-06.bin.1.101	contig_99256	1	36759	55509	FALSE	Uncharacterised				016-PL-06.bin.1.101_contig_99256	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.101_contig_99256.region001
016-PL-06.bin.1.101	contig_99256	2	245015	265565	FALSE	Uncharacterised				016-PL-06.bin.1.101_contig_99256	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	TRUE	016-PL-06.bin.1.101_contig_99256.region002
014-ES-23.bin.1.125	contig_2293	1	2034699	2124769	FALSE	Uncharacterised				014-ES-23.bin.1.125_contig_2293	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp016721735	MiDAS Global	TRUE	TRUE	014-ES-23.bin.1.125_contig_2293.region001
099-UY-16.bin.1.29	contig_4318	1	2982722	3069401	FALSE	Uncharacterised				099-UY-16.bin.1.29_contig_4318	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	099-UY-16.bin.1.29_contig_4318.region001
076-IN-18.bin.1.64	contig_46832	1	245448	290655	FALSE	Uncharacterised				076-IN-18.bin.1.64_contig_46832	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	076-IN-18.bin.1.64_contig_46832.region001
076-IN-18.bin.1.64	contig_47178	1	181177	226326	FALSE	Uncharacterised				076-IN-18.bin.1.64_contig_47178	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	076-IN-18.bin.1.64_contig_47178.region001
076-IN-18.bin.1.64	contig_69438	1	38998	65512	TRUE	Uncharacterised				076-IN-18.bin.1.64_contig_69438	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	076-IN-18.bin.1.64_contig_69438.region001
032-ES-07.bin.1.66	contig_108839	1	191678	209928	FALSE	cellulose-type-1				032-ES-07.bin.1.66_contig_108839	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	TRUE	032-ES-07.bin.1.66_contig_108839.region001
045-US1-87.bin.1.230	contig_2720	1	30810	91857	FALSE	zooglan				045-US1-87.bin.1.230_contig_2720	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	045-US1-87.bin.1.230_contig_2720.region001
045-US1-87.bin.1.230	contig_2967	1	214736	249596	FALSE	Uncharacterised				045-US1-87.bin.1.230_contig_2967	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	045-US1-87.bin.1.230_contig_2967.region001
092-US1-44.bin.1.268	contig_43764	1	58646	83018	TRUE	Uncharacterised				contig_43764	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	""	MiDAS Global	TRUE	FALSE	092-US1-44.bin.1.268_contig_43764.region001
060-AU-05.bin.2.296	contig_11442	1	1393831	1454894	FALSE	zooglan				contig_11442	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	""	MiDAS Global	TRUE	FALSE	060-AU-05.bin.2.296_contig_11442.region001
060-AU-05.bin.2.296	contig_8202	1	198613	235682	FALSE	Uncharacterised				contig_8202	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	""	MiDAS Global	TRUE	FALSE	060-AU-05.bin.2.296_contig_8202.region001
090-US1-124.bin.1.181	contig_5905	1	1954159	2042707	FALSE	Uncharacterised				090-US1-124.bin.1.181_contig_5905	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	TRUE	090-US1-124.bin.1.181_contig_5905.region001
053-PL-24.bin.1.541	contig_18343	1	68537	120639	FALSE	Uncharacterised				053-PL-24.bin.1.541_contig_18343	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp002381005	MiDAS Global	TRUE	TRUE	053-PL-24.bin.1.541_contig_18343.region001
053-PL-24.bin.1.541	contig_18343	2	456468	478873	FALSE	Uncharacterised				053-PL-24.bin.1.541_contig_18343	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp002381005	MiDAS Global	TRUE	TRUE	053-PL-24.bin.1.541_contig_18343.region002
063-AU-32.bin.2.26	contig_97269	1	98535	117266	FALSE	Uncharacterised				contig_97269	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	063-AU-32.bin.2.26_contig_97269.region001
027-AU-18.bin.2.165	contig_34271	1	0	23041	TRUE	Uncharacterised				contig_34271	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	""	MiDAS Global	TRUE	FALSE	027-AU-18.bin.2.165_contig_34271.region001
015-DE-14.bin.1.152	contig_219863	1	155742	182518	FALSE	Uncharacterised				015-DE-14.bin.1.152_contig_219863	Uncharacterised	1	d__Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	""	MiDAS Global	TRUE	TRUE	015-DE-14.bin.1.152_contig_219863.region001
091-US1-126.bin.1.535	contig_15018	1	128073	184470	FALSE	zooglan				091-US1-126.bin.1.535_contig_15018	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp009469585	MiDAS Global	TRUE	TRUE	091-US1-126.bin.1.535_contig_15018.region001
091-US1-126.bin.1.535	contig_15018	2	221967	263686	FALSE	Uncharacterised				091-US1-126.bin.1.535_contig_15018	Uncharacterised	1	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus sp009469585	MiDAS Global	TRUE	TRUE	091-US1-126.bin.1.535_contig_15018.region002
004-NL-18.bin.2.137	contig_155641	1	158664	171933	TRUE	pel-like				contig_155641	Synthase	2	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	004-NL-18.bin.2.137_contig_155641.region001
004-NL-18.bin.2.137	contig_22070	1	328098	348628	FALSE	Uncharacterised				contig_22070	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	004-NL-18.bin.2.137_contig_22070.region001
004-NL-18.bin.2.137	contig_98618	1	313154	338329	FALSE	Uncharacterised				contig_98618	Uncharacterised	1	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_B	""	MiDAS Global	TRUE	FALSE	004-NL-18.bin.2.137_contig_98618.region001
002-MX-07.bin.3.1168	contig_25883	1	79829	91611	FALSE	pel-like				contig_25883	Synthase	2	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	""	MiDAS Global	TRUE	FALSE	002-MX-07.bin.3.1168_contig_25883.region001
071-HK-01.bin.2.102	contig_127791	1	84565	125942	FALSE	zooglan				071-HK-01.bin.2.102_contig_127791	Wzx/Wzy	3	d__Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	""	MiDAS Global	TRUE	TRUE	071-HK-01.bin.2.102_contig_127791.region001
