# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_011762025.1_ASM1176202v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAASQR010000001.1 Sphingobium vermicomposti strain DSM 21299 Ga0373322_01, whole genome shotgun sequence [6 total records]
GCF_003363135.1_ASM336313v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_QRBB01000010.1 Alteriqipengyuania lutimaris strain S-5 NODE_10_length_2375_cov_3.788411_10, whole genome shotgun sequence [12 total records]
GCF_006385875.1_ASM638587v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_VFSU01000001.1 Sandaracinobacter neustonicus strain PAMC 28131 ctg7180000018307, whole genome shotgun sequence [34 total records]
GCF_000420765.1_ASM42076v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_ATVO01000001.1 Sandarakinorhabdus limnophila DSM 17366 G566DRAFT_scaffold00010.10_C, whole genome shotgun sequence [11 total records]
GCF_900199185.1_IMG-taxon_2718218511_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_OBMI01000006.1 Sphingomonas guangdongensis strain CGMCC 1.12672, whole genome shotgun sequence [6 total records]
GCF_014199305.1_ASM1419930v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACIJK010000001.1 Sphingomonas aerophila strain DSM 100044 Ga0373350_01, whole genome shotgun sequence [32 total records]
GCF_023823125.1_ASM2382312v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP090949.1 Erythrobacter aurantius strain C5 chromosome, complete genome [1 total record]
GCF_042434435.1_ASM4243443v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JBHLTL010000001.1 Novosphingobium aquiterrae strain NCAIM B.02537 soapdenovo_K_105_1, whole genome shotgun sequence [10 total records]
GCF_004122115.1_ASM412211v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_SBKP01000010.1 Sphingobium fluviale strain CHR27 NODE_10_length_115879_cov_116, whole genome shotgun sequence [42 total records]
GCF_001598375.1_ASM159837v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	NZ_BCYV01000002.1 Novosphingobium capsulatum NBRC 12533, whole genome shotgun sequence [59 total records]
GCF_037860795.1_ASM3786079v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_JBANRK010000001.1 Sphingobium mellinum strain DSM 7458 NODE_1_length_861118_cov_238.185465, whole genome shotgun sequence [53 total records]
GCF_001687545.1_ASM168754v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP016545.1 Paraurantiacibacter namhicola strain JCM 16345 chromosome, complete genome [1 total record]
GCF_007785815.1_ASM778581v1_genomic.fna	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NZ_VNIM01000100.1 Sphingomonas solaris strain R4DWN NODE_100_length_14484_cov_9.16327, whole genome shotgun sequence [212 total records]
GCF_014196495.1_ASM1419649v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JACIDT010000001.1 Sphingobium jiangsuense strain DSM 26189 Ga0373239_01, whole genome shotgun sequence [67 total records]
GCF_044501755.1_ASM4450175v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP162536.1 Sphingomonas albertensis strain LMG 32139 chromosome, complete genome [1 total record]
GCF_012979535.1_ASM1297953v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP053015.1 Sphingomonas lacunae strain CSW-10 chromosome, complete genome [1 total record]
GCF_023822065.1_ASM2382206v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP084930.1 Sphingomonas morindae strain NBD5 chromosome 1, complete sequence [4 total records]
GCF_023516495.1_ASM2351649v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAMGBC010000001.1 Sphingomonas anseongensis strain RG327 1, whole genome shotgun sequence [1 total record]
GCF_003958625.1_ASM395862v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RSEL01000002.1 Tsuneonella rigui strain KCTC 42620 10, whole genome shotgun sequence [29 total records]
GCF_003201955.1_ASM320195v1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_QJJM01000001.1 Blastomonas natatoria strain DSM 3183 Ga0215674_101, whole genome shotgun sequence [53 total records]
GCF_022832435.1_ASM2283243v1_genomic.fna	4	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	NZ_JALHLF010000001.1 Novosphingobium organovorum strain B1949 Scaffold1, whole genome shotgun sequence [244 total records]
GCF_024626475.1_ASM2462647v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JANKHH010000001.1 Parerythrobacter lacustris strain RS5-5 soapdenovo_K_105_1, whole genome shotgun sequence [9 total records]
GCF_014196525.1_ASM1419652v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	NZ_JACIDX010000001.1 Novosphingobium sediminicola strain DSM 27057 Ga0373243_01, whole genome shotgun sequence [55 total records]
GCF_009372075.1_ASM937207v1_genomic.fna	4	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	NZ_WEFI01000001.1 Polymorphobacter fuscus strain D40P Scaffold1, whole genome shotgun sequence [13 total records]
GCF_003053745.1_ASM305374v1_genomic.fna	6	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	NZ_QAYE01000001.1 Sphingomonas faeni strain MA-olki Ga0191658_101, whole genome shotgun sequence [33 total records]
GCF_022664465.1_ASM2266446v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAKREV010000001.1 Sphingomonas hankookensis strain KCTC 22579 NODE_1, whole genome shotgun sequence [34 total records]
GCF_004005905.1_ASM400590v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_SACO01000010.1 Novosphingobium umbonatum strain FSY-9 NODE_10_length_149031_cov_107, whole genome shotgun sequence [46 total records]
GCF_016924655.1_ASM1692465v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_JAFFJU010000001.1 Sphingomonas arenae strain SYSU D00720 Scaffold1_1, whole genome shotgun sequence [5 total records]
GCF_037154075.1_ASM3715407v1_genomic.fna	5	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_JBANRJ010000001.1 Sphingobium aromaticiconvertens strain DSM 12677 Chr1, whole genome shotgun sequence [6 total records]
GCF_050433225.1_ASM5043322v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NZ_JBNPXQ010000001.1 Sphingomonas zeicaulis strain DSM 100587 Ga0373354_01, whole genome shotgun sequence [26 total records]
GCF_039655735.1_ASM3965573v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JBBYXH010000001.1 Sphingomicrobium aquimarinum strain XHP0235 NODE_1_length_1213455_cov_290.818449, whole genome shotgun sequence [3 total records]
GCF_025370105.1_ASM2537010v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	NZ_JANQBK010000001.1 Sphingomonas hylomeconis strain CCTCC AB 2013304 contig1, whole genome shotgun sequence [29 total records]
GCF_014199435.1_ASM1419943v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JACIJP010000001.1 Sphingobium subterraneum strain DSM 102255 Ga0373363_01, whole genome shotgun sequence [34 total records]
GCF_020782245.1_ASM2078224v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_JAJGNP010000010.1 Sphingobium soli strain FXH275-2 NODE_10_length_129191_cov_186.459586, whole genome shotgun sequence [49 total records]
GCF_030406725.1_ASM3040672v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP129107.1 Alteriqipengyuania flavescens isolate SCSIO 75105 chromosome, complete genome [1 total record]
GCF_001598435.1_ASM159843v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NZ_BCYY01000001.1 Sphingomonas pituitosa NBRC 102491, whole genome shotgun sequence [66 total records]
GCF_039538065.1_ASM3953806v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BAABBR010000001.1 Sphingomonas rosea strain JCM 17564 sequence1, whole genome shotgun sequence [1 total record]
GCF_014196745.1_ASM1419674v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JACIEH010000001.1 Sphingomonas kyeonggiensis strain DSM 101806 Ga0373265_01, whole genome shotgun sequence [8 total records]
GCF_001719165.1_ASM171916v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP017057.1 Erythrobacter litoralis strain DSM 8509 chromosome, complete genome [1 total record]
GCF_037154115.1_ASM3715411v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JBANRO010000001.1 Altererythrobacter palmitatis strain KCTC 52607 NODE_1_length_464657_cov_217.118126, whole genome shotgun sequence [22 total records]
GCF_016027095.1_ASM1602709v1_genomic.fna	5	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	NZ_CP065670.1 Sphingomonas paucimobilis strain FDAARGOS_908 chromosome, complete genome [4 total records]
GCF_001717955.1_ASM171795v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	NZ_CP014168.1 Sphingomonas panacis strain DCY99 chromosome, complete genome [2 total records]
GCF_042651485.1_ASM4265148v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JBHSDH010000001.1 Sphingorhabdus arenilitoris strain CECT 8531 soapdenovo_K_105_2, whole genome shotgun sequence [15 total records]
GCF_002197665.1_ASM219766v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_NBBJ01000001.1 Sphingomonas mucosissima strain DSM 17494 SPMU_contig000001, whole genome shotgun sequence [15 total records]
GCF_024496245.1_ASM2449624v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP101740.1 Sphingomonas qomolangmaensis strain S5-59 chromosome, complete genome [1 total record]
GCF_009827395.1_ASM982739v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_WTYX01000001.1 Pontixanthobacter aquaemixtae strain KCTC 52763 NODE_1_length_1911832, whole genome shotgun sequence [3 total records]
GCF_018599195.1_LX-88.seq_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAHFVK010000001.1 Croceibacterium selenioxidans strain LX-88 Scaffold1, whole genome shotgun sequence [4 total records]
GCF_014396585.1_ASM1439658v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP060717.1 Sphingomonas rhizophila strain KACC 19189 chromosome, complete genome [1 total record]
GCF_011057975.1_ASM1105797v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_CP049109.1 Sphingosinithalassobacter tenebrarum strain zrk23 chromosome, complete genome [1 total record]
GCF_016820445.1_ASM1682044v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_JADHDT010000010.1 Sphingomonas beigongshangi strain REN5 NODE_10_length_64768_cov_191.279560, whole genome shotgun sequence [21 total records]
GCF_000420305.1_ASM42030v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_ATUR01000001.1 Novosphingopyxis baekryungensis DSM 16222 G410DRAFT_scaffold00010.10_C, whole genome shotgun sequence [10 total records]
GCF_004792695.1_ASM479269v1_genomic.fna	4	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_SRXU01000010.1 Sphingomonas naasensis strain KIS18-15 NODE_10_length_117888_cov_53.205321, whole genome shotgun sequence [19 total records]
GCF_003355455.1_ASM335545v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP031357.1 Erythrobacter aureus strain YH-07 chromosome, complete genome [2 total records]
GCF_022664435.1_ASM2266443v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAKREU010000001.1 Sphingomonas panni strain DSM 15761 NODE_1, whole genome shotgun sequence [24 total records]
GCF_036890205.1_SOAPdenovo_v._2_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAKNQR010000001.1 Sphingomonas panaciterrae strain KCTC 42346 Scaffold1, whole genome shotgun sequence [35 total records]
GCF_002269345.1_ASM226934v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	NZ_CP022889.1 Tsuneonella mangrovi strain C9-11 chromosome, complete genome [1 total record]
GCF_021391395.1_ASM2139139v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP090059.1 Sphingomonas cannabina strain DM2-R-LB4 chromosome, complete genome [1 total record]
GCF_042654265.1_ASM4265426v1_genomic.fna	5	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	NZ_JBHSFZ010000001.1 Sphingobium tyrosinilyticum strain CGMCC 1.16225 velvet_auto_105_1, whole genome shotgun sequence [56 total records]
GCF_042681125.1_ASM4268112v1_genomic.fna	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	NZ_JBHUFC010000001.1 Sphingomonas floccifaciens strain CGMCC 1.15797 platanus_K_17_124_1, whole genome shotgun sequence [33 total records]
GCF_003591655.1_ASM359165v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	NZ_QVRA01000001.1 Sphingobium terrigena strain EO9 E09_1, whole genome shotgun sequence [95 total records]
GCF_000445105.1_ASM44510v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_ATDP01000003.1 Sphingobium lactosutens DS20 contig003, whole genome shotgun sequence [101 total records]
GCF_014643455.1_ASM1464345v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_BMJM01000001.1 Polymorphobacter glacialis strain CGMCC 1.15519 sequence01, whole genome shotgun sequence [34 total records]
GCF_900109565.1_IMG-taxon_2657245271_annotated_assembly_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_FNZZ01000001.1 Sphingomonas palmae strain JS21-1, whole genome shotgun sequence [11 total records]
GCF_014230355.1_ASM1423035v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACLAX010000010.1 Novosphingobium piscinae strain KCTC 42194 NODE_10_length_152559_cov_98.602485, whole genome shotgun sequence [45 total records]
GCF_012927105.1_ASM1292710v1_genomic.fna	7	0	0	1	0	0	0	0	1	0	0	3	1	0	1	0	0	NZ_JABBFV010000001.1 Sphingobium psychrophilum strain AR-3-1 contig1, whole genome shotgun sequence [83 total records]
GCF_016892685.1_ASM1689268v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JAFEMC010000010.1 Sphingomonas longa strain BT552 NODE_10_length_1196_cov_87.123324, whole genome shotgun sequence [10 total records]
GCF_014199215.1_ASM1419921v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JACIJC010000001.1 Sphingobium boeckii strain DSM 25079 Ga0373333_01, whole genome shotgun sequence [14 total records]
GCF_001046655.1_S.badLL03_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	NZ_KQ130471.1 Sphingobium baderi LL03 25433_scaffold_01, whole genome shotgun sequence [11 total records]
GCF_039614825.1_ASM3961482v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_JBDIMF010000001.1 Sphingomonas qilianensis strain CGMCC 1.15349 S15349_1, whole genome shotgun sequence [10 total records]
GCF_002197685.1_ASM219768v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_NBBI01000001.1 Sphingomonas dokdonensis strain DSM 21029 SPDO_contig000001, whole genome shotgun sequence [16 total records]
GCF_023380025.1_ASM2338002v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP097253.1 Sphingomonas glaciei strain S8-45 chromosome, complete genome [1 total record]
GCF_009827595.1_ASM982759v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_WTYT01000010.1 Altericroceibacterium endophyticum strain LMG 29518 NODE_10_length_14786, whole genome shotgun sequence [12 total records]
GCF_030866745.1_ASM3086674v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_CP133016.1 Sphingomonas flavescens strain PT-12 chromosome, complete genome [1 total record]
GCF_017163935.1_ASM1716393v1_genomic.fna	9	0	0	0	0	0	0	0	1	1	0	5	0	0	1	1	0	NZ_JABVZR010000002.1 Novosphingobium terrae strain GeG2 plasmid unnamed1, whole genome shotgun sequence [5 total records]
GCF_001663155.1_ASM166315v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP015963.1 Altererythrobacter ishigakiensis strain NBRC 107699 chromosome, complete genome [1 total record]
GCF_030580995.1_ASM3058099v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAUQSZ010000010.1 Sphingomonas immobilis strain CA1-15 NODE_10_length_187501_cov_30.505165, whole genome shotgun sequence [21 total records]
GCF_038289935.1_ASM3828993v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	NZ_JBBYHV010000001.1 Aurantiacibacter gilvus strain DGU6 contig1, whole genome shotgun sequence [3 total records]
GCF_002205675.1_ASM220567v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_NISK01000010.1 Sphingopyxis bauzanensis strain DSM 22271 NODE_10_length_15560_cov_38.1706, whole genome shotgun sequence [28 total records]
GCF_002288825.1_ASM228882v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_NSLI01000001.1 Sphingomonas lenta strain 1PNM-20 contig1, whole genome shotgun sequence [10 total records]
GCF_014199295.1_ASM1419929v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACIJH010000001.1 Sphingopyxis panaciterrulae strain DSM 27163 Ga0373341_01, whole genome shotgun sequence [35 total records]
GCF_014352855.1_ASM1435285v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_CP060697.1 Sphingomonas sabuli strain sand1-3 chromosome, complete genome [1 total record]
GCF_007570835.1_ASM757083v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	NZ_SUNC01000001.1 Croceicoccus sediminis strain S2-4-2 NODE_1_length_1712580_cov_90.8671, whole genome shotgun sequence [9 total records]
GCF_024721585.1_ASM2472158v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP102629.1 Sphingomicrobium aestuariivivum strain KCTC 42286 chromosome [1 total record]
GCF_022664395.1_ASM2266439v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	NZ_JAKRET010000001.1 Sphingomonas lacusdianchii strain JXJ CY 53 NODE_1, whole genome shotgun sequence [75 total records]
GCF_003660165.1_ASM366016v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	NZ_CP032829.1 Sphingomonas paeninsulae strain YZ-8 chromosome, complete genome [3 total records]
GCF_022832375.1_ASM2283237v1_genomic.fna	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NZ_JALHLG010000001.1 Novosphingobium beihaiensis strain B2638 contig1, whole genome shotgun sequence [90 total records]
GCF_003012815.1_ASM301281v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_PXYJ01000001.1 Allosphingosinicella vermicomposti strain KCTC 22446 ZB100000, whole genome shotgun sequence [5 total records]
GCF_014195675.1_ASM1419567v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACICE010000001.1 Erythrobacter ramosus strain DSM 8510 Ga0373302_01, whole genome shotgun sequence [10 total records]
GCF_021403115.1_ASM2140311v1_genomic.fna	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	NZ_JAJSSH010000010.1 Sphingobium sufflavum strain HL-25 Scaffold10_1, whole genome shotgun sequence [37 total records]
GCF_900167915.1_IMG-taxon_2706795026_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_FUYM01000059.1 Rhizorhabdus histidinilytica strain UM2, whole genome shotgun sequence [59 total records]
GCF_019711555.1_ASM1971155v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAIGNQ010000001.1 Qipengyuania pacifica strain GH25 NODE_1_length_1087239_cov_206.659518, whole genome shotgun sequence [7 total records]
GCF_019711595.1_ASM1971159v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	NZ_JAIGNR010000001.1 Qipengyuania sphaerica strain GH29 NODE_1_length_1537883_cov_216.233849, whole genome shotgun sequence [5 total records]
GCF_000176355.1_ASM17635v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_ADAE01000067.1 Citromicrobium bathyomarinum JL354 contig67, whole genome shotgun sequence [53 total records]
GCF_003634215.1_ASM363421v1_genomic.fna	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	NZ_RBWX01000007.1 Sphingosinicella microcystinivorans strain DSM 19791 Ga0244538_101, whole genome shotgun sequence [15 total records]
GCF_009746585.1_ASM974658v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	NZ_WRPO01000001.1 Novosphingobium aquimarinum strain M24A2M contig1, whole genome shotgun sequence [57 total records]
GCF_900128895.1_IMG-taxon_2582580503_annotated_assembly_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_FSQW01000002.1 Parasphingorhabdus marina DSM 22363, whole genome shotgun sequence [2 total records]
GCF_004358425.1_ASM435842v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP037948.1 Qipengyuania sediminis strain CGMCC 1.12928 chromosome, complete genome [1 total record]
GCF_003096275.1_ASM309627v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	NZ_QENQ01000001.1 Sphingomonas pokkalii strain L3B27 Scaffold_1, whole genome shotgun sequence [8 total records]
GCF_004681125.1_ASM468112v1_genomic.fna	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_SIHO01000001.1 Polymorphobacter arshaanensis strain DJ1R-1 Scaffold1, whole genome shotgun sequence [10 total records]
GCF_001028625.1_ASM102862v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP011805.1 Pelagerythrobacter marensis strain KCTC 22370 chromosome, complete genome [1 total record]
GCF_026130605.1_ASM2613060v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JANFAU010000010.1 Sphingomonas lycopersici strain MMSM20 NODE_10_length_159919_cov_34.546526, whole genome shotgun sequence [32 total records]
GCF_009827325.1_ASM982732v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_WTYC01000010.1 Qipengyuania vulgaris strain DSM 17792 NODE_10_length_25946, whole genome shotgun sequence [19 total records]
GCF_013371495.1_ASM1337149v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_JABWTA010000001.1 Altererythrobacter lutimaris strain JGD-16 NODE_1_length_2937629_cov_208.812727, whole genome shotgun sequence [1 total record]
GCF_014489515.1_ASM1448951v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP060782.1 Sphingomonas sediminicola strain KACC 15039 chromosome, complete genome [1 total record]
GCF_009856825.1_ASM985682v1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	NZ_WVTD01000010.1 Novosphingobium silvae strain FGD1 NODE_10_length_165120_cov_35.064663, whole genome shotgun sequence [63 total records]
GCF_009755815.1_ASM975581v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	NZ_WRPK01000010.1 Sphingomonas formosensis strain CC-Nfb-2 NODE_10_length_320918_cov_27.425275_cov_27.425275, whole genome shotgun sequence [39 total records]
GCF_019204025.1_ASM1920402v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAGSPB010000001.1 Erythrobacter ani strain WH131 1, whole genome shotgun sequence [5 total records]
GCF_023674425.1_ASM2367442v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP098401.1 Sphingomonas donggukensis strain RMG20 chromosome, complete genome [1 total record]
GCF_050920675.1_ASM5092067v1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	NZ_CP137861.1 Novosphingobium rhizosphaerae strain LY chromosome, complete genome [3 total records]
GCF_007954425.1_ASM795442v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP042345.1 Novosphingobium ginsenosidimutans strain FW-6 chromosome, complete genome [1 total record]
GCF_014653575.1_ASM1465357v1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_BNAQ01000001.1 Sphingomonas glacialis strain CGMCC 1.8957 sequence01, whole genome shotgun sequence [32 total records]
GCF_009363895.1_ASM936389v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP045434.1 Sphingomonas ginsengisoli (ex An et al. 2013) strain KACC 16858 chromosome, complete genome [1 total record]
GCF_032879645.1_ASM3287964v1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP076394.1 Sphingopyxis indica strain MC4 chromosome, complete genome [2 total records]
GCF_001956315.1_ASM195631v1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_MOLY01000001.1 Sphingomonas montana strain W16RD contig_1, whole genome shotgun sequence [35 total records]
GCF_002155695.1_ASM215569v1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_MUYJ01000010.1 Erythrobacter tepidarius strain DSM 10594 DSM10594_10_160026, whole genome shotgun sequence [32 total records]
