genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	shared_name	product_1
GCA_900100475.1_genomic	FMTU01000006.1	1	72164	109580	FALSE	putative_wzy_dependent				FMTU01000006.1 Sphingobium faniae strain CGMCC 1.7749 genome assembly, contig: IQ30DRAFT_scaffold00006.6, whole genome shotgun sequence	Uncharacterised	1								FMTU01000006.1.region001.gbk_region_1	Uncharacterised
GCA_024072375.1_genomic	CP099617.1	1	1026952	1056724	FALSE	sphingomonadales_eps				CP099617.1 Sphingomonadaceae bacterium OTU29LAMAA1 chromosome, complete genome	NA									CP099617.1.region001.gbk_region_1	sphingomonadales_eps
GCA_024072375.1_genomic	CP099617.1	2	3509900	3551914	FALSE	putative_ABC_dependent_NO_OPX				CP099617.1 Sphingomonadaceae bacterium OTU29LAMAA1 chromosome, complete genome	Uncharacterised	1								CP099617.1.region002.gbk_region_1	Uncharacterised
GCA_024072375.1_genomic	CP099616.1	1	0	47176	TRUE	putative_wzy_dependent				CP099616.1 Sphingomonadaceae bacterium OTU29LAMAA1 plasmid unnamed, complete sequence	Uncharacterised	1								CP099616.1.region001.gbk_region_1	Uncharacterised
GCF_001650735.1_genomic	NZ_LXVY01000002.1	1	42268	82945	FALSE	sphingans				NZ_LXVY01000002.1 Sphingomonas sp. TDK1 TDK1_contig_10, whole genome shotgun sequence	Wzx/Wzy	3								NZ_LXVY01000002.1.region001.gbk_region_1	sphingans
GCF_001650735.1_genomic	NZ_LXVY01000003.1	1	0	20643	TRUE	putative_ABC_or_wzy_dependent				NZ_LXVY01000003.1 Sphingomonas sp. TDK1 TDK1_contig_11, whole genome shotgun sequence	Uncharacterised	1								NZ_LXVY01000003.1.region001.gbk_region_1	Uncharacterised
GCA_947503245.1_genomic	CANNCV010000001.1	1	1729293	1756702	FALSE	sphingomonadales_eps				CANNCV010000001.1 uncultured Sphingomonadaceae bacterium isolate 1052-G.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence	NA									CANNCV010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCA_947503245.1_genomic	CANNCV010000002.1	1	522880	561622	FALSE	putative_wzy_dependent				CANNCV010000002.1 uncultured Sphingomonadaceae bacterium isolate 1052-G.fasta genome assembly, contig: NODE_2, whole genome shotgun sequence	Uncharacterised	1								CANNCV010000002.1.region001.gbk_region_1	Uncharacterised
GCF_001424005.1_genomic	NZ_LMPX01000001.1	1	642177	672204	FALSE	sphingomonadales_eps				NZ_LMPX01000001.1 Sphingomonas sp. Leaf198 contig_1, whole genome shotgun sequence	NA									NZ_LMPX01000001.1.region001.gbk_region_1	sphingomonadales_eps
GCF_001424005.1_genomic	NZ_LMPX01000003.1	1	359150	390104	FALSE	putative_wzy_dependent				NZ_LMPX01000003.1 Sphingomonas sp. Leaf198 contig_3, whole genome shotgun sequence	Uncharacterised	1								NZ_LMPX01000003.1.region001.gbk_region_1	Uncharacterised
GCF_001424005.1_genomic	NZ_LMPX01000005.1	1	72952	110763	TRUE	putative_wzy_dependent				NZ_LMPX01000005.1 Sphingomonas sp. Leaf198 contig_5, whole genome shotgun sequence	Uncharacterised	1								NZ_LMPX01000005.1.region001.gbk_region_1	Uncharacterised
GCF_025574485.1_genomic	NZ_JAOBPO010000002.1	1	358129	410998	FALSE	putative_wzy_dependent				NZ_JAOBPO010000002.1 Kordiimonas aquimaris strain JCM 16665 JCM16665_2, whole genome shotgun sequence	Uncharacterised	1								NZ_JAOBPO010000002.1.region001.gbk_region_1	Uncharacterised
GCF_025574485.1_genomic	NZ_JAOBPO010000003.1	1	37894	64099	FALSE	putative_wzy_dependent				NZ_JAOBPO010000003.1 Kordiimonas aquimaris strain JCM 16665 JCM16665_3, whole genome shotgun sequence	Uncharacterised	1								NZ_JAOBPO010000003.1.region001.gbk_region_1	Uncharacterised
GCF_022832385.1_genomic	NZ_JALHLE010000023.1	1	46355	91617	TRUE	putative_wzy_dependent				NZ_JALHLE010000023.1 Novosphingobium sp. B2580 contig23, whole genome shotgun sequence	Uncharacterised	1								NZ_JALHLE010000023.1.region001.gbk_region_1	Uncharacterised
GCF_022832385.1_genomic	NZ_JALHLE010000027.1	1	18847	102380	TRUE	putative_wzy_dependent				NZ_JALHLE010000027.1 Novosphingobium sp. B2580 contig27, whole genome shotgun sequence	Uncharacterised	1								NZ_JALHLE010000027.1.region001.gbk_region_1	Uncharacterised
GCF_022832385.1_genomic	NZ_JALHLE010000033.1	1	58205	82851	TRUE	putative_wzy_dependent				NZ_JALHLE010000033.1 Novosphingobium sp. B2580 contig33, whole genome shotgun sequence	Uncharacterised	1								NZ_JALHLE010000033.1.region001.gbk_region_1	Uncharacterised
GCF_022832385.1_genomic	NZ_JALHLE010000004.1	1	108316	135148	FALSE	sphingomonadales_eps				NZ_JALHLE010000004.1 Novosphingobium sp. B2580 contig4, whole genome shotgun sequence	NA									NZ_JALHLE010000004.1.region001.gbk_region_1	sphingomonadales_eps
GCF_022832385.1_genomic	NZ_JALHLE010000051.1	1	5839	16416	TRUE	curdlan-like				NZ_JALHLE010000051.1 Novosphingobium sp. B2580 contig51, whole genome shotgun sequence	Synthase	2								NZ_JALHLE010000051.1.region001.gbk_region_1	curdlan-like
GCA_947499975.1_genomic	CANMQE010000001.1	1	552010	578676	FALSE	sphingomonadales_eps				CANMQE010000001.1 uncultured Sphingomonadaceae bacterium isolate 3-2033-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence	NA									CANMQE010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCA_947499975.1_genomic	CANMQE010000003.1	1	4679	49162	TRUE	putative_wzy_dependent				CANMQE010000003.1 uncultured Sphingomonadaceae bacterium isolate 3-2033-3Z.fasta genome assembly, contig: NODE_3, whole genome shotgun sequence	Uncharacterised	1								CANMQE010000003.1.region001.gbk_region_1	Uncharacterised
GCA_947499975.1_genomic	CANMQE010000006.1	1	127704	158158	TRUE	putative_wzy_dependent_NO_OPX				CANMQE010000006.1 uncultured Sphingomonadaceae bacterium isolate 3-2033-3Z.fasta genome assembly, contig: NODE_6, whole genome shotgun sequence	Uncharacterised	1								CANMQE010000006.1.region001.gbk_region_1	Uncharacterised
GCA_947499975.1_genomic	CANMQE010000008.1	1	0	38570	TRUE	putative_wzy_dependent_NO_OPX				CANMQE010000008.1 uncultured Sphingomonadaceae bacterium isolate 3-2033-3Z.fasta genome assembly, contig: NODE_8, whole genome shotgun sequence	Uncharacterised	1								CANMQE010000008.1.region001.gbk_region_1	Uncharacterised
GCF_009905735.1_genomic	NZ_JAAALE010000001.1	1	96872	142078	FALSE	putative_wzy_dependent				NZ_JAAALE010000001.1 Porphyrobacter sp. SLTP SLTPS5_1, whole genome shotgun sequence	Uncharacterised	1								NZ_JAAALE010000001.1.region001.gbk_region_1	Uncharacterised
GCF_009905735.1_genomic	NZ_JAAALE010000009.1	1	13318	39474	TRUE	sphingomonadales_eps				NZ_JAAALE010000009.1 Porphyrobacter sp. SLTP SLTPS5_9, whole genome shotgun sequence	NA									NZ_JAAALE010000009.1.region001.gbk_region_1	sphingomonadales_eps
GCF_010994245.1_genomic	NZ_WMHO01000297.1	1	0	2494	TRUE	curdlan-like				NZ_WMHO01000297.1 Sandarakinorhabdus rubra strain MO-4 297, whole genome shotgun sequence	Synthase	2								NZ_WMHO01000297.1.region001.gbk_region_1	curdlan-like
GCF_010994245.1_genomic	NZ_WMHO01000045.1	1	0	14314	TRUE	putative_ABC_or_wzy_dependent				NZ_WMHO01000045.1 Sandarakinorhabdus rubra strain MO-4 45, whole genome shotgun sequence	Uncharacterised	1								NZ_WMHO01000045.1.region001.gbk_region_1	Uncharacterised
GCF_001556865.1_genomic	NZ_LSJY01000112.1	1	21425	57312	FALSE	putative_wzy_dependent				NZ_LSJY01000112.1 Sphingobium sp. CCH11-B1 CCH11-B1_contig113, whole genome shotgun sequence	Uncharacterised	1								NZ_LSJY01000112.1.region001.gbk_region_1	Uncharacterised
GCF_001556865.1_genomic	NZ_LSJY01000134.1	1	46433	73241	FALSE	sphingomonadales_eps				NZ_LSJY01000134.1 Sphingobium sp. CCH11-B1 CCH11-B1_contig135, whole genome shotgun sequence	NA									NZ_LSJY01000134.1.region001.gbk_region_1	sphingomonadales_eps
GCF_000712135.1_genomic	NZ_JOOE01000001.1	1	887937	919760	FALSE	sphingomonadales_eps				NZ_JOOE01000001.1 Sphingomonas sp. UNC305MFCol5.2 BR78DRAFT_scaffold00001.1_C, whole genome shotgun sequence	NA									NZ_JOOE01000001.1.region001.gbk_region_1	sphingomonadales_eps
GCF_000712135.1_genomic	NZ_JOOE01000002.1	1	494057	521105	FALSE	putative_wzy_dependent				NZ_JOOE01000002.1 Sphingomonas sp. UNC305MFCol5.2 BR78DRAFT_scaffold00002.2_C, whole genome shotgun sequence	Uncharacterised	1								NZ_JOOE01000002.1.region001.gbk_region_1	Uncharacterised
GCF_000712135.1_genomic	NZ_JOOE01000002.1	2	563670	621003	FALSE	putative_wzy_dependent				NZ_JOOE01000002.1 Sphingomonas sp. UNC305MFCol5.2 BR78DRAFT_scaffold00002.2_C, whole genome shotgun sequence	Uncharacterised	1								NZ_JOOE01000002.1.region002.gbk_region_1	Uncharacterised
GCF_000712135.1_genomic	NZ_JOOE01000004.1	1	279540	313847	FALSE	putative_ABC_dependent_NO_OPX				NZ_JOOE01000004.1 Sphingomonas sp. UNC305MFCol5.2 BR78DRAFT_scaffold00004.4_C, whole genome shotgun sequence	Uncharacterised	1								NZ_JOOE01000004.1.region001.gbk_region_1	Uncharacterised
GCA_947501695.1_genomic	CANMWO010000001.1	1	967393	994143	FALSE	sphingomonadales_eps				CANMWO010000001.1 uncultured Sphingomonadaceae bacterium isolate YR25-13-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence	NA									CANMWO010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCA_947501695.1_genomic	CANMWO010000001.1	2	1177275	1217447	FALSE	putative_wzy_dependent				CANMWO010000001.1 uncultured Sphingomonadaceae bacterium isolate YR25-13-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence	Uncharacterised	1								CANMWO010000001.1.region002.gbk_region_1	Uncharacterised
GCA_947501695.1_genomic	CANMWO010000002.1	1	411371	435102	FALSE	putative_wzy_dependent				CANMWO010000002.1 uncultured Sphingomonadaceae bacterium isolate YR25-13-3Z.fasta genome assembly, contig: NODE_2, whole genome shotgun sequence	Uncharacterised	1								CANMWO010000002.1.region001.gbk_region_1	Uncharacterised
GCA_947501695.1_genomic	CANMWO010000003.1	1	517911	542958	FALSE	putative_wzy_dependent				CANMWO010000003.1 uncultured Sphingomonadaceae bacterium isolate YR25-13-3Z.fasta genome assembly, contig: NODE_3, whole genome shotgun sequence	Uncharacterised	1								CANMWO010000003.1.region001.gbk_region_1	Uncharacterised
GCA_947501695.1_genomic	CANMWO010000003.1	2	602270	642360	TRUE	putative_wzy_dependent				CANMWO010000003.1 uncultured Sphingomonadaceae bacterium isolate YR25-13-3Z.fasta genome assembly, contig: NODE_3, whole genome shotgun sequence	Uncharacterised	1								CANMWO010000003.1.region002.gbk_region_1	Uncharacterised
GCF_024721585.1_genomic	NZ_CP102629.1	1	1896175	1935064	FALSE	putative_wzy_dependent				NZ_CP102629.1 Sphingomicrobium aestuariivivum strain KCTC 42286 chromosome	Uncharacterised	1								NZ_CP102629.1.region001.gbk_region_1	Uncharacterised
GCF_023516495.1_genomic	NZ_JAMGBC010000001.1	1	304541	342798	FALSE	putative_wzy_dependent				NZ_JAMGBC010000001.1 Sphingomonas anseongensis strain RG327 1, whole genome shotgun sequence	Uncharacterised	1								NZ_JAMGBC010000001.1.region001.gbk_region_1	Uncharacterised
GCF_000512205.2_genomic	NZ_CP006644.1	1	3349361	3367613	FALSE	cellulose-type-1				NZ_CP006644.1 Sphingomonas sanxanigenens DSM 19645 = NX02 chromosome, complete genome	Synthase	2								NZ_CP006644.1.region001.gbk_region_1	cellulose-type-1
GCF_000512205.2_genomic	NZ_CP006644.1	2	3466411	3527313	FALSE	putative_wzy_dependent				NZ_CP006644.1 Sphingomonas sanxanigenens DSM 19645 = NX02 chromosome, complete genome	Uncharacterised	1								NZ_CP006644.1.region002.gbk_region_1	Uncharacterised
GCF_004153605.1_genomic	NZ_SDSI01000002.1	1	92186	115719	FALSE	putative_wzy_dependent				NZ_SDSI01000002.1 Qipengyuania thermophila strain CFH 74456 scaffold2, whole genome shotgun sequence	Uncharacterised	1								NZ_SDSI01000002.1.region001.gbk_region_1	Uncharacterised
GCF_026157085.1_genomic	NZ_JANPVN010000001.1	1	505528	539560	FALSE	putative_wzy_dependent				NZ_JANPVN010000001.1 Sphingomicrobium arenosum strain NBRC 113094 NODE_1_length_2539781_cov_260.733334, whole genome shotgun sequence	Uncharacterised	1								NZ_JANPVN010000001.1.region001.gbk_region_1	Uncharacterised
GCF_002251755.1_genomic	NZ_NOXT01000087.1	1	12578	24696	FALSE	curdlan-like				NZ_NOXT01000087.1 Sandarakinorhabdus cyanobacteriorum strain TH057 scaffold22, whole genome shotgun sequence	Synthase	2								NZ_NOXT01000087.1.region001.gbk_region_1	curdlan-like
GCF_002251755.1_genomic	NZ_NOXT01000108.1	1	12868	52312	TRUE	putative_wzy_dependent				NZ_NOXT01000108.1 Sandarakinorhabdus cyanobacteriorum strain TH057 scaffold3, whole genome shotgun sequence	Uncharacterised	1								NZ_NOXT01000108.1.region001.gbk_region_1	Uncharacterised
GCF_007859635.1_genomic	NZ_CP042306.1	1	1871701	1900814	FALSE	sphingomonadales_eps				NZ_CP042306.1 Sphingomonas panacisoli strain HKS19 chromosome, complete genome	NA									NZ_CP042306.1.region001.gbk_region_1	sphingomonadales_eps
GCF_007859635.1_genomic	NZ_CP042306.1	2	2276398	2322920	FALSE	putative_wzy_dependent				NZ_CP042306.1 Sphingomonas panacisoli strain HKS19 chromosome, complete genome	Uncharacterised	1								NZ_CP042306.1.region002.gbk_region_1	Uncharacterised
GCA_017302615.1_genomic	JAFLDB010000001.1	1	122593	149450	FALSE	sphingomonadales_eps				JAFLDB010000001.1 MAG: Sphingomonadales bacterium isolate UWPOB_SPHING2 gnl_X_LDJEEBND_1, whole genome shotgun sequence	NA									JAFLDB010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCA_013816585.1_genomic	JACDEE010000015.1	1	19374	64208	TRUE	putative_wzy_dependent_NO_OPX				JACDEE010000015.1 MAG: Sphingosinicella sp. isolate MGR_bin352 SD2902_NODE_63_length_65895_cov_13.601980, whole genome shotgun sequence	Uncharacterised	1								JACDEE010000015.1.region001.gbk_region_1	Uncharacterised
GCF_012979535.1_genomic	NZ_CP053015.1	1	1945747	1972977	FALSE	sphingomonadales_eps				NZ_CP053015.1 Sphingomonas lacunae strain CSW-10 chromosome, complete genome	NA									NZ_CP053015.1.region001.gbk_region_1	sphingomonadales_eps
GCF_012979535.1_genomic	NZ_CP053015.1	2	2101821	2146497	FALSE	putative_wzy_dependent				NZ_CP053015.1 Sphingomonas lacunae strain CSW-10 chromosome, complete genome	Uncharacterised	1								NZ_CP053015.1.region002.gbk_region_1	Uncharacterised
GCF_030128825.1_genomic	NZ_CP119127.1	1	3281972	3300190	FALSE	cellulose-type-1				NZ_CP119127.1 Sphingobium sp. WTD-1 chromosome, complete genome	Synthase	2								NZ_CP119127.1.region001.gbk_region_1	cellulose-type-1
GCF_030128825.1_genomic	NZ_CP119127.1	2	3323388	3350493	FALSE	putative_wzy_dependent				NZ_CP119127.1 Sphingobium sp. WTD-1 chromosome, complete genome	Uncharacterised	1								NZ_CP119127.1.region002.gbk_region_1	Uncharacterised
GCF_030128825.1_genomic	NZ_CP119127.1	3	3497979	3525685	FALSE	sphingomonadales_eps				NZ_CP119127.1 Sphingobium sp. WTD-1 chromosome, complete genome	NA									NZ_CP119127.1.region003.gbk_region_1	sphingomonadales_eps
GCF_030128825.1_genomic	NZ_CP119127.1	4	4869775	4942567	FALSE	putative_wzy_dependent				NZ_CP119127.1 Sphingobium sp. WTD-1 chromosome, complete genome	Uncharacterised	1								NZ_CP119127.1.region004.gbk_region_1	Uncharacterised
GCF_026157035.1_genomic	NZ_JANJZA010000001.1	1	474073	496300	FALSE	putative_wzy_dependent				NZ_JANJZA010000001.1 Sphingomicrobium nitratireducens strain O-35 NODE_1_length_2101414_cov_284.135371, whole genome shotgun sequence	Uncharacterised	1								NZ_JANJZA010000001.1.region001.gbk_region_1	Uncharacterised
GCF_016820445.1_genomic	NZ_JADHDT010000003.1	1	25551	56673	FALSE	sphingomonadales_eps				NZ_JADHDT010000003.1 Sphingomonas sp. REN5 NODE_3_length_390451_cov_194.457986, whole genome shotgun sequence	NA									NZ_JADHDT010000003.1.region001.gbk_region_1	sphingomonadales_eps
GCF_009827445.1_genomic	NZ_WTYI01000001.1	1	820794	846820	FALSE	sphingomonadales_eps				NZ_WTYI01000001.1 Qipengyuania aquimaris strain JCM 12189 NODE_1_length_2662510, whole genome shotgun sequence	NA									NZ_WTYI01000001.1.region001.gbk_region_1	sphingomonadales_eps
GCF_009827445.1_genomic	NZ_WTYI01000001.1	2	1086897	1129596	FALSE	putative_wzy_dependent				NZ_WTYI01000001.1 Qipengyuania aquimaris strain JCM 12189 NODE_1_length_2662510, whole genome shotgun sequence	Uncharacterised	1								NZ_WTYI01000001.1.region002.gbk_region_1	Uncharacterised
GCF_009827445.1_genomic	NZ_WTYI01000001.1	3	1459838	1485570	FALSE	putative_wzy_dependent				NZ_WTYI01000001.1 Qipengyuania aquimaris strain JCM 12189 NODE_1_length_2662510, whole genome shotgun sequence	Uncharacterised	1								NZ_WTYI01000001.1.region003.gbk_region_1	Uncharacterised
GCF_025154015.1_genomic	NZ_JAOAMV010000001.1	1	469010	523311	FALSE	putative_wzy_dependent				NZ_JAOAMV010000001.1 Tsuneonella sp. YG55 NODE_1_length_714674_cov_279.895158, whole genome shotgun sequence	Uncharacterised	1								NZ_JAOAMV010000001.1.region001.gbk_region_1	Uncharacterised
GCF_025154015.1_genomic	NZ_JAOAMV010000003.1	1	122134	148113	FALSE	sphingomonadales_eps				NZ_JAOAMV010000003.1 Tsuneonella sp. YG55 NODE_3_length_388641_cov_258.830082, whole genome shotgun sequence	NA									NZ_JAOAMV010000003.1.region001.gbk_region_1	sphingomonadales_eps
GCF_023822065.1_genomic	NZ_CP084930.1	1	2536210	2562301	FALSE	sphingomonadales_eps				NZ_CP084930.1 Sphingomonas morindae strain NBD5 chromosome 1, complete sequence	NA									NZ_CP084930.1.region001.gbk_region_1	sphingomonadales_eps
GCF_023822065.1_genomic	NZ_CP084930.1	2	2788433	2843155	FALSE	putative_wzy_dependent				NZ_CP084930.1 Sphingomonas morindae strain NBD5 chromosome 1, complete sequence	Uncharacterised	1								NZ_CP084930.1.region002.gbk_region_1	Uncharacterised
GCF_023822065.1_genomic	NZ_CP084930.1	3	2936769	2977001	FALSE	putative_wzy_dependent				NZ_CP084930.1 Sphingomonas morindae strain NBD5 chromosome 1, complete sequence	Uncharacterised	1								NZ_CP084930.1.region003.gbk_region_1	Uncharacterised
GCF_030657335.1_genomic	NZ_CP131039.1	1	589009	632778	FALSE	putative_wzy_dependent				NZ_CP131039.1 Croceibacterium sp. D39 chromosome	Uncharacterised	1								NZ_CP131039.1.region001.gbk_region_1	Uncharacterised
GCF_030657335.1_genomic	NZ_CP131039.1	2	2463733	2490437	FALSE	sphingomonadales_eps				NZ_CP131039.1 Croceibacterium sp. D39 chromosome	NA									NZ_CP131039.1.region002.gbk_region_1	sphingomonadales_eps
GCF_004341085.1_genomic	NZ_SLXW01000001.1	1	721479	752430	FALSE	putative_wzy_dependent				NZ_SLXW01000001.1 Sphingomonas sp. PP-CE-1G-424 Ga0191677_101, whole genome shotgun sequence	Uncharacterised	1								NZ_SLXW01000001.1.region001.gbk_region_1	Uncharacterised
GCF_004341085.1_genomic	NZ_SLXW01000003.1	1	838774	868821	TRUE	sphingomonadales_eps				NZ_SLXW01000003.1 Sphingomonas sp. PP-CE-1G-424 Ga0191677_103, whole genome shotgun sequence	NA									NZ_SLXW01000003.1.region001.gbk_region_1	sphingomonadales_eps
GCF_004341085.1_genomic	NZ_SLXW01000007.1	1	65532	103343	TRUE	putative_wzy_dependent				NZ_SLXW01000007.1 Sphingomonas sp. PP-CE-1G-424 Ga0191677_107, whole genome shotgun sequence	Uncharacterised	1								NZ_SLXW01000007.1.region001.gbk_region_1	Uncharacterised
GCF_023559245.1_genomic	NZ_CP097462.1	1	608624	648078	FALSE	putative_wzy_dependent				NZ_CP097462.1 Sphingomonas sp. KRR8 chromosome, complete genome	Uncharacterised	1								NZ_CP097462.1.region001.gbk_region_1	Uncharacterised
GCF_023559245.1_genomic	NZ_CP097462.1	2	765756	805115	FALSE	putative_wzy_dependent				NZ_CP097462.1 Sphingomonas sp. KRR8 chromosome, complete genome	Uncharacterised	1								NZ_CP097462.1.region002.gbk_region_1	Uncharacterised
GCF_019898765.1_genomic	NZ_JAIOKB010000003.1	1	279014	325232	FALSE	putative_wzy_dependent				NZ_JAIOKB010000003.1 Sphingomonas yunnanensis strain YIM 3 NODE_3_length_562028_cov_73.586390, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIOKB010000003.1.region001.gbk_region_1	Uncharacterised
GCF_019898765.1_genomic	NZ_JAIOKB010000005.1	1	88493	147444	FALSE	putative_wzy_dependent				NZ_JAIOKB010000005.1 Sphingomonas yunnanensis strain YIM 3 NODE_5_length_315901_cov_81.851106, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIOKB010000005.1.region001.gbk_region_1	Uncharacterised
GCF_019898765.1_genomic	NZ_JAIOKB010000007.1	1	94981	117411	FALSE	putative_ABC_or_wzy_dependent				NZ_JAIOKB010000007.1 Sphingomonas yunnanensis strain YIM 3 NODE_7_length_188527_cov_68.118986, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIOKB010000007.1.region001.gbk_region_1	Uncharacterised
GCF_026420865.1_genomic	NZ_JAPCWC010000001.1	1	323811	342206	FALSE	cellulose-type-1				NZ_JAPCWC010000001.1 Novosphingobium clariflavum strain 164 1, whole genome shotgun sequence	Synthase	2								NZ_JAPCWC010000001.1.region001.gbk_region_1	cellulose-type-1
GCF_026420865.1_genomic	NZ_JAPCWC010000015.1	1	48774	91336	TRUE	putative_wzy_dependent				NZ_JAPCWC010000015.1 Novosphingobium clariflavum strain 164 15, whole genome shotgun sequence	Uncharacterised	1								NZ_JAPCWC010000015.1.region001.gbk_region_1	Uncharacterised
GCF_026420865.1_genomic	NZ_JAPCWC010000019.1	1	47015	72285	TRUE	putative_wzy_dependent				NZ_JAPCWC010000019.1 Novosphingobium clariflavum strain 164 19, whole genome shotgun sequence	Uncharacterised	1								NZ_JAPCWC010000019.1.region001.gbk_region_1	Uncharacterised
GCF_026420865.1_genomic	NZ_JAPCWC010000006.1	1	86052	113020	FALSE	sphingomonadales_eps				NZ_JAPCWC010000006.1 Novosphingobium clariflavum strain 164 6, whole genome shotgun sequence	NA									NZ_JAPCWC010000006.1.region001.gbk_region_1	sphingomonadales_eps
GCF_000787715.1_genomic	NZ_BBPI01000012.1	1	0	20660	TRUE	sphingomonadales_eps				NZ_BBPI01000012.1 Sphingomonas parapaucimobilis NBRC 15100, whole genome shotgun sequence	NA									NZ_BBPI01000012.1.region001.gbk_region_1	sphingomonadales_eps
GCF_020404405.1_genomic	NZ_JAIZDA010000021.1	1	22219	57793	TRUE	putative_ABC_dependent				NZ_JAIZDA010000021.1 Novosphingobium sp. FKTRR1 Scaffold20_2, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIZDA010000021.1.region001.gbk_region_1	Uncharacterised
GCF_020404405.1_genomic	NZ_JAIZDA010000003.1	1	0	37546	TRUE	putative_ABC_or_wzy_dependent				NZ_JAIZDA010000003.1 Novosphingobium sp. FKTRR1 Scaffold3_1, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIZDA010000003.1.region001.gbk_region_1	Uncharacterised
GCF_020404405.1_genomic	NZ_JAIZDA010000049.1	1	0	16734	TRUE	putative_wzy_dependent				NZ_JAIZDA010000049.1 Novosphingobium sp. FKTRR1 Scaffold48_1, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIZDA010000049.1.region001.gbk_region_1	Uncharacterised
GCF_020404405.1_genomic	NZ_JAIZDA010000005.1	1	168714	195999	TRUE	sphingomonadales_eps				NZ_JAIZDA010000005.1 Novosphingobium sp. FKTRR1 Scaffold5_1, whole genome shotgun sequence	NA									NZ_JAIZDA010000005.1.region001.gbk_region_1	sphingomonadales_eps
GCF_020404405.1_genomic	NZ_JAIZDA010000007.1	1	59143	77601	FALSE	cellulose-type-1				NZ_JAIZDA010000007.1 Novosphingobium sp. FKTRR1 Scaffold7_1, whole genome shotgun sequence	Synthase	2								NZ_JAIZDA010000007.1.region001.gbk_region_1	cellulose-type-1
GCF_001555965.1_genomic	NZ_LSHX01000024.1	1	103995	178813	TRUE	putative_wzy_dependent				NZ_LSHX01000024.1 Sphingomonas sp. CCH21-G11 CCH21-G11_contig24, whole genome shotgun sequence	Uncharacterised	1								NZ_LSHX01000024.1.region001.gbk_region_1	Uncharacterised
GCF_001555965.1_genomic	NZ_LSHX01000049.1	1	0	60812	TRUE	putative_wzy_dependent				NZ_LSHX01000049.1 Sphingomonas sp. CCH21-G11 CCH21-G11_contig49, whole genome shotgun sequence	Uncharacterised	1								NZ_LSHX01000049.1.region001.gbk_region_1	Uncharacterised
GCA_003241875.1_genomic	QBLU01000019.1	1	44	34592	TRUE	putative_wzy_dependent				QBLU01000019.1 MAG: Alphaproteobacteria bacterium isolate ULC179bin3 scaffold19_size51925, whole genome shotgun sequence	Uncharacterised	1								QBLU01000019.1.region001.gbk_region_1	Uncharacterised
GCA_003241875.1_genomic	QBLU01000025.1	1	0	19286	TRUE	putative_ABC_or_wzy_dependent				QBLU01000025.1 MAG: Alphaproteobacteria bacterium isolate ULC179bin3 scaffold25_size46702, whole genome shotgun sequence	Uncharacterised	1								QBLU01000025.1.region001.gbk_region_1	Uncharacterised
GCA_003241875.1_genomic	QBLU01000002.1	1	0	9526	TRUE	cellulose-like				QBLU01000002.1 MAG: Alphaproteobacteria bacterium isolate ULC179bin3 scaffold2_size130908, whole genome shotgun sequence	Synthase	2								QBLU01000002.1.region001.gbk_region_1	cellulose-like
GCA_003241875.1_genomic	QBLU01000004.1	1	0	31158	TRUE	putative_wzy_dependent				QBLU01000004.1 MAG: Alphaproteobacteria bacterium isolate ULC179bin3 scaffold4_size125331, whole genome shotgun sequence	Uncharacterised	1								QBLU01000004.1.region001.gbk_region_1	Uncharacterised
GCF_019711515.1_genomic	NZ_JAIGNO010000011.1	1	53666	85744	TRUE	putative_wzy_dependent				NZ_JAIGNO010000011.1 Qipengyuania qiaonensis strain 6D47A NODE_11_length_85744_cov_189.204268, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNO010000011.1.region001.gbk_region_1	Uncharacterised
GCF_019711515.1_genomic	NZ_JAIGNO010000001.1	1	253959	280107	FALSE	sphingomonadales_eps				NZ_JAIGNO010000001.1 Qipengyuania qiaonensis strain 6D47A NODE_1_length_589373_cov_184.997487, whole genome shotgun sequence	NA									NZ_JAIGNO010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCF_019711515.1_genomic	NZ_JAIGNO010000008.1	1	57734	92103	FALSE	putative_wzy_dependent				NZ_JAIGNO010000008.1 Qipengyuania qiaonensis strain 6D47A NODE_8_length_130845_cov_187.794155, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNO010000008.1.region001.gbk_region_1	Uncharacterised
