# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	cellulose-like	curdlan-like	fructansucrase	generic-cellulose	pel-like	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingans	sphingomonadales_eps	type-1-cellulose	hybrid	description
GCF_039555325.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP154608.1 Sphingomicrobium sp. XHP0239 chromosome [1 total record]
GCF_004135585.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP035501.1 Sphingosinicella sp. BN140058 chromosome, complete genome [2 total records]
GCF_013375555.1_genomic.fna	7	0	0	0	0	1	0	0	1	1	1	0	2	0	0	1	0	0	NZ_JABXWB010000001.1 Sphingobium sp. EM0848 contig_1, whole genome shotgun sequence [5 total records]
GCF_006439055.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_RCZC01000001.1 Sphingomonas glacialis strain E6.1 scaffold1.1, whole genome shotgun sequence [16 total records]
GCA_000756795.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	CCSI01000001.1 Erythrobacter vulgaris genome assembly IDBA-UD, contig contig000001, whole genome shotgun sequence [10 total records]
GCF_002993885.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CM009578.1 Sphingopyxis lindanitolerans strain WS5A3p chromosome, whole genome shotgun sequence [3 total records]
GCF_014196615.1_genomic.fna	5	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	NZ_JACIDY010000001.1 Novosphingobium fluoreni strain DSM 27568 Ga0373246_01, whole genome shotgun sequence [25 total records]
GCF_019711595.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	NZ_JAIGNR010000001.1 Qipengyuania sphaerica strain GH29 NODE_1_length_1537883_cov_216.233849, whole genome shotgun sequence [5 total records]
GCF_031457465.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	NZ_JAVDWV010000001.1 Sphingobium xenophagum strain 4256 Ga0454478_01, whole genome shotgun sequence [57 total records]
GCF_001421245.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	NZ_LMKE01000001.1 Sphingomonas sp. Leaf10 contig_1, whole genome shotgun sequence [34 total records]
GCF_036663815.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAXOJQ010000001.1 Sphingomonas sp. RB3P16 Y653_1, whole genome shotgun sequence [106 total records]
GCF_037725245.1_genomic.fna	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	NZ_JBBJUL010000001.1 Sphingobium sp. AN641 1, whole genome shotgun sequence [32 total records]
GCF_000192575.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	NZ_GL876925.1 Novosphingobium nitrogenifigens DSM 19370 scaffold00001, whole genome shotgun sequence [18 total records]
GCF_005144715.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_SWKR01000001.1 Sphingomonas baiyangensis strain L-1-4 w-11 NODE_1_length_640299_cov_354.751556, whole genome shotgun sequence [2 total records]
GCF_030730945.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_JAVAMS010000001.1 Aurantiacibacter sp. 219JJ12-13 1, whole genome shotgun sequence [29 total records]
GCF_014196255.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_JACIDH010000001.1 Sphingomonas pseudosanguinis strain DSM 19512 Ga0373225_01, whole genome shotgun sequence [49 total records]
GCF_900149685.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LT702999.1 Erythrobacter sp. Alg231-14 isolate Erythrobacter sp. Alg231_14 chromosome I [2 total records]
GCF_022832435.1_genomic.fna	4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	NZ_JALHLF010000001.1 Novosphingobium organovorum strain B1949 Scaffold1, whole genome shotgun sequence [244 total records]
GCF_003610375.1_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	NZ_RAPZ01000010.1 Sphingomonas sp. PP-CC-1A-547 Ga0191672_101, whole genome shotgun sequence [18 total records]
GCF_029436685.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAROCY010000001.1 Novosphingobium cyanobacteriorum strain HBC54 contig1, whole genome shotgun sequence [74 total records]
GCA_002354635.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	DELZ01000002.1 MAG TPA_asm: Sphingomonadales bacterium UBA2683 UBA2683_contig_162, whole genome shotgun sequence [5 total records]
GCF_012516475.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP051217.1 Parasphingorhabdus halotolerans strain JK6 chromosome, complete genome [1 total record]
GCF_019904235.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP063202.1 Erythrobacter sp. SCSIO 43205 chromosome, complete genome [1 total record]
GCF_003012815.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_PXYJ01000001.1 Allosphingosinicella vermicomposti strain KCTC 22446 ZB100000, whole genome shotgun sequence [5 total records]
GCF_013113735.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_CP053346.1 Sphingomonas sp. AP4-R1 chromosome, complete genome [2 total records]
GCF_015529805.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	NZ_CP064654.1 Qipengyuania soli strain 6D36 chromosome [1 total record]
GCF_000342165.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	NZ_AMRV01000001.1 Pacificimonas flava strain JLT2015 contig00001, whole genome shotgun sequence [36 total records]
GCF_013607875.1_genomic.fna	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NZ_VDES01000001.1 Sphingomonas ursincola strain KR-99 scaffold_0_pilon, whole genome shotgun sequence [7 total records]
GCF_031846435.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAVRHS010000001.1 Croceicoccus esteveae strain F390 1, whole genome shotgun sequence [27 total records]
GCF_005503355.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_SCMK01000010.1 Sphingomonas sp. 1F27F7B NODE_10_length_165275_cov_23.714959, whole genome shotgun sequence [57 total records]
GCF_039977335.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_JBDWDI010000001.1 MAG: Parasphingorhabdus sp. isolate LC.120.F.D4_374_69 LC_120_F_D4_374_69_000000000001, whole genome shotgun sequence [5 total records]
GCF_001591045.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BCUA01000001.1 Sphingopyxis granuli NBRC 100800, whole genome shotgun sequence [176 total records]
GCF_018863195.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAHKRT010000001.1 Sphingomonas quercus strain XMGL2 seq1, whole genome shotgun sequence [15 total records]
GCA_947494305.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CANLUL010000001.1 uncultured Sphingomonadaceae bacterium isolate 2-484A-G.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [11 total records]
GCF_009828055.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_WTYB01000010.1 Erythrobacter ramosus strain JCM 10282 NODE_10_length_4096, whole genome shotgun sequence [10 total records]
GCF_018122655.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NZ_JAGRQC010000001.1 Stakelama marina strain LXI357 1, whole genome shotgun sequence [12 total records]
GCF_012979275.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JABASZ010000002.1 Pseudopontixanthobacter vadosimaris strain JL3514 NODE_10_length_97824_cov_115.452_ID_19, whole genome shotgun sequence [39 total records]
GCA_947493325.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	CANLQI010000001.1 uncultured Sphingomonadaceae bacterium isolate 984-n2.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [5 total records]
GCF_900188165.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_FZOS01000082.1 Sphingomonas laterariae strain LNB2, whole genome shotgun sequence [85 total records]
GCF_001425405.1_genomic.fna	5	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	NZ_LMQP01000001.1 Sphingomonas sp. Leaf412 contig_1, whole genome shotgun sequence [5 total records]
GCA_951813595.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	CATOTQ010000001.1 MAG: uncultured Parasphingorhabdus sp. isolate df269ce3-95a5-471a-b687-7fc4378fab07 genome assembly, contig: contig_1, whole genome shotgun sequence [5 total records]
GCF_028621955.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP117516.1 Erythrobacter sp. BLCC-B19 chromosome, complete genome [1 total record]
GCF_019351405.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAHWZX010000001.1 Stakelama flava strain CBK3Z-3 Scaffold1, whole genome shotgun sequence [32 total records]
GCF_021227995.1_genomic.fna	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	NZ_CP089301.1 Novosphingobium kaempferiae strain Sx8-5 chromosome, complete genome [1 total record]
GCF_009789535.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_WSUT01000001.1 Sphingomonas carotinifaciens strain DSM 27347 contig1, whole genome shotgun sequence [7 total records]
GCF_032334595.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JALMLT010000001.1 Sphingomonas psychrotolerans strain Cra20 scaffold1, whole genome shotgun sequence [8 total records]
GCF_902506555.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_LR732711.1 Sphingorhabdus sp. 109 isolate Sphingorhabdus sp. 109, whole genome shotgun sequence [5 total records]
GCF_012274265.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAANYY010000002.1 Sphingopyxis microcysteis strain Z10-6 NODE_1, whole genome shotgun sequence [7 total records]
GCF_003264115.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP021912.1 Erythrobacter sp. KY5 chromosome, complete genome [1 total record]
GCF_019297835.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP079203.1 Sphingomonas sanguinis strain NP2-R2 chromosome, complete genome [2 total records]
GCF_900149705.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_LT703001.1 Sphingorhabdus sp. Alg231-15 isolate Sphingorhabdus sp. Alg231_15 chromosome I [2 total records]
GCF_014199435.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JACIJP010000001.1 Sphingobium subterraneum strain DSM 102255 Ga0373363_01, whole genome shotgun sequence [34 total records]
GCF_013044515.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	NZ_JABEPR010000001.1 Sphingomonas sp. ID1715 contig1, whole genome shotgun sequence [30 total records]
GCF_025960285.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NZ_CP110111.1 Sphingomonas sp. R1 chromosome, complete genome [3 total records]
GCA_029202985.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	CP119316.1 MAG: Candidatus Andeanibacterium colombiense isolate MAG_26 chromosome, complete genome [1 total record]
GCF_013001025.1_genomic.fna	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	NZ_CP053021.1 Sphingobium yanoikuyae strain YC-XJ2 chromosome, complete genome [4 total records]
GCF_032337075.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_JAVYAB010000001.1 Novosphingobium sp. APW14 contig1, whole genome shotgun sequence [14 total records]
GCF_014645195.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BMLK01000001.1 Novosphingobium indicum strain CGMCC 1.6784 sequence001, whole genome shotgun sequence [93 total records]
GCF_005145025.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP039695.1 Novosphingobium sp. EMRT-2 chromosome, complete genome [5 total records]
GCF_017498565.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_CP071794.1 Parasphingorhabdus cellanae strain JHSY0214 chromosome, complete genome [1 total record]
GCF_014230355.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JACLAX010000010.1 Novosphingobium piscinae strain KCTC 42194 NODE_10_length_152559_cov_98.602485, whole genome shotgun sequence [45 total records]
GCF_035930445.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP142394.1 Sphingopyxis chilensis strain S37 chromosome, complete genome [1 total record]
GCF_029688735.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JARULD010000010.1 Qipengyuania sp. XHP0211 NODE_10_length_5382_cov_411.542507, whole genome shotgun sequence [13 total records]
GCF_001555775.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NZ_LSHP01000001.1 Acidovorax delafieldii strain CCH4-A2 CCH4-A2_contig1, whole genome shotgun sequence [143 total records]
GCF_002205675.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_NISK01000010.1 Sphingopyxis bauzanensis strain DSM 22271 NODE_10_length_15560_cov_38.1706, whole genome shotgun sequence [28 total records]
GCA_942636505.2_genomic.fna	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	CALOGB020000001.1 uncultured bacterium isolate Sph-ATUE_S111H113 genome assembly, contig: 1, whole genome shotgun sequence [19 total records]
GCF_040813635.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JBFNXR010000001.1 Novosphingobium sp. M1R2S20 14, whole genome shotgun sequence [54 total records]
GCF_036964565.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_JBALTN010000001.1 MAG: Parasphingorhabdus sp. isolate 2NakV-03 NODE_1_length_413719_cov_87.271890, whole genome shotgun sequence [30 total records]
GCF_026167525.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_CP110679.1 Sphingomonas sp. M1-B02 chromosome, complete genome [1 total record]
GCF_001477495.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LDTF01000001.1 Sphingomonas yabuuchiae strain NS355 contig_1, whole genome shotgun sequence [143 total records]
GCA_022574255.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JACZSK010000182.1 MAG: Proteobacteria bacterium isolate B110T1L10 B110T1L10_NODE100542, whole genome shotgun sequence [192 total records]
GCF_009827595.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_WTYT01000010.1 Altericroceibacterium endophyticum strain LMG 29518 NODE_10_length_14786, whole genome shotgun sequence [12 total records]
GCF_005884405.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VCAO01000001.1 Qipengyuania marisflavi strain KEM-5 contig1, whole genome shotgun sequence [17 total records]
GCF_028858515.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	NZ_JAPJZJ010000010.1 Aurantiacibacter sp. D1-12 NODE_10_length_1532_cov_292.038488, whole genome shotgun sequence [12 total records]
GCF_009827615.1_genomic.fna	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	NZ_WTYU01000001.1 Allopontixanthobacter confluentis strain KCTC 52259 NODE_1_length_1771036, whole genome shotgun sequence [4 total records]
GCF_029760855.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_SOSI01000010.1 Erythrobacter litoralis strain SNB-035 NODE_10_length_52845_cov_34.813846, whole genome shotgun sequence [10 total records]
GCF_013328205.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	NZ_JABULH010000001.1 Sphingomonas hominis strain HHU CXW Contig001_1024905, whole genome shotgun sequence [30 total records]
GCF_009733735.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_WNJP01000001.1 Sandarakinorhabdus oryzae strain NM-18 1, whole genome shotgun sequence [346 total records]
GCF_012275515.1_genomic.fna	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	NZ_JAAZQL010000001.1 Novosphingobium sp. SG707 Ga0365350_01, whole genome shotgun sequence [41 total records]
GCF_035607565.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	NZ_JAYKGO010000001.1 Qipengyuania sp. Z2 contig1, whole genome shotgun sequence [10 total records]
GCF_007785815.1_genomic.fna	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NZ_VNIM01000100.1 Sphingomonas solaris strain R4DWN NODE_100_length_14484_cov_9.16327, whole genome shotgun sequence [212 total records]
GCF_900182875.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_FXUI01000001.1 Novosphingobium panipatense strain SM16 Ga0138999_101, whole genome shotgun sequence [63 total records]
GCF_007097155.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	NZ_VJWA01000001.1 Glacieibacterium frigidum strain LB1R16 NODE_1_length_1948859_cov_164.405992, whole genome shotgun sequence [3 total records]
GCF_003951315.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_QLJH01000001.1 Sphingomonas sp. S-NIH.Pt15_0812 NODE_1, whole genome shotgun sequence [98 total records]
GCF_035581365.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_CP141590.1 Tsuneonella sp. CC-YZS046 chromosome, complete genome [1 total record]
GCF_024508665.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JANINP010000001.1 MAG: Sphingomonas sp. isolate Bin.002_Pasture NODE_15_length_622129_cov_17.374066, whole genome shotgun sequence [8 total records]
GCF_035481675.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAYJJW010000001.1 Alteriqipengyuania sp. WL0013 NODE_1_length_2009310_cov_91.929609, whole genome shotgun sequence [2 total records]
GCF_035194505.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NZ_CP136573.1 MAG: Erythrobacter sp. isolate GU0601_MAG4 chromosome, complete genome [1 total record]
GCA_947499255.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	CANMNF010000001.1 uncultured Sphingomonadaceae bacterium isolate 917.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [4 total records]
GCF_014195685.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NZ_JACICF010000001.1 Sphingomicrobium lutaoense strain DSM 24194 Ga0373303_01, whole genome shotgun sequence [2 total records]
GCF_015999305.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_JAEAGP010000001.1 Erythrobacter sp. YJ-T3-07 NODE_1_length_3074277_cov_199.615837, whole genome shotgun sequence [1 total record]
GCF_001421765.1_genomic.fna	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	NZ_LMLA01000001.1 Sphingomonas sp. Leaf32 contig_1, whole genome shotgun sequence [14 total records]
GCF_026540855.1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NZ_JALNUP010000001.1 Sphingomonas sp. GC_Shp_5 iso00_68_1, whole genome shotgun sequence [61 total records]
GCF_001598355.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_BCYU01000001.1 Sphingomonas asaccharolytica NBRC 15499, whole genome shotgun sequence [180 total records]
GCF_007280415.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	NZ_VKKU01000001.1 Sphingorhabdus contaminans strain KCTC32445 NODE_1_length_1691790_cov_141.238532, whole genome shotgun sequence [2 total records]
GCA_963921265.3_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	OZ001196.2 MAG: Kordiimonas sp. isolate da5ff843-04ae-4914-8a3f-070dd38dcee2 genome assembly, chromosome: 1 [9 total records]
GCA_019635535.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	JAHBZH010000001.1 MAG: Sphingomonas sp. isolate ACE_PRO39 PRO39_1, whole genome shotgun sequence [2 total records]
GCF_003605755.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_RAHJ01000003.1 Tsuneonella suprasediminis strain Ery12 298, whole genome shotgun sequence [21 total records]
GCA_016714795.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	JADKCA010000001.1 MAG: Sphingomonadales bacterium isolate OdNE_18-Q3-R46-58_BATAC.286 tig00000833-10-9099090, whole genome shotgun sequence [18 total records]
GCF_001005725.1_genomic.fna	6	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	0	0	NZ_LBIC01000001.1 Sphingobium chungbukense strain DJ77 contig00001, whole genome shotgun sequence [35 total records]
GCA_947502815.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	CANNBH010000001.1 uncultured Erythrobacter sp. isolate 4-2072.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [4 total records]
GCF_001663155.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_CP015963.1 Altererythrobacter ishigakiensis strain NBRC 107699 chromosome, complete genome [1 total record]
GCF_001423845.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_LMPM01000001.1 Sphingomonas sp. Leaf357 contig_1, whole genome shotgun sequence [3 total records]
GCA_947502305.1_genomic.fna	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	CANMZA010000001.1 uncultured Erythrobacter sp. isolate 3-1133-3Z.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [2 total records]
GCF_001429065.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	NZ_LMIB01000001.1 Sphingomonas sp. Root710 contig_1, whole genome shotgun sequence [21 total records]
GCA_041396985.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	JAWKXO010000001.1 MAG: Emcibacteraceae bacterium isolate BC1.192 BC1.192.fa-1, whole genome shotgun sequence [6 total records]
GCA_963675825.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	OY776605.1 MAG: Alteraurantiacibacter sp. isolate 4f1f2f00-1bb4-4515-b099-93a3353bb5eb genome assembly, chromosome: 1 [5 total records]
GCF_008710155.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	NZ_VYPZ01000010.1 Sphingobium limneticum strain DSM 25076 NODE_10_length_141607_cov_40.445222, whole genome shotgun sequence [92 total records]
GCF_002205635.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_NISJ01000010.1 Sphingopyxis witflariensis strain DSM 14551 NODE_10_length_174228_cov_34.2554, whole genome shotgun sequence [38 total records]
GCF_001014975.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BBXA01000001.1 Novosphingobium sp. MD-1, whole genome shotgun sequence [25 total records]
GCF_025153455.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JANZNT010000001.1 Sphingomonas sp. BGYR3 contig1, whole genome shotgun sequence [3 total records]
GCF_019711615.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_JAIGNS010000001.1 Qipengyuania intermedia strain GH38 NODE_1_length_1256419_cov_224.283396, whole genome shotgun sequence [4 total records]
GCA_947495555.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	CANLZI010000001.1 uncultured Erythrobacter sp. isolate 4-1416.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence [4 total records]
GCF_007830065.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	NZ_VLKK01000001.1 Sphingobium wenxiniae strain CGMCC 1.7748 IQ35DRAFT_scaffold00001.1, whole genome shotgun sequence [85 total records]
GCF_024168485.1_genomic.fna	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	NZ_JALJVY010000001.1 Sphingobium sp. OAS761 Ga0395969_01, whole genome shotgun sequence [36 total records]
GCF_014644315.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_BMKL01000001.1 Tsuneonella deserti strain CGMCC 1.15959 sequence01, whole genome shotgun sequence [3 total records]
GCF_023910635.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NZ_JAAVVZ010000002.1 MAG: Sphingorhabdus sp. isolate WA123a Sphingorhabdus_WA123_1, whole genome shotgun sequence [89 total records]
GCF_004152865.1_genomic.fna	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	NZ_SEOO01000100.1 Sphingobium cupriresistens strain CCTCC AB 2011146 NODE_100_length_2209_cov_46.642651, whole genome shotgun sequence [125 total records]
GCF_003355005.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NZ_CP029985.1 Sphingomonas sp. FARSPH chromosome, complete genome [4 total records]
GCF_019204025.1_genomic.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NZ_JAGSPB010000001.1 Erythrobacter ani strain WH131 1, whole genome shotgun sequence [5 total records]
GCF_020782245.1_genomic.fna	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	NZ_JAJGNP010000010.1 Sphingobium soli strain FXH275-2 NODE_10_length_129191_cov_186.459586, whole genome shotgun sequence [49 total records]
