HumGut_name	HumGut_tax_id	cluster975	cluster95	gtdbtk_tax_id	gtdbtk_organism_name	gtdbtk_taxonomy	ncbi_tax_id	ncbi_organism_name	ncbi_rank	prevalence_score	metagenomes_present	completeness	contamination	GC	genome_size	source	genome_type	cluster975_size	cluster95_size	genome_file	ftp_download
HumGut_8782	3008782	8782	88	4028374	s__ER4 sp000765235	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1519439	Oscillibacter sp. ER4	species	0.8635701570458404	1405	73.33	1.13	0.5932999999999999	1451787	UHGG	MAG	1	2064	GUT_GENOME156041.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03686/genomes2/GUT_GENOME156041.gff.gz
HumGut_8783	3008783	8783	11	4008091	g__Fusicatenibacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	297314	uncultured Lachnospiraceae bacterium	species	0.8635658327674024	1412	77.63	4.17	0.48619999999999997	2473557	UHGG	MAG	1	3317	GUT_GENOME139692.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00251/genomes7/GUT_GENOME139692.gff.gz
HumGut_8784	3008784	8784	264	4019511	s__Collinsella sp900541245	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541245	165190	uncultured Collinsella sp.	species	0.863560440860215	1043	55.65	0.81	0.603	1617063	UHGG	MAG	1	954	GUT_GENOME268989.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02763/genomes1/GUT_GENOME268989.gff.gz
HumGut_8785	3008785	8785	264	4019458	s__Collinsella aerofaciens_F	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	74426	Collinsella aerofaciens	species	0.8635586327108092	936	100	0.81	0.5995	2188105	UHGG	MAG	1	954	GUT_GENOME254000.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-040/MGYG-HGUT-04018/genomes1/GUT_GENOME254000.gff.gz
HumGut_8786	3008786	8786	622	4019596	s__Collinsella sp900549275	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549275	165190	uncultured Collinsella sp.	species	0.8635528327674024	447	76.98	2.37	0.6053999999999999	1743992	UHGG	MAG	1	7	GUT_GENOME129151.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-017/MGYG-HGUT-01717/genomes1/GUT_GENOME129151.gff.gz
HumGut_8787	3008787	8787	539	4031322	s__Streptococcus vestibularis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis	889206	Streptococcus vestibularis ATCC 49124	strain	0.863550668647425	280	99.43855271366189	0.3535038469536286	0.3950884409789019	2029376	RefSeq	Contig	1	37	GCF_902167825.1_Streptococcus_salivarius_SS_Bg39_genomic.fna.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/167/825/GCF_902167825.1_Streptococcus_salivarius_SS_Bg39/GCF_902167825.1_Streptococcus_salivarius_SS_Bg39_genomic.fna.gz
HumGut_8788	3008788	8788	134	4020138	s__Phocaeicola plebeius_A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	310297	Bacteroides plebeius	species	0.8635410529145444	625	84.18	3.36	0.44920000000000004	2808409	UHGG	MAG	2	930	GUT_GENOME283787.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03693/genomes1/GUT_GENOME283787.gff.gz
HumGut_8789	3008789	8789	513	4025997	s__Bilophila wadsworthia	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	1408428	Bilophila wadsworthia ATCC 49260	strain	0.863539214770798	974	72.28	3.16	0.6043	2153558	UHGG	MAG	1	924	GUT_GENOME258000.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01359/genomes1/GUT_GENOME258000.gff.gz
HumGut_8790	3008790	8790	518	4028354	s__CAG-83 sp003487665	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003487665	1945593	Oscillibacter sp.	species	0.863533955008489	402	78.26	4.14	0.6261	1652057	UHGG	MAG	1	107	GUT_GENOME250539.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02794/genomes1/GUT_GENOME250539.gff.gz
HumGut_8791	3008791	8791	306	4019481	s__Collinsella sp003465825	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003465825	2292207	Collinsella sp. AF02-46-1	species	0.8635327812676853	669	90.19	1.61	0.6	2049258	UHGG	MAG	1	258	GUT_GENOME044765.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00260/genomes1/GUT_GENOME044765.gff.gz
HumGut_8792	3008792	8792	306	4019473	s__Collinsella sp003436275	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003436275	2292343	Collinsella sp. TM09-10AT	species	0.8635214881154499	910	97.58	0.81	0.6033	2062755	UHGG	MAG	1	258	GUT_GENOME125068.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00232/genomes1/GUT_GENOME125068.gff.gz
HumGut_8793	3008793	8793	394	4028302	s__CAG-103 sp900543625	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	172733	uncultured Clostridiales bacterium	species	0.8635192713638936	528	84.96	2.03	0.6177	1917491	UHGG	MAG	3	427	GUT_GENOME066791.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-011/MGYG-HGUT-01136/genomes1/GUT_GENOME066791.gff.gz
HumGut_8794	3008794	8794	907	4019563	s__Collinsella sp900545445	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545445	165190	uncultured Collinsella sp.	species	0.8635172608941709	598	96.51	2.42	0.6001	2126081	UHGG	MAG	2	6	GUT_GENOME198289.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-003/MGYG-HGUT-00320/genomes1/GUT_GENOME198289.gff.gz
HumGut_8795	3008795	8795	420	4019507	s__Collinsella sp900541175	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541175	165190	uncultured Collinsella sp.	species	0.8635129841539332	1066	91.58	0.81	0.6001	1969460	UHGG	MAG	1	111	GUT_GENOME265543.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04396/genomes1/GUT_GENOME265543.gff.gz
HumGut_8796	3008796	8796	437	4019603	s__Collinsella sp900549655	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549655	165190	uncultured Collinsella sp.	species	0.8635124151103565	841	91.13	1.88	0.6018	2160344	UHGG	MAG	1	4	GUT_GENOME175069.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-028/MGYG-HGUT-02851/genomes1/GUT_GENOME175069.gff.gz
HumGut_8797	3008797	8797	1046	4019455	s__Collinsella aerofaciens	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	411903	Collinsella aerofaciens ATCC 25986	strain	0.8635085882852293	1034	76.37	0.98	0.5972	1537818	UHGG	MAG	1	1	GUT_GENOME068564.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00085/genomes1/GUT_GENOME068564.gff.gz
HumGut_8798	3008798	8798	206	4031248	s__Streptococcus salivarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	1304	Streptococcus salivarius	species	0.8635040353706848	835	52.68	0.51	0.402	916171	UHGG	MAG	1	710	GUT_GENOME234745.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00113/genomes2/GUT_GENOME234745.gff.gz
HumGut_8799	3008799	8799	1047	4005546	g__Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	1262850	Collinsella sp. CAG:166	species	0.8635039111488398	761	53.76	0	0.5963	1201956	UHGG	MAG	1	1	GUT_GENOME207104.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-031/MGYG-HGUT-03109/genomes1/GUT_GENOME207104.gff.gz
HumGut_8800	3008800	8800	394	4028302	s__CAG-103 sp900543625	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625	172733	uncultured Clostridiales bacterium	species	0.8635017968307866	560	90.38	4.31	0.622	1951226	UHGG	MAG	1	427	GUT_GENOME181574.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-011/MGYG-HGUT-01136/genomes1/GUT_GENOME181574.gff.gz
HumGut_8801	3008801	8801	958	4019483	s__Collinsella sp003469185	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469185	2292316	Collinsella sp. AM34-10	species	0.8634994114318053	520	93.55	2.28	0.5996	1976189	UHGG	MAG	1	3	GUT_GENOME265929.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00261/genomes1/GUT_GENOME265929.gff.gz
HumGut_8802	3008802	8802	160	4027568	s__KLE1615 sp900066985	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	2292181	Firmicutes bacterium AF25-13AC	species	0.8634922283531409	853	61.74	0.35	0.4107	2327250	UHGG	MAG	2	496	GUT_GENOME263305.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00193/genomes1/GUT_GENOME263305.gff.gz
HumGut_8803	3008803	8803	519	4019506	s__Collinsella sp900541145	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541145	165190	uncultured Collinsella sp.	species	0.8634889753820034	989	68.36	2.94	0.6029	1774267	UHGG	MAG	1	2	GUT_GENOME258470.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02763/genomes1/GUT_GENOME258470.gff.gz
HumGut_8804	3008804	8804	931	4005546	g__Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	1262850	Collinsella sp. CAG:166	species	0.8634816078098472	781	93.95	2.42	0.6038	1861283	UHGG	MAG	1	6	GUT_GENOME017916.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-005/MGYG-HGUT-00598/genomes1/GUT_GENOME017916.gff.gz
HumGut_8805	3008805	8805	346	4019484	s__Collinsella sp003469205	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469205	2292315	Collinsella sp. AM33-4BH	species	0.8634760362195812	859	96.37	0.81	0.6032	2060083	UHGG	MAG	1	109	GUT_GENOME195065.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00260/genomes1/GUT_GENOME195065.gff.gz
HumGut_8806	3008806	8806	83	4028054	s__Ruminococcus_E bromii_B	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	40518	Ruminococcus bromii	species	0.8634728084323713	1296	90.69	1.01	0.4107	1900283	UHGG	MAG	1	3810	GUT_GENOME154034.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00258/genomes2/GUT_GENOME154034.gff.gz
HumGut_8807	3008807	8807	1048	4030398	s__Longicatena caecimuris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris	1796635	Longicatena caecimuris	species	0.8634720181097906	88	100	0.13	0.39130000000000004	3468911	UHGG	Isolate	94	97	GUT_GENOME000244.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01398/genomes1/GUT_GENOME000244.gff.gz
HumGut_8808	3008808	8808	160	4027568	s__KLE1615 sp900066985	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	2292181	Firmicutes bacterium AF25-13AC	species	0.8634666842105263	895	88.66	1.74	0.4217	3236850	UHGG	MAG	2	496	GUT_GENOME265306.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-001/MGYG-HGUT-00193/genomes1/GUT_GENOME265306.gff.gz
HumGut_8809	3008809	8809	1049	4008338	g__CAG-103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	1262999	Firmicutes bacterium CAG:103	species	0.8634577410865875	170	68.35	1.97	0.6174000000000001	1488192	UHGG	MAG	1	1	GUT_GENOME162798.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02753/genomes1/GUT_GENOME162798.gff.gz
HumGut_8810	3008810	8810	594	4019498	s__Collinsella sp900540945	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540945	165190	uncultured Collinsella sp.	species	0.8634564946236559	556	100	0.81	0.5984	2111336	UHGG	MAG	1	5	GUT_GENOME267177.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-020/MGYG-HGUT-02087/genomes1/GUT_GENOME267177.gff.gz
HumGut_8811	3008811	8811	250	4028378	s__ER4 sp900317525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	172733	uncultured Clostridiales bacterium	species	0.8634544255800792	1002	84.84	3.13	0.6257	1446345	UHGG	MAG	1	478	GUT_GENOME014998.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02715/genomes1/GUT_GENOME014998.gff.gz
HumGut_8812	3008812	8812	1050	4020138	s__Phocaeicola plebeius_A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	310297	Bacteroides plebeius	species	0.8634525526315789	582	76.91	1.63	0.44310000000000005	2529310	UHGG	MAG	1	3	GUT_GENOME176290.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-036/MGYG-HGUT-03693/genomes2/GUT_GENOME176290.gff.gz
HumGut_8813	3008813	8813	107	4040969	s__Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	866789	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775	strain	0.863450578098472	1394	56.19	0	0.515	1772142	UHGG	MAG	4	31756	GUT_GENOME062848.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-025/MGYG-HGUT-02506/genomes12/GUT_GENOME062848.gff.gz
HumGut_8814	3008814	8814	298	4028303	s__CAG-110 sp000434635	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000434635	1263000	Firmicutes bacterium CAG:110	species	0.8634481199773628	638	94.47	0.67	0.5616	3612473	UHGG	MAG	5	535	GUT_GENOME070876.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-007/MGYG-HGUT-00743/genomes1/GUT_GENOME070876.gff.gz
HumGut_8815	3008815	8815	225	4027535	s__Hungatella_A sp003478355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A sp003478355	2292271	Lachnospiraceae bacterium AM48-27BH	species	0.8634431131861913	496	54.35	0.69	0.4731	1464113	UHGG	MAG	15	51	GUT_GENOME211177.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-002/MGYG-HGUT-00278/genomes1/GUT_GENOME211177.gff.gz
HumGut_8816	3008816	8816	264	4005546	g__Collinsella	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	1262850	Collinsella sp. CAG:166	species	0.8634429080362196	1013	100	0.81	0.5986	2078855	UHGG	MAG	1	954	GUT_GENOME256235.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-040/MGYG-HGUT-04097/genomes1/GUT_GENOME256235.gff.gz
HumGut_8817	3008817	8817	306	4019574	s__Collinsella sp900546825	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900546825	165190	uncultured Collinsella sp.	species	0.8634419666100736	908	95.97	1.61	0.6021	2084829	UHGG	MAG	1	258	GUT_GENOME032757.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-008/MGYG-HGUT-00805/genomes1/GUT_GENOME032757.gff.gz
HumGut_8818	3008818	8818	513	4025997	s__Bilophila wadsworthia	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	1408428	Bilophila wadsworthia ATCC 49260	strain	0.8634414119977363	973	73.84	1.98	0.6053000000000001	2581023	UHGG	MAG	4	924	GUT_GENOME240658.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-013/MGYG-HGUT-01359/genomes2/GUT_GENOME240658.gff.gz
HumGut_8819	3008819	8819	216	4027763	s__UBA11774 sp003507655	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	1898203	Lachnospiraceae bacterium	species	0.8634411247877759	563	54.27	0.48	0.42590000000000006	1190754	UHGG	MAG	1	267	GUT_GENOME210359.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-004/MGYG-HGUT-00404/genomes1/GUT_GENOME210359.gff.gz
HumGut_8820	3008820	8820	161	4020054	s__Bacteroides cellulosilyticus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	537012	Bacteroides cellulosilyticus DSM 14838	strain	0.8634407405206564	667	59.64	1.72	0.4122	6076909	UHGG	MAG	1	461	GUT_GENOME053797.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-024/MGYG-HGUT-02455/genomes1/GUT_GENOME053797.gff.gz
HumGut_8821	3008821	8821	86	4027406	s__Eisenbergiella sp900066775	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	2292898	Firmicutes bacterium TM09-10	species	0.8634400888511602	933	69.86	0.69	0.4982	2013630	UHGG	MAG	1	1050	GUT_GENOME093531.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-037/MGYG-HGUT-03702/genomes1/GUT_GENOME093531.gff.gz
HumGut_8822	3008822	8822	1051	4019601	s__Collinsella sp900549535	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549535	165190	uncultured Collinsella sp.	species	0.8634371270514997	849	90.4	1.69	0.6026	2046457	UHGG	MAG	1	1	GUT_GENOME175577.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-028/MGYG-HGUT-02869/genomes1/GUT_GENOME175577.gff.gz
HumGut_8823	3008823	8823	420	4019506	s__Collinsella sp900541145	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541145	165190	uncultured Collinsella sp.	species	0.8634344974533107	999	83.85	2.16	0.6017	1774745	UHGG	MAG	1	111	GUT_GENOME267563.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04328/genomes1/GUT_GENOME267563.gff.gz
HumGut_8824	3008824	8824	1052	4019511	s__Collinsella sp900541245	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541245	165190	uncultured Collinsella sp.	species	0.8634300237691002	1062	73.72	1.61	0.5971	1509852	UHGG	MAG	1	1	GUT_GENOME157476.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-043/MGYG-HGUT-04356/genomes1/GUT_GENOME157476.gff.gz
HumGut_8825	3008825	8825	264	4019507	s__Collinsella sp900541175	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541175	165190	uncultured Collinsella sp.	species	0.8634226929824561	1067	97.58	0.81	0.6028	2011966	UHGG	MAG	2	954	GUT_GENOME162329.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02746/genomes1/GUT_GENOME162329.gff.gz
HumGut_8826	3008826	8826	346	4019484	s__Collinsella sp003469205	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003469205	2292315	Collinsella sp. AM33-4BH	species	0.8634224756649689	737	61.29	1.08	0.5962	1688960	UHGG	MAG	1	109	GUT_GENOME037741.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-009/MGYG-HGUT-00912/genomes1/GUT_GENOME037741.gff.gz
HumGut_8827	3008827	8827	132	4028348	s__CAG-83 sp000435555	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	1263007	Firmicutes bacterium CAG:176	species	0.8634214482173175	829	52.23	0	0.6127	1223137	UHGG	MAG	1	1070	GUT_GENOME280570.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-027/MGYG-HGUT-02720/genomes1/GUT_GENOME280570.gff.gz
HumGut_8828	3008828	8828	97	4027177	s__Blautia_A sp900066205	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205	765821	uncultured Blautia sp.	species	0.8634180082059989	511	92.83	0.32	0.4449	3277501	UHGG	MAG	1	43	GUT_GENOME017866.fna.gz	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/2019_09/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00031/genomes1/GUT_GENOME017866.gff.gz
