genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	MAG_status.x	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MAG_status.y	shared_name	product_1
GUT_GENOME254063	krakentaxid3020599HumGut_20599_1	1	247063	272213	TRUE	putative_wzy_dependent				kraken:taxid|3020599|HumGut_20599_1 GUT_GENOME254063_1	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471 sp900542765	s__UBA11471 sp900542765	uncultured Porphyromonadaceae bacterium	0.01	97.82	3198	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA11471	g__Caccoplasma	s__Caccoplasma merdavium	HQ	krakentaxid3020599HumGut_20599_1.region001.gbk_region_1	Uncharacterised
GUT_GENOME254063	krakentaxid3020599HumGut_20599_15	1	5439	24652	TRUE	putative_ABC_or_wzy_dependent				kraken:taxid|3020599|HumGut_20599_15 GUT_GENOME254063_15	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471 sp900542765	s__UBA11471 sp900542765	uncultured Porphyromonadaceae bacterium	0.01	97.82	3198	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA11471	g__Caccoplasma	s__Caccoplasma merdavium	HQ	krakentaxid3020599HumGut_20599_15.region001.gbk_region_1	Uncharacterised
GCF_002080105.1_ASM208010v1_genomic	krakentaxid3016542HumGut_16542_13	1	549028	590977	FALSE	putative_wzy_dependent				kraken:taxid|3016542|HumGut_16542_13 NZ_MKCU01000013.1 Klebsiella oxytoca strain DSM 29614 Scaffold_20, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	s__Klebsiella_A grimontii	Klebsiella grimontii	1.27539210128496	99.937641723356	2351	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii	HQ	krakentaxid3016542HumGut_16542_13.region001.gbk_region_1	Uncharacterised
GCF_002080105.1_ASM208010v1_genomic	krakentaxid3016542HumGut_16542_13	2	3159957	3181198	FALSE	putative_wzy_dependent				kraken:taxid|3016542|HumGut_16542_13 NZ_MKCU01000013.1 Klebsiella oxytoca strain DSM 29614 Scaffold_20, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	s__Klebsiella_A grimontii	Klebsiella grimontii	1.27539210128496	99.937641723356	2351	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii	HQ	krakentaxid3016542HumGut_16542_13.region002.gbk_region_1	Uncharacterised
GCF_002080105.1_ASM208010v1_genomic	krakentaxid3016542HumGut_16542_22	1	201029	235268	FALSE	cellulose-type-1				kraken:taxid|3016542|HumGut_16542_22 NZ_MKCU01000022.1 Klebsiella oxytoca strain DSM 29614 Scaffold_29, whole genome shotgun sequence	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	s__Klebsiella_A grimontii	Klebsiella grimontii	1.27539210128496	99.937641723356	2351	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii	HQ	krakentaxid3016542HumGut_16542_22.region001.gbk_region_1	cellulose-type-1
GCF_002080105.1_ASM208010v1_genomic	krakentaxid3016542HumGut_16542_22	1	201029	235268	FALSE	cellulose-type-2				kraken:taxid|3016542|HumGut_16542_22 NZ_MKCU01000022.1 Klebsiella oxytoca strain DSM 29614 Scaffold_29, whole genome shotgun sequence	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	s__Klebsiella_A grimontii	Klebsiella grimontii	1.27539210128496	99.937641723356	2351	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii	HQ	krakentaxid3016542HumGut_16542_22.region001.gbk_region_1	cellulose-type-2
GCF_002080105.1_ASM208010v1_genomic	krakentaxid3016542HumGut_16542_22	2	682534	702308	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3016542|HumGut_16542_22 NZ_MKCU01000022.1 Klebsiella oxytoca strain DSM 29614 Scaffold_29, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	s__Klebsiella_A grimontii	Klebsiella grimontii	1.27539210128496	99.937641723356	2351	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella grimontii	HQ	krakentaxid3016542HumGut_16542_22.region002.gbk_region_1	Uncharacterised
GUT_GENOME103863	krakentaxid3016685HumGut_16685_78	1	32939	57262	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3016685|HumGut_16685_78 GUT_GENOME103863_78	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea hylemonae	s__Dorea hylemonae	Clostridium hylemonae DSM 15053	0	98.83	2377	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Extibacter	s__Extibacter hylemonae	HQ	krakentaxid3016685HumGut_16685_78.region001.gbk_region_1	Uncharacterised
GUT_GENOME260239	krakentaxid3025726HumGut_25726_14	1	0	22810	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3025726|HumGut_25726_14 GUT_GENOME260239_14	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-710;s__	g__CAG-710	Clostridium sp. CAG:710	3.37	92.7	4334	HumGut	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__RUG13868	s__RUG13868 sp934100165	HQ	krakentaxid3025726HumGut_25726_14.region001.gbk_region_1	Uncharacterised
GCF_015668605.1_ASM1566860v1_genomic	krakentaxid3013753HumGut_13753_39	1	0	25940	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3013753|HumGut_13753_39 NZ_JADPGQ010000014.1 Clostridium saudiense strain 1001275B_160808_G2 NODE_14_length_66927_cov_52.833, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	s__Clostridium saudiense	Clostridium saudiense	0.806451612903226	99.1935483870968	1839	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense	HQ	krakentaxid3013753HumGut_13753_39.region001.gbk_region_1	Uncharacterised
GCF_015668605.1_ASM1566860v1_genomic	krakentaxid3013753HumGut_13753_82	1	0	34710	TRUE	putative_ABC_dependent_NO_OPX				kraken:taxid|3013753|HumGut_13753_82 NZ_JADPGQ010000044.1 Clostridium saudiense strain 1001275B_160808_G2 NODE_44_length_34710_cov_46.45, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	s__Clostridium saudiense	Clostridium saudiense	0.806451612903226	99.1935483870968	1839	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense	HQ	krakentaxid3013753HumGut_13753_82.region001.gbk_region_1	Uncharacterised
GCF_015668605.1_ASM1566860v1_genomic	krakentaxid3013753HumGut_13753_123	1	0	10452	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3013753|HumGut_13753_123 NZ_JADPGQ010000081.1 Clostridium saudiense strain 1001275B_160808_G2 NODE_81_length_10452_cov_58.8004, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	s__Clostridium saudiense	Clostridium saudiense	0.806451612903226	99.1935483870968	1839	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense	HQ	krakentaxid3013753HumGut_13753_123.region001.gbk_region_1	Uncharacterised
GCF_015668605.1_ASM1566860v1_genomic	krakentaxid3013753HumGut_13753_130	1	0	7655	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3013753|HumGut_13753_130 NZ_JADPGQ010000088.1 Clostridium saudiense strain 1001275B_160808_G2 NODE_88_length_7655_cov_51.8993, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	s__Clostridium saudiense	Clostridium saudiense	0.806451612903226	99.1935483870968	1839	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium saudiense	HQ	krakentaxid3013753HumGut_13753_130.region001.gbk_region_1	Uncharacterised
GCF_001068775.1_ASM106877v1_genomic	krakentaxid3013640HumGut_13640_17	1	25200	48285	TRUE	lactobacillus_eps				kraken:taxid|3013640|HumGut_13640_17 NZ_JWAJ01000083.1 Streptococcus pseudopneumoniae strain 1172_SPSE 1022_48285_2030087_176_,...,851_, whole genome shotgun sequence	Wzx/Wzy	3	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae_N	s__Streptococcus pseudopneumoniae_N	Streptococcus pseudopneumoniae	0.225988700564972	99.9576271186441	1813	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_N	HQ	krakentaxid3013640HumGut_13640_17.region001.gbk_region_1	lactobacillus_eps
GUT_GENOME087988	krakentaxid3028583HumGut_28583_40	1	16691	60142	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3028583|HumGut_28583_40 GUT_GENOME087988_40	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__	g__CAG-451	Clostridium sp. CAG:451	2.81	91.57	4821	HumGut	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__RF39	f__UBA660	g__Onthousia	s__Onthousia sp900758495	HQ	krakentaxid3028583HumGut_28583_40.region001.gbk_region_1	Uncharacterised
GCF_000286375.1_LysBor1.0_genomic	krakentaxid3025200HumGut_25200_69	1	29090	47779	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3025200|HumGut_25200_69 NZ_AJXM01000069.1 Lysinibacillus boronitolerans F1182 trimmed_contig_69, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus boronitolerans	s__Lysinibacillus boronitolerans	Lysinibacillus boronitolerans JCM 21713 = 10a = NBRC 103108	0.905077262693157	95.9492273730684	4237	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Lysinibacillus	s__Lysinibacillus boronitolerans	HQ	krakentaxid3025200HumGut_25200_69.region001.gbk_region_1	Uncharacterised
GUT_GENOME224590	krakentaxid3007924HumGut_7924_388	1	0	5303	TRUE	pel-like				kraken:taxid|3007924|HumGut_7924_388 GUT_GENOME224590_388	Synthase	2	HQ	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	g__Collinsella	Collinsella sp. CAG:166	3.88	91.2	914	HumGut	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900541055	HQ	krakentaxid3007924HumGut_7924_388.region001.gbk_region_1	pel-like
GUT_GENOME224154	krakentaxid3000099HumGut_99_194	1	13288	55689	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3000099|HumGut_99_194 GUT_GENOME224154_194	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	s__Acetatifactor sp900066565	Lachnospiraceae bacterium GAM79	1.98	99.03	20	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor acetigignens	HQ	krakentaxid3000099HumGut_99_194.region001.gbk_region_1	Uncharacterised
GUT_GENOME251983	krakentaxid3024761HumGut_24761_2	1	811	16712	TRUE	cellulose-like				kraken:taxid|3024761|HumGut_24761_2 GUT_GENOME251983_2	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__	g__CAG-521	Sutterella sp. CAG:521	1.38	96.04	4131	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aphodousia	s__Aphodousia faecavium	HQ	krakentaxid3024761HumGut_24761_2.region001.gbk_region_1	cellulose-like
GCF_001183965.1_ASM118396v1_genomic	krakentaxid3024746HumGut_24746_1	1	171132	230954	FALSE	lactobacillus_eps				kraken:taxid|3024746|HumGut_24746_1 NZ_LFZV01000001.1 Bacillus sp. FJAT-27916 Scaffold1, whole genome shotgun sequence	Wzx/Wzy	3	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__FJAT-27916;s__FJAT-27916 sp001183965	s__FJAT-27916 sp001183965	Bacillus sp. FJAT-27916	1.16327206491141	96.9945355191257	4126	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__EAG3	g__Pradoshia	s__Pradoshia sp001183965	HQ	krakentaxid3024746HumGut_24746_1.region001.gbk_region_1	lactobacillus_eps
GCF_001183965.1_ASM118396v1_genomic	krakentaxid3024746HumGut_24746_1	2	2070701	2084907	FALSE	fructansucrase				kraken:taxid|3024746|HumGut_24746_1 NZ_LFZV01000001.1 Bacillus sp. FJAT-27916 Scaffold1, whole genome shotgun sequence	Sucrase	4	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__FJAT-27916;s__FJAT-27916 sp001183965	s__FJAT-27916 sp001183965	Bacillus sp. FJAT-27916	1.16327206491141	96.9945355191257	4126	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__EAG3	g__Pradoshia	s__Pradoshia sp001183965	HQ	krakentaxid3024746HumGut_24746_1.region002.gbk_region_1	fructansucrase
GCF_001183965.1_ASM118396v1_genomic	krakentaxid3024746HumGut_24746_1	3	3064053	3089244	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3024746|HumGut_24746_1 NZ_LFZV01000001.1 Bacillus sp. FJAT-27916 Scaffold1, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__FJAT-27916;s__FJAT-27916 sp001183965	s__FJAT-27916 sp001183965	Bacillus sp. FJAT-27916	1.16327206491141	96.9945355191257	4126	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__EAG3	g__Pradoshia	s__Pradoshia sp001183965	HQ	krakentaxid3024746HumGut_24746_1.region003.gbk_region_1	Uncharacterised
GCF_001183965.1_ASM118396v1_genomic	krakentaxid3024746HumGut_24746_1	4	4096553	4146521	TRUE	putative_ABC_dependent_NO_OPX				kraken:taxid|3024746|HumGut_24746_1 NZ_LFZV01000001.1 Bacillus sp. FJAT-27916 Scaffold1, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__FJAT-27916;s__FJAT-27916 sp001183965	s__FJAT-27916 sp001183965	Bacillus sp. FJAT-27916	1.16327206491141	96.9945355191257	4126	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_B	f__EAG3	g__Pradoshia	s__Pradoshia sp001183965	HQ	krakentaxid3024746HumGut_24746_1.region004.gbk_region_1	Uncharacterised
GUT_GENOME108515	krakentaxid3002339HumGut_2339_30	1	0	23369	TRUE	putative_wzy_dependent_NO_OPX				kraken:taxid|3002339|HumGut_2339_30 GUT_GENOME108515_30	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	s__CAG-45 sp900066395	Roseburia sp. AF12-17LB	2.25	95.93	139	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia_C	s__Roseburia_C amylophila	HQ	krakentaxid3002339HumGut_2339_30.region001.gbk_region_1	Uncharacterised
GCF_014298075.1_ASM1429807v1_genomic	krakentaxid3020716HumGut_20716_1	1	481527	529964	FALSE	putative_wzy_dependent				kraken:taxid|3020716|HumGut_20716_1 NZ_CP060418.1 Enterobacter sp. JUb54 strain RIT712 chromosome	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella sp003752615	s__Raoultella sp003752615	Raoultella sp. BIGb0399	1.28984152421652	99.8511904761905	3215	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella sp003752615	HQ	krakentaxid3020716HumGut_20716_1.region001.gbk_region_1	Uncharacterised
GCF_014298075.1_ASM1429807v1_genomic	krakentaxid3020716HumGut_20716_1	2	3809536	3829300	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3020716|HumGut_20716_1 NZ_CP060418.1 Enterobacter sp. JUb54 strain RIT712 chromosome	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella sp003752615	s__Raoultella sp003752615	Raoultella sp. BIGb0399	1.28984152421652	99.8511904761905	3215	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella sp003752615	HQ	krakentaxid3020716HumGut_20716_1.region002.gbk_region_1	Uncharacterised
GCF_014298075.1_ASM1429807v1_genomic	krakentaxid3020716HumGut_20716_1	3	4260710	4296278	FALSE	cellulose-type-2				kraken:taxid|3020716|HumGut_20716_1 NZ_CP060418.1 Enterobacter sp. JUb54 strain RIT712 chromosome	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella sp003752615	s__Raoultella sp003752615	Raoultella sp. BIGb0399	1.28984152421652	99.8511904761905	3215	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella sp003752615	HQ	krakentaxid3020716HumGut_20716_1.region003.gbk_region_1	cellulose-type-2
GCF_014298075.1_ASM1429807v1_genomic	krakentaxid3020716HumGut_20716_1	3	4260710	4296278	FALSE	cellulose-type-1				kraken:taxid|3020716|HumGut_20716_1 NZ_CP060418.1 Enterobacter sp. JUb54 strain RIT712 chromosome	Synthase	2	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella sp003752615	s__Raoultella sp003752615	Raoultella sp. BIGb0399	1.28984152421652	99.8511904761905	3215	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella sp003752615	HQ	krakentaxid3020716HumGut_20716_1.region003.gbk_region_1	cellulose-type-1
GUT_GENOME000279	krakentaxid3013587HumGut_13587_1	1	269953	315707	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3013587|HumGut_13587_1 GUT_GENOME000279_1	Uncharacterised	1	HQ	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905	s__GCA-900066905 sp900066905	Clostridium sp. BSD2780061688st1 E8	0.81	99.19	1799	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__GCA-900066905	g__Luoshenia	s__Luoshenia tenuis	HQ	krakentaxid3013587HumGut_13587_1.region001.gbk_region_1	Uncharacterised
GUT_GENOME214359	krakentaxid3015454HumGut_15454_53	1	0	11540	TRUE	putative_ABC_or_wzy_dependent				kraken:taxid|3015454|HumGut_15454_53 GUT_GENOME214359_53	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	g__Parabacteroides	Parabacteroides sp. CAG:409	1.35	92.21	2138	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp900760525	HQ	krakentaxid3015454HumGut_15454_53.region001.gbk_region_1	Uncharacterised
GUT_GENOME214359	krakentaxid3015454HumGut_15454_118	1	0	10527	TRUE	putative_wzy_dependent				kraken:taxid|3015454|HumGut_15454_118 GUT_GENOME214359_118	Uncharacterised	1	HQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	g__Parabacteroides	Parabacteroides sp. CAG:409	1.35	92.21	2138	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides sp900760525	HQ	krakentaxid3015454HumGut_15454_118.region001.gbk_region_1	Uncharacterised
GCF_003985085.1_ASM398508v1_genomic	krakentaxid3030379HumGut_30379_28	1	2595	24238	TRUE	putative_wzy_dependent				kraken:taxid|3030379|HumGut_30379_28 NZ_RWKS01000034.1 Sphingomonas sp. TF3 34, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp000797515	s__Sphingomonas sp000797515	Sphingomonas sp. Ant H11	0.528197627173736	99.3174061433447	5116	HumGut	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000797515	HQ	krakentaxid3030379HumGut_30379_28.region001.gbk_region_1	Uncharacterised
GCF_003985085.1_ASM398508v1_genomic	krakentaxid3030379HumGut_30379_56	1	18457	37674	TRUE	putative_ABC_or_wzy_dependent				kraken:taxid|3030379|HumGut_30379_56 NZ_RWKS01000006.1 Sphingomonas sp. TF3 6, whole genome shotgun sequence	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp000797515	s__Sphingomonas sp000797515	Sphingomonas sp. Ant H11	0.528197627173736	99.3174061433447	5116	HumGut	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000797515	HQ	krakentaxid3030379HumGut_30379_56.region001.gbk_region_1	Uncharacterised
GUT_GENOME021430	krakentaxid3010317HumGut_10317_23	1	4804	22390	TRUE	pel-positive				kraken:taxid|3010317|HumGut_10317_23 GUT_GENOME021430_23	Synthase	2	HQ	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	g__Collinsella	Collinsella sp. CAG:166	1.81	92.74	1320	HumGut	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp902464645	HQ	krakentaxid3010317HumGut_10317_23.region001.gbk_region_1	pel-positive
GUT_GENOME145986	krakentaxid3029376HumGut_29376_1	1	53646	75440	FALSE	putative_wzy_dependent_NO_OPX				kraken:taxid|3029376|HumGut_29376_1 GUT_GENOME145986_1	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri_D	s__Providencia rettgeri_D	Providencia rettgeri	1.08	100	4927	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia rettgeri_D	HQ	krakentaxid3029376HumGut_29376_1.region001.gbk_region_1	Uncharacterised
GUT_GENOME145986	krakentaxid3029376HumGut_29376_1	2	3448359	3474877	FALSE	putative_wzy_dependent				kraken:taxid|3029376|HumGut_29376_1 GUT_GENOME145986_1	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri_D	s__Providencia rettgeri_D	Providencia rettgeri	1.08	100	4927	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia rettgeri_D	HQ	krakentaxid3029376HumGut_29376_1.region002.gbk_region_1	Uncharacterised
GUT_GENOME145986	krakentaxid3029376HumGut_29376_2	1	451973	521373	FALSE	putative_wzy_dependent				kraken:taxid|3029376|HumGut_29376_2 GUT_GENOME145986_2	Uncharacterised	1	HQ	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri_D	s__Providencia rettgeri_D	Providencia rettgeri	1.08	100	4927	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Providencia	s__Providencia rettgeri_D	HQ	krakentaxid3029376HumGut_29376_2.region001.gbk_region_1	Uncharacterised
