# If you find multiSMASH useful, please cite the Zenodo DOI: 10.5281/zenodo.8276143
record	total_count	PNAG-pga	PNAG-pga-like	alginate	cellulose-like	curdlan-like	exoPS_GCF_10	exoPS_GCF_11	exoPS_GCF_12	exoPS_GCF_13	exoPS_GCF_14	exoPS_GCF_2	exoPS_GCF_3	exoPS_GCF_4	exoPS_GCF_4_1	exoPS_GCF_5	exoPS_GCF_6	exoPS_GCF_7	exoPS_GCF_8	exoPS_GCF_9	fructansucrase	generic-cellulose	lactobacillus_eps	pel	pel-like	pel-positive	psl	putative_ABC_dependent	putative_ABC_dependent_NO_OPX	putative_ABC_or_wzy_dependent	putative_wzy_dependent	putative_wzy_dependent_NO_OPX	sphingomonadales_exops	type-1-cellulose	type-2-cellulose	type-3-cellulose	zooglan	hybrid	description
066-CH-22.bin.1.522.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	066-CH-22.bin.1.522_contig_103058 [21 total records]
014-ES-23.bin.1.433.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	014-ES-23.bin.1.433_contig_10421 [21 total records]
038-SE-10.bin.2.21.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	038-SE-10.bin.2.21_contig_101327 [35 total records]
036-NL-06.bin.1.104.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	036-NL-06.bin.1.104_contig_136077 [5 total records]
091-US1-126.bin.1.104.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	091-US1-126.bin.1.104_contig_11650 [7 total records]
050-BE-09.bin.1.274.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	050-BE-09.bin.1.274_contig_10769 [15 total records]
042-US1-105.bin.1.444.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	042-US1-105.bin.1.444_contig_12316 [6 total records]
004-NL-18.bin.2.69.fa	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	004-NL-18.bin.2.69_contig_119542 [30 total records]
076-IN-18.bin.3.1231.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	076-IN-18.bin.3.1231_contig_10706 [16 total records]
036-NL-06.bin.1.644.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	036-NL-06.bin.1.644_contig_118376 [14 total records]
090-US1-124.bin.1.180.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	090-US1-124.bin.1.180_contig_7534 [1 total record]
089-SG-01.bin.1.18.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	089-SG-01.bin.1.18_contig_14997 [2 total records]
023-IN-14.bin.1.186.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	023-IN-14.bin.1.186_contig_16917 [1 total record]
020-NO1-03.bin.1.470.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	020-NO1-03.bin.1.470_contig_13301 [5 total records]
037-NO2-03.bin.c.13.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	037-NO2-03.bin.c.13_contig_7198 [1 total record]
067-CH-23.bin.1.535.fa	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	067-CH-23.bin.1.535_contig_10001 [34 total records]
045-US1-87.bin.1.234.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	045-US1-87.bin.1.234_contig_110353 [7 total records]
063-AU-32.bin.2.494.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	063-AU-32.bin.2.494_contig_101070 [25 total records]
089-SG-01.bin.2.8.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	089-SG-01.bin.2.8_contig_105417 [13 total records]
096-US2-26.bin.1.330.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	096-US2-26.bin.1.330_contig_16010 [2 total records]
093-US1-47.bin.c.12.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	093-US1-47.bin.c.12_contig_4640 [1 total record]
071-HK-01.bin.c.18.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	071-HK-01.bin.c.18_contig_979 [1 total record]
063-AU-32.bin.1.335.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	063-AU-32.bin.1.335_contig_119835 [30 total records]
094-US2-01.bin.1.186.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	094-US2-01.bin.1.186_contig_115967 [43 total records]
032-ES-07.bin.1.344.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	032-ES-07.bin.1.344_contig_14064 [14 total records]
093-US1-47.bin.1.339.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	093-US1-47.bin.1.339_contig_24230 [17 total records]
031-CZ-17.bin.1.232.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	031-CZ-17.bin.1.232_contig_12517 [13 total records]
063-AU-32.bin.2.212.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	063-AU-32.bin.2.212_contig_122052 [8 total records]
021-CZ-11.bin.c.12.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	021-CZ-11.bin.c.12_contig_75643 [1 total record]
031-CZ-17.bin.1.111.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	031-CZ-17.bin.1.111_contig_28454 [3 total records]
063-AU-32.bin.1.209.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	063-AU-32.bin.1.209_contig_9948 [1 total record]
010-BE-17.bin.2.316.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	010-BE-17.bin.2.316_contig_124885 [7 total records]
012-PT-06.bin.1.364.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	012-PT-06.bin.1.364_contig_116574 [14 total records]
076-IN-18.bin.1.664.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	076-IN-18.bin.1.664_contig_15612 [14 total records]
064-CA-01.bin.2.341.fa	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	064-CA-01.bin.2.341_contig_10705 [12 total records]
029-CA-06.bin.2.60.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	029-CA-06.bin.2.60_contig_11277 [16 total records]
031-CZ-17.bin.1.438.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	031-CZ-17.bin.1.438_contig_1068 [14 total records]
072-HK-05.bin.1.84.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	072-HK-05.bin.1.84_contig_1283 [8 total records]
073-IL-01.bin.1.636.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	073-IL-01.bin.1.636_contig_107086 [12 total records]
008-AR-23.bin.1.303.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	008-AR-23.bin.1.303_contig_107738 [17 total records]
004-NL-18.bin.1.219.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	004-NL-18.bin.1.219_contig_103599 [6 total records]
058-AR-20.bin.1.182.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	058-AR-20.bin.1.182_contig_11051 [16 total records]
008-AR-23.bin.1.595.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	008-AR-23.bin.1.595_contig_103578 [18 total records]
039-SE-29.bin.1.338.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	039-SE-29.bin.1.338_contig_100001 [47 total records]
058-AR-20.bin.1.4.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	058-AR-20.bin.1.4_contig_13419 [4 total records]
067-CH-23.bin.1.242.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	067-CH-23.bin.1.242_contig_107490 [89 total records]
036-NL-06.bin.1.353.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	036-NL-06.bin.1.353_contig_109840 [6 total records]
097-US2-29.bin.1.119.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	097-US2-29.bin.1.119_contig_104471 [7 total records]
004-NL-18.bin.2.149.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	004-NL-18.bin.2.149_contig_102254 [39 total records]
050-BE-09.bin.1.383.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	050-BE-09.bin.1.383_contig_108781 [11 total records]
037-NO2-03.bin.1.105.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	037-NO2-03.bin.1.105_contig_106376 [3 total records]
027-AU-18.bin.1.299.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	027-AU-18.bin.1.299_contig_12027 [28 total records]
089-SG-01.bin.1.655.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	089-SG-01.bin.1.655_contig_1372 [7 total records]
026-AT-03.bin.2.169.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	026-AT-03.bin.2.169_contig_107723 [12 total records]
013-IT-11.bin.1.338.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	013-IT-11.bin.1.338_contig_112872 [16 total records]
020-NO1-03.bin.1.18.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	020-NO1-03.bin.1.18_contig_10307 [8 total records]
035-MX-06.bin.1.58.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	035-MX-06.bin.1.58_contig_123076 [7 total records]
087-SA-04.bin.1.188.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	087-SA-04.bin.1.188_contig_136 [6 total records]
016-PL-06.bin.1.364.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	016-PL-06.bin.1.364_contig_25572 [5 total records]
063-AU-32.bin.1.235.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	063-AU-32.bin.1.235_contig_10786 [5 total records]
089-SG-01.bin.1.210.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	089-SG-01.bin.1.210_contig_2491 [1 total record]
028-AU-34.bin.1.673.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	028-AU-34.bin.1.673_contig_104871 [17 total records]
023-IN-14.bin.1.330.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	023-IN-14.bin.1.330_contig_142707 [5 total records]
073-IL-01.bin.1.137.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	073-IL-01.bin.1.137_contig_131789 [5 total records]
052-CH-10.bin.1.4.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	052-CH-10.bin.1.4_contig_10143 [10 total records]
052-CH-10.bin.1.172.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	052-CH-10.bin.1.172_contig_104147 [27 total records]
065-CA-03.bin.1.253.fa	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	065-CA-03.bin.1.253_contig_117166 [8 total records]
073-IL-01.bin.1.158.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	073-IL-01.bin.1.158_contig_101548 [9 total records]
025-FI-01.bin.1.545.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	025-FI-01.bin.1.545_contig_133515 [11 total records]
042-US1-105.bin.1.159.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	042-US1-105.bin.1.159_contig_11688 [36 total records]
021-CZ-11.bin.3.1121.fa	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	021-CZ-11.bin.3.1121_contig_112520 [17 total records]
003-CA-05.bin.1.20.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	003-CA-05.bin.1.20_contig_101590 [4 total records]
028-AU-34.bin.1.318.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	028-AU-34.bin.1.318_contig_1169 [6 total records]
090-US1-124.bin.1.154.fa	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	090-US1-124.bin.1.154_contig_123838 [6 total records]
044-US1-41.bin.1.1.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	044-US1-41.bin.1.1_contig_1011 [20 total records]
014-ES-23.bin.2.245.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	014-ES-23.bin.2.245_contig_102443 [28 total records]
044-US1-41.bin.1.146.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	044-US1-41.bin.1.146_contig_10319 [9 total records]
020-NO1-03.bin.1.292.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	020-NO1-03.bin.1.292_contig_11246 [22 total records]
002-MX-07.bin.1.764.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	002-MX-07.bin.1.764_contig_19283 [4 total records]
048-UY-15.bin.1.312.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	048-UY-15.bin.1.312_contig_13609 [7 total records]
045-US1-87.bin.2.318.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	045-US1-87.bin.2.318_contig_102627 [48 total records]
090-US1-124.bin.1.68.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	090-US1-124.bin.1.68_contig_10147 [6 total records]
009-AU-01.bin.1.206.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	009-AU-01.bin.1.206_contig_145357 [4 total records]
006-MY-06.bin.2.108.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	006-MY-06.bin.2.108_contig_101151 [18 total records]
016-PL-06.bin.1.234.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	016-PL-06.bin.1.234_contig_110097 [23 total records]
097-US2-29.bin.1.374.fa	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	097-US2-29.bin.1.374_contig_350 [2 total records]
039-SE-29.bin.1.4.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	039-SE-29.bin.1.4_contig_11271 [19 total records]
039-SE-29.bin.1.303.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	039-SE-29.bin.1.303_contig_113784 [4 total records]
092-US1-44.bin.1.56.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	092-US1-44.bin.1.56_contig_19677 [11 total records]
099-UY-16.bin.1.224.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	099-UY-16.bin.1.224_contig_124 [5 total records]
006-MY-06.bin.1.229.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	006-MY-06.bin.1.229_contig_124024 [7 total records]
076-IN-18.bin.1.689.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	076-IN-18.bin.1.689_contig_100782 [5 total records]
001-SG-02.bin.1.129.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	001-SG-02.bin.1.129_contig_115708 [9 total records]
012-PT-06.bin.1.148.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	012-PT-06.bin.1.148_contig_109411 [6 total records]
012-PT-06.bin.2.325.fa	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	012-PT-06.bin.2.325_contig_10737 [20 total records]
064-CA-01.bin.1.702.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	064-CA-01.bin.1.702_contig_10627 [12 total records]
001-SG-02.bin.1.579.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	001-SG-02.bin.1.579_contig_10122 [12 total records]
015-DE-14.bin.1.551.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	015-DE-14.bin.1.551_contig_113753 [14 total records]
095-US2-13.bin.1.244.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	095-US2-13.bin.1.244_contig_12221 [4 total records]
059-AT-02.bin.1.544.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	059-AT-02.bin.1.544_contig_14878 [7 total records]
009-AU-01.bin.1.198.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	009-AU-01.bin.1.198_contig_142729 [3 total records]
010-BE-17.bin.2.499.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	010-BE-17.bin.2.499_contig_10138 [52 total records]
002-MX-07.bin.1.328.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	002-MX-07.bin.1.328_contig_20637 [1 total record]
060-AU-05.bin.1.217.fa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	060-AU-05.bin.1.217_contig_199394 [3 total records]
091-US1-126.bin.1.352.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	091-US1-126.bin.1.352_contig_7653 [1 total record]
032-ES-07.bin.1.175.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	032-ES-07.bin.1.175_contig_101197 [25 total records]
028-AU-34.bin.1.565.fa	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	028-AU-34.bin.1.565_contig_10078 [8 total records]
098-UY-13.bin.1.72.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	098-UY-13.bin.1.72_contig_135387 [8 total records]
091-US1-126.bin.1.460.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	091-US1-126.bin.1.460_contig_13376 [12 total records]
010-BE-17.bin.1.625.fa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	010-BE-17.bin.1.625_contig_109975 [19 total records]
067-CH-23.bin.1.103.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	067-CH-23.bin.1.103_contig_112810 [21 total records]
043-US1-27.bin.1.501.fa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	043-US1-27.bin.1.501_contig_113943 [20 total records]
009-AU-01.bin.1.266.fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	009-AU-01.bin.1.266_contig_32051 [2 total records]
