accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_947500295.1	0	100	0.09	General	99.91	0.43	349	c__Alphaproteobacteria (UID3305)	230	0	3894203	91.181452402204	13	2300152	53.857284816902	4270828	GB_GCA_947500295.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas sp947500295	not type material	none	f	2	2	1669692	1669692	5679	1	2733	CANMRM010000010.1	5679	1	110	CANMRM010000010.1	2736	4205	0	94.518	LRUA01000006.2518.5260	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas lacus	328525	328525	t	f	f	699307	699307	Contig	2-78-G.fasta	na	PRJEB57783	SAMEA112157223	13	699307	none	2023-01-28	GCA_947500295.1	derived from metagenome	full	2-78-G.fasta	unknown	none	0	none	uncultured Kordiimonas sp.	none	na	none	none	none	none	none	none	2023/01/28	0	402588	none	2-78-G.fasta	marine college, shandong university	402588	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas;x__environmental samples;s__uncultured Kordiimonas sp.	0	4270828	none	none	na	4270828	0	CANMRM000000000.1	3960	13	5679	1	none	none	none	none	none	none	1492	CANMRM010000010.1	1462	2475	0	97.264	DQ917818.1.1484	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;uncultured Kordiimonas sp.	0	19	46	0
RS_GCF_003609835.1	0	99.99	0	Specific	100	0.71	569	o__Sphingomonadales (UID3310)	293	0	3534020	89.7363432164635	2	2567056	65.1830545022048	3938226	RS_GCF_003609835.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp003609835	not type material	none	f	1	1	3695614	3695614	3695614	1	2771	NZ_AP017898.1	3695614	1	110	NZ_AP017898.1	2771	5118	0	100	AP017898.3526619.3529413	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. FD7	1969113	1969113	t	f	f	3695614	3695614	Complete Genome	ASM360983v1	na	PRJNA224116	SAMD00065690	none	none	Japan	2018-07-01	GCA_003609835.1	none	full	na	water	none	2	0	Sphingopyxis sp. FD7	none	na	3	2	1	3695614	3695614	3695614	2018/07/01	0	1914525	1	FD7	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	1914525	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;x__unclassified Sphingopyxis;s__Sphingopyxis sp. FD7	0	3938226	11	48	na	3938226	0	na	3755	2	3695614	1	none	none	none	none	none	none	1486	NZ_AP017898.1	1486	2745	0	100	AP017898.3524508.3525999	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. FD7	0	19	48	0
RS_GCF_003515075.1	7	99.98	0.19	Specific	99.23	0.26	569	o__Sphingomonadales (UID3310)	293	0	3233656	91.3160597531493	19	2395384	67.6443926846198	3541169	RS_GCF_003515075.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas gilva	type strain of species	LPSN	f	2	2	943174	980120	25752	1	2772	NZ_QWLV01000012.1	25752	1	110	NZ_QWLV01000012.1	2770	4333	0	94.946	LMIB01000016.434415.437212	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Sphingomonas sp. Root710	186376	208304	t	f	f	850722	850722	Scaffold	ASM351507v1	na	PRJNA224116	SAMN09926245	19	850722	China: DanXia Mountain of Shaoguan City Guangdong Province	2018-09-10	GCA_003515075.1	none	full	na	none	none	0	0	Sphingomonas gilva	none	representative genome	3	17	2	850722	213411	160218	2018/09/10	2	2305907	1	ZDH117	Huzhong Agricultrural University	2305907	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas gilva	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas gilva	20	3541169	11	45	assembly from type material	3541149	0	QWLV00000000.1	3307	17	25752	1	none	none	none	none	none	none	1486	NZ_QWLV01000012.1	1486	2745	0	100	MH892571.1.1486	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. ZDH117	20	19	45	0
RS_GCF_022378335.1	0	99.99	5.64	Specific	98.35	1.73	569	o__Sphingomonadales (UID3310)	293	0	3211212	90.3023734655094	99	2249514	63.262644786749	3556066	RS_GCF_022378335.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	Croceicoccus hydrothermalis	type strain of species	LPSN	f	7	6	412616	412616	5765	3	2781	NZ_JAIQCI010000034.1	5765	1	110	NZ_JAIQCI010000034.1	2781	4518	0	96.117	CP019602.706972.709772	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceicoccus;Croceicoccus marinus	35917	37042	t	f	f	184696	202577	Scaffold	ASM2237833v1	na	PRJNA224116	SAMN20742868	99	184696	none	2022-02-23	GCA_022378335.1	none	full	na	sea water	none	0	0	Croceicoccus hydrothermalis	none	representative genome	3	96	6	202577	60306	23045	2022/02/23	3	2867964	1	JLT1	Xiamen University	2867964	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceicoccus;s__Croceicoccus hydrothermalis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Croceicoccus;s__Croceicoccus hydrothermalis	233	3556066	11	45	assembly from type material	3555833	0	JAIQCI000000000.1	3432	96	5765	2	none	none	none	none	none	none	1486	NZ_JAIQCI010000034.1	1385	2525	0	99.639	KX989292.1.1393	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp.	233	19	48	0
RS_GCF_001542875.1	0	100	0.11	Specific	99.59	0.49	569	o__Sphingomonadales (UID3310)	293	0	2946218	91.9919530170098	4	1821331	56.8687706681662	3202691	RS_GCF_001542875.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp001542875	not type material	none	f	1	1	1911862	1911862	1911862	1	2768	NZ_LMAF01000002.1	1911862	1	110	NZ_LMAF01000002.1	2768	5112	0	100	LMAF01000002.451551.454356	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;Erythrobacter sp. YT30	800672	800672	t	f	f	1911862	1911862	Contig	ASM154287v1	na	PRJNA224116	SAMN04166239	4	1911862	none	2016-01-29	GCA_001542875.1	none	full	na	sea water	none	0	0	Erythrobacter sp. YT30	3052	na	4	none	none	none	none	none	2016/01/29	0	1735012	2	YT30	Xiamen University	1735012	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. YT30	0	3202691	11	43	na	3202691	0	LMAF00000000.1	3082	4	1911862	2	1474	2621	0	98.779	221235	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	1483	NZ_LMAF01000002.1	1483	2739	0	100	LMAF01000002.454996.456488	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter sp. YT30	0	19	43	0
RS_GCF_029688735.1	0	99.98	0.1	Specific	99.59	0.07	569	o__Sphingomonadales (UID3310)	293	0	2727357	91.5243197314296	13	1884519	63.2404630182092	2979926	RS_GCF_029688735.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania sp029688735	not type material	none	f	2	2	1062134	1062134	930391	1	2766	NZ_JARULD010000002.1	930391	1	110	NZ_JARULD010000002.1	2778	4713	0	97.408	CP022528.908852.911650	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter flavus	229225	229225	t	f	f	930391	930391	Contig	ASM2968873v1	na	PRJNA224116	SAMN34001881	13	930391	China: Jiangsu Province; Nantong City	2023-04-11	GCA_029688735.1	none	full	na	seawater	none	0	0	Qipengyuania sp. XHP0211	none	na	3	none	none	none	none	none	2023/04/11	0	3038079	1	XHP0211	Hohai University	3038079	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;x__unclassified Qipengyuania;s__Qipengyuania sp. XHP0211	0	2979926	11	46	na	2979926	0	JARULD000000000.1	2904	13	930391	1	none	none	none	none	none	none	1486	NZ_JARULD010000002.1	1459	2678	0	99.794	DQ395681.1.1459	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;uncultured organism	0	19	48	0
RS_GCF_018205975.1	0	99.99	0.72	Specific	98.98	0.73	569	o__Sphingomonadales (UID3310)	293	0	3055982	91.4839496512004	1	2146044	64.2440240961042	3340457	RS_GCF_018205975.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp018205975	not type material	none	f	1	1	3340457	3340457	3340457	1	2765	NZ_CP073577.1	3340457	1	110	NZ_CP073577.1	2767	4789	0	97.94	AAMW01000002.1129176.1131966	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. NAP1	3340457	3340457	t	f	f	3340457	3340457	Complete Genome	ASM1820597v1	na	PRJNA224116	SAMN18805690	none	none	South Korea: Jeju island	2021-04-29	GCA_018205975.1	none	full	na	sediment	33.12 N 126.34 E	1	1	Erythrobacter sp. JK5	none	na	3	1	1	3340457	3340457	3340457	2021/04/29	0	2829500	1	JK5	Jeju National University	2829500	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. JK5	0	3340457	11	45	na	3340457	0	na	3265	1	3340457	1	none	none	none	none	none	none	1483	NZ_CP073577.1	1483	2645	0	98.854	CP000157.63530.65023	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter litoralis HTCC2594	0	19	46	0
RS_GCF_012650175.1	0	100	0.87	Specific	99.66	0.93	569	o__Sphingomonadales (UID3310)	293	0	4199960	90.5158916169633	89	3101636	66.845243290715	4640025	RS_GCF_012650175.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp012650175	not type material	none	f	9	9	677953	677953	3301	1	2770	NZ_JAAILI010000011.1	3301	1	110	NZ_JAAILI010000011.1	2770	5033	0	99.458	BCTR01000108.2588.5379	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas azotifigens NBRC 15497	52135	52135	t	f	f	168372	168372	Contig	ASM1265017v1	na	PRJNA224116	SAMN13935776	89	168372	none	2020-04-22	GCA_012650175.1	none	full	na	PES/PVP hollowfiber membrane used for tap-water filtration	none	0	1	Sphingomonas sp. S2M10	none	na	9	none	none	none	none	none	2020/04/22	0	2705010	5	S2M10	Georg-August-University Goettingen	2705010	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. S2M10	0	4640025	11	53	na	4640025	0	JAAILI000000000.1	4397	89	1405	3	none	none	none	none	none	none	1389	NZ_JAAILI010000025.1	1384	2549	0	99.928	AB217473.1.1415	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas azotifigens	0	19	53	0
RS_GCF_019711515.1	0	99.99	0.02	Specific	99.31	1.02	569	o__Sphingomonadales (UID3310)	293	0	3093051	91.1574327448722	33	2102452	61.9628084985737	3393087	RS_GCF_019711515.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania qiaonensis	type strain of species	LPSN	f	4	4	589373	589373	104483	2	2768	NZ_JAIGNO010000009.1	104483	1	110	NZ_JAIGNO010000009.1	2772	4942	0	98.882	LXYL01000010.701.3499	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. EhN03	102820	102820	t	f	f	316661	316661	Contig	ASM1971151v1	na	PRJNA224116	SAMN20702948	33	316661	China: Qi ao island	2021-08-22	GCA_019711515.1	none	full	na	mangrove soil	22.4269 N 113.6283 E	0	0	Qipengyuania qiaonensis	none	representative genome	3	none	none	none	none	none	2021/08/22	0	2867240	1	6D47A	Guangdong Academy of Sciences	2867240	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania qiaonensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania qiaonensis	0	3393087	11	44	assembly from type material	3393087	0	JAIGNO000000000.1	3337	33	104483	1	none	none	none	none	none	none	1483	NZ_JAIGNO010000009.1	1484	2700	0	99.528	CP022528.384422.385916	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Qipengyuania;Erythrobacter flavus	0	19	44	0
RS_GCF_000342165.1	0	100	1.42	Specific	100	0	349	c__Alphaproteobacteria (UID3305)	230	0	2950900	90.6871776401051	38	2089848	64.2252928993928	3253933	RS_GCF_000342165.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pacificimonas	Pacificimonas flava	type strain of species	LPSN	t	4	4	598343	598343	2525	3	2385	NZ_AMRV01000031.1	148128	2	111	NZ_AMRV01000008.1	2385	4405	0	100	AMRV01000031.1.2403	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Incertae Sedis;alpha proteobacterium JLT2015	85629	85629	t	f	f	260593	260593	Contig	Alphaproteobacteria-version1	na	PRJNA224116	SAMN02472131	38	260593	none	2013-02-21	GCA_000342165.1	none	full	na	none	none	0	1	Pacificimonas flava	2986	representative genome	6	none	none	none	none	none	2013/02/21	0	1234595	1	JLT2015	State Key Laboratory for Marine Environmental Science, Xiamen University, Xiamen, FuJian 361005, P.R. China	1234595	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Pacificimonas;s__Pacificimonas flava	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Pacificimonas;s__Pacificimonas flava	0	3253933	11	48	assembly from type material	3253933	0	AMRV00000000.1	3009	38	1636	1	1486	2327	0	94.953	3216504	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	1486	NZ_AMRV01000034.1	1469	2713	0	100	AMRV01000034.30.1498	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Pacificimonas;alpha proteobacterium JLT2015	0	19	48	0
RS_GCF_020179475.1	0	100	0.02	Specific	99.59	0.68	569	o__Sphingomonadales (UID3310)	293	33.33	3332780	90.75731123861	55	2511143	68.3827275774749	3672189	RS_GCF_020179475.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium huizhouense	type strain of species	LPSN	f	2	2	1671128	1671128	5835	1	2770	NZ_JAILXZ010000009.1	5835	1	110	NZ_JAILXZ010000009.1	2775	4606	0	96.685	LLZQ01000016.290.3090	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. FSW06-99	66767	66767	t	f	f	791060	791060	Contig	ASM2017947v1	na	PRJNA224116	SAMN20599521	55	791060	China: Guangdong Province; Huizhou City	2021-09-29	GCA_020179475.1	none	full	na	landfill leachate	none	0	0	Novosphingobium huizhouense	none	representative genome	3	none	none	none	none	none	2021/09/29	0	2866625	1	c7	Institute of Microbiology,Guangdong Academy of Sciences	2866625	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium huizhouense	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium huizhouense	0	3672189	11	51	assembly from type material	3672189	0	JAILXZ000000000.1	3492	55	5835	1	none	none	none	none	none	none	1482	NZ_JAILXZ010000009.1	1482	2582	0	98.111	CP028347.1457459.1458945	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. THN1	0	19	51	0
RS_GCF_001717955.1	0	100	0.58	Specific	99.32	3.18	569	o__Sphingomonadales (UID3310)	293	0	4780075	89.80138987075	2	3485820	65.4867299862989	5322941	RS_GCF_001717955.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas panacis	type strain of species	LPSN	f	1	1	5003808	5003808	5003808	3	2770	NZ_CP014168.1	5003808	3	110	NZ_CP014168.1	2770	5116	0	100	CP014168.1649563.1652356	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas panacis	2661470	2661470	t	f	f	5003808	5003808	Complete Genome	ASM171795v1	na	PRJNA224116	SAMN04417200	none	none	South Korea	2016-09-01	GCA_001717955.1	none	full	na	10 years old rusty ginseng root	37.59 N 126.5 E	2	0	Sphingomonas panacis	4842	representative genome	9	2	1	5003808	5003808	5003808	2016/09/01	0	1560345	3	DCY99	Deok Chun Yang	1560345	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas panacis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas panacis	0	5322941	11	50	assembly from type material	5322941	0	na	4900	2	5003808	3	none	none	none	none	none	none	1488	NZ_CP014168.1	1488	2748	0	100	CP014168.1647251.1648745	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas panacis	0	19	51	0
RS_GCF_002288825.1	0	100	0.57	Specific	99.35	1.12	569	o__Sphingomonadales (UID3310)	293	0	3390885	90.244915068165	10	2623746	69.8282999660672	3757425	RS_GCF_002288825.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas lenta	type strain of species	LPSN	f	3	3	1020802	1020802	651737	1	2802	NZ_NSLI01000004.1	651737	1	110	NZ_NSLI01000004.1	2797	4508	0	95.817	LSKH01000307.506.3314	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. CCH5-D11	375742	375742	t	f	f	660791	660791	Contig	ASM228882v1	na	PRJNA224116	SAMN07569659	10	660791	China: Guangzhou; Guangdong	2017-09-10	GCA_002288825.1	none	full	na	abandoned lead-zinc mine	none	0	0	Sphingomonas lenta	3568	representative genome	3	none	none	none	none	none	2017/09/10	0	1141887	1	1PNM-20	Guangdong Institute of Microbiology	1141887	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas lenta	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas lenta	0	3757425	11	46	assembly from type material	3757425	0	NSLI00000000.1	3634	10	651737	1	none	none	none	none	none	none	1484	NZ_NSLI01000004.1	1434	2627	0	99.721	JQ608333.1.1434	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. 1PNM-20	0	19	46	0
RS_GCF_019429525.1	0	100	0.44	Specific	99.64	0.56	569	o__Sphingomonadales (UID3310)	293	0	3877337	88.3179635014517	22	3116077	70.9779868898971	4390202	RS_GCF_019429525.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas folii	not type material	none	f	5	5	547699	547699	5431	1	2760	NZ_JAHXZL010000018.1	5431	1	110	NZ_JAHXZL010000018.1	2764	4665	0	97.178	LDTB01000042.2565.5354	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas endophytica	199554	199554	t	f	f	331490	331490	Contig	ASM1942952v1	na	PRJNA224116	SAMN20346132	22	331490	China: Renhua County; Guangdong Province	2021-07-31	GCA_019429525.1	none	full	na	citrus phyllosphere	none	0	0	Sphingomonas folli	none	representative genome	4	none	none	none	none	none	2021/07/31	0	2862497	2	RHCKR7	Institute of Microbiology, Guangdong Academy of Sciences	2862497	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas folli	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas folli	0	4390202	11	49	assembly from type material	4390202	0	JAHXZL000000000.1	3913	22	5431	1	none	none	none	none	none	none	1486	NZ_JAHXZL010000018.1	1448	2590	0	98.964	DQ337553.1.1451	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. BBCT69	0	19	50	0
RS_GCF_006715975.1	0	99.86	0.02	Specific	100	0	337	c__Alphaproteobacteria (UID3305)	221	0	1790327	85.0968048896534	7	969409	46.07739733092	2103871	RS_GCF_006715975.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis_B	not type material	none	f	1	1	1982238	1982238	1982238	3	2771	NZ_VFOF01000001.1	1982238	3	112	NZ_VFOF01000001.1	2771	4983	0	99.134	CP023715.1914521.1917306	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	300553	300553	t	f	f	1982238	1982238	Contig	ASM671597v1	na	PRJNA224116	SAMN11510615	7	1982238	France	2019-07-08	GCA_006715975.1	none	full	na	none	none	0	0	Zymomonas mobilis	none	na	9	none	none	none	none	none	2019/07/08	0	542	3	AN0101	DOE Joint Genome Institute	542	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae;g__Zymomonas;s__Zymomonas mobilis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Zymomonadaceae;g__Zymomonas;s__Zymomonas mobilis	0	2103871	11	51	na	2103871	0	VFOF00000000.1	1830	7	1982238	3	none	none	none	none	none	none	1486	NZ_VFOF01000001.1	1477	2723	0	99.932	FR749909.1.2952	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis subsp. francensis	0	19	51	0
