query,target,evalue,bitscore,inclusion,genome,coordinates,accession
PEP_CTERM,NZ_JAVIFV010000003.1_60,4.2,6.3,0,GCF_031157375.1,66297_66479_-1,NZ_JAVIFV010000003.1
PEP_CTERM,NZ_CP017075.1_732,8e-06,24.9,1,GCF_001742225.1,826356_826769_-1,NZ_CP017075.1
PEP_CTERM,NZ_CP017075.1_3450,4.6e-05,22.5,1,GCF_001742225.1,3675452_3675625_1,NZ_CP017075.1
PEP_CTERM,NZ_CP017075.1_1532,0.00034,19.8,1,GCF_001742225.1,1643944_1645026_1,NZ_CP017075.1
PEP_CTERM,NZ_CP017075.1_1260,0.35,10.3,0,GCF_001742225.1,1361169_1361375_-1,NZ_CP017075.1
PEP_CTERM,NZ_CP017078.1_51,7.4,6.2,0,GCF_001742225.1,57651_58136_-1,NZ_CP017078.1
PEP_CTERM,NZ_CACSJO010000033.1_10,0.00013,20.7,1,GCF_902706195.1,7864_8952_1,NZ_CACSJO010000033.1
PEP_CTERM,NZ_CACSJO010000002.1_251,0.00034,19.4,1,GCF_902706195.1,245784_245969_1,NZ_CACSJO010000002.1
PEP_CTERM,NZ_CACSJO010000030.1_18,0.36,10.0,0,GCF_902706195.1,13299_13814_1,NZ_CACSJO010000030.1
PEP_CTERM,NZ_CACSJO010000002.1_65,0.83,8.8,0,GCF_902706195.1,60046_60759_1,NZ_CACSJO010000002.1
PEP_CTERM,NZ_FXUI01000014.1_39,7.5e-06,24.3,1,GCF_900182875.1,53141_54202_1,NZ_FXUI01000014.1
PEP_CTERM,NZ_FXUI01000003.1_434,0.82,8.5,0,GCF_900182875.1,450612_451133_1,NZ_FXUI01000003.1
PEP_CTERM,NZ_JAGSPA010000003.1_294,1.7e-05,22.7,1,GCF_019204005.1,323272_323991_-1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000003.1_608,2.2e-05,22.4,1,GCF_019204005.1,676147_677676_1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000001.1_449,2.2e-05,22.4,1,GCF_019204005.1,482714_483481_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_635,8e-05,20.6,1,GCF_019204005.1,647963_649312_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000003.1_627,0.00011,20.2,1,GCF_019204005.1,695641_696267_-1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000002.1_58,0.00016,19.7,1,GCF_019204005.1,55098_55793_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000002.1_29,0.00016,19.7,1,GCF_019204005.1,32717_33376_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000002.1_714,0.00017,19.6,1,GCF_019204005.1,730419_731132_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_852,0.00019,19.4,1,GCF_019204005.1,921389_922171_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_252,0.0002,19.4,1,GCF_019204005.1,236848_237537_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_784,0.00022,19.3,1,GCF_019204005.1,845681_846865_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000007.1_9,0.00023,19.2,1,GCF_019204005.1,7103_7810_1,NZ_JAGSPA010000007.1
PEP_CTERM,NZ_JAGSPA010000001.1_203,0.00044,18.3,1,GCF_019204005.1,231716_232951_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000001.1_851,0.00052,18.1,1,GCF_019204005.1,920252_921034_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_240,0.00058,17.9,1,GCF_019204005.1,227735_228445_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000002.1_390,0.00068,17.7,1,GCF_019204005.1,395223_395810_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000007.1_7,0.00081,17.5,1,GCF_019204005.1,6176_6883_1,NZ_JAGSPA010000007.1
PEP_CTERM,NZ_JAGSPA010000006.1_28,0.00085,17.4,1,GCF_019204005.1,31202_31873_1,NZ_JAGSPA010000006.1
PEP_CTERM,NZ_JAGSPA010000002.1_50,0.00097,17.2,1,GCF_019204005.1,46100_46960_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000002.1_321,0.001,17.1,1,GCF_019204005.1,319217_320167_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_958,0.0012,17.0,1,GCF_019204005.1,1020244_1021338_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000001.1_29,0.0015,16.6,1,GCF_019204005.1,28703_29428_1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_26,0.0017,16.5,1,GCF_019204005.1,27777_28562_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_95,0.0017,16.5,1,GCF_019204005.1,98488_99339_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_403,0.0018,16.4,1,GCF_019204005.1,407213_407542_-1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_245,0.0032,15.6,1,GCF_019204005.1,277522_278172_1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_688,0.0045,15.1,1,GCF_019204005.1,702597_703352_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_394,0.0047,15.1,1,GCF_019204005.1,425182_425862_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000001.1_634,0.005,15.0,1,GCF_019204005.1,681656_682267_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000003.1_377,0.011,14.0,0,GCF_019204005.1,413758_414465_1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000001.1_1001,0.014,13.6,0,GCF_019204005.1,1067552_1068238_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000002.1_5,0.017,13.3,0,GCF_019204005.1,4754_5560_1,NZ_JAGSPA010000002.1
PEP_CTERM,NZ_JAGSPA010000001.1_850,0.022,13.0,0,GCF_019204005.1,919789_920028_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000003.1_3,0.04,12.2,0,GCF_019204005.1,2902_3666_1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000006.1_26,0.045,12.0,0,GCF_019204005.1,27768_30122_-1,NZ_JAGSPA010000006.1
PEP_CTERM,NZ_JAGSPA010000001.1_788,0.1,10.9,0,GCF_019204005.1,849060_849893_-1,NZ_JAGSPA010000001.1
PEP_CTERM,NZ_JAGSPA010000003.1_177,0.24,9.7,0,GCF_019204005.1,187043_187564_1,NZ_JAGSPA010000003.1
PEP_CTERM,NZ_JAGSPA010000002.1_585,1.3,7.5,0,GCF_019204005.1,596543_596728_-1,NZ_JAGSPA010000002.1
PEP_CTERM,CANNCV010000002.1_279,3.1e-05,21.9,1,GCA_947503245.1,282691_283386_-1,CANNCV010000002.1
PEP_CTERM,CANNCV010000002.1_281,0.0013,16.8,1,GCA_947503245.1,285544_286062_1,CANNCV010000002.1
PEP_CTERM,NZ_SCOT01000041.1_18,1e-05,23.7,1,GCF_005502465.1,19087_19608_-1,NZ_SCOT01000041.1
PEP_CTERM,NZ_SCOT01000052.1_8,0.005,15.3,1,GCF_005502465.1,7826_8464_1,NZ_SCOT01000052.1
PEP_CTERM,NZ_CP124576.1_3781,0.0055,15.4,1,GCF_000281715.2,4092219_4092476_1,NZ_CP124576.1
PEP_CTERM,NZ_JANZNT010000001.1_2229,0.0033,15.6,1,GCF_025153455.1,2429678_2430496_1,NZ_JANZNT010000001.1
PEP_CTERM,NZ_JANZNT010000001.1_1376,0.0067,14.6,1,GCF_025153455.1,1509322_1509534_1,NZ_JANZNT010000001.1
PEP_CTERM,NZ_VLKK01000007.1_119,2.4,7.1,0,GCF_007830065.1,96691_96960_-1,NZ_VLKK01000007.1
PEP_CTERM,NZ_CP073748.1_1930,5.1e-05,21.6,1,GCF_024398035.1,2104716_2105297_-1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_1630,0.00034,19.0,1,GCF_024398035.1,1803174_1803854_-1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_2401,0.00068,18.0,1,GCF_024398035.1,2612587_2615022_1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_1631,0.0047,15.4,1,GCF_024398035.1,1804066_1804719_-1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_3334,0.0072,14.8,1,GCF_024398035.1,3603170_3603778_1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_1245,0.011,14.3,0,GCF_024398035.1,1392395_1393129_-1,NZ_CP073748.1
PEP_CTERM,NZ_CP073748.1_1931,0.035,12.7,0,GCF_024398035.1,2105448_2106122_-1,NZ_CP073748.1
PEP_CTERM,NZ_SCNL01000001.1_30,7e-06,24.4,1,GCF_005502745.1,25638_26231_1,NZ_SCNL01000001.1
PEP_CTERM,NZ_SCNL01000006.1_42,1.1e-05,23.8,1,GCF_005502745.1,47276_47797_-1,NZ_SCNL01000006.1
PEP_CTERM,NZ_SCNL01000001.1_209,1.2e-05,23.7,1,GCF_005502745.1,223768_224403_-1,NZ_SCNL01000001.1
PEP_CTERM,NZ_SCNL01000001.1_191,1.4e-05,23.4,1,GCF_005502745.1,208129_208818_-1,NZ_SCNL01000001.1
PEP_CTERM,NZ_SCNL01000002.1_151,1.6e-05,23.3,1,GCF_005502745.1,163371_164018_-1,NZ_SCNL01000002.1
PEP_CTERM,NZ_SCNL01000008.1_39,2e-05,23.0,1,GCF_005502745.1,37685_38203_1,NZ_SCNL01000008.1
PEP_CTERM,NZ_SCNL01000013.1_79,2.2e-05,22.8,1,GCF_005502745.1,72764_73789_-1,NZ_SCNL01000013.1
PEP_CTERM,NZ_SCNL01000007.1_84,3.3e-05,22.3,1,GCF_005502745.1,89671_90315_1,NZ_SCNL01000007.1
PEP_CTERM,NZ_SCNL01000008.1_51,5.8e-05,21.5,1,GCF_005502745.1,51580_52878_1,NZ_SCNL01000008.1
PEP_CTERM,NZ_SCNL01000002.1_227,6.5e-05,21.4,1,GCF_005502745.1,254678_255337_1,NZ_SCNL01000002.1
PEP_CTERM,NZ_SCNL01000001.1_521,7.6e-05,21.1,1,GCF_005502745.1,517024_517668_-1,NZ_SCNL01000001.1
PEP_CTERM,NZ_SCNL01000003.1_236,0.00011,20.6,1,GCF_005502745.1,240431_241105_-1,NZ_SCNL01000003.1
PEP_CTERM,NZ_SCNL01000001.1_332,0.00013,20.4,1,GCF_005502745.1,336880_337683_-1,NZ_SCNL01000001.1
PEP_CTERM,NZ_SCNL01000004.1_29,0.00042,18.8,1,GCF_005502745.1,34193_34876_1,NZ_SCNL01000004.1
PEP_CTERM,NZ_SCNL01000011.1_1,0.00068,18.2,1,GCF_005502745.1,1_3186_1,NZ_SCNL01000011.1
PEP_CTERM,NZ_SCNL01000013.1_33,0.0018,16.9,1,GCF_005502745.1,32772_33536_-1,NZ_SCNL01000013.1
PEP_CTERM,NZ_JACIDB010000006.1_127,0.029,13.0,0,GCF_014196115.1,134466_135407_-1,NZ_JACIDB010000006.1
PEP_CTERM,NZ_JACIDB010000007.1_74,0.84,8.4,0,GCF_014196115.1,72000_72212_1,NZ_JACIDB010000007.1
PEP_CTERM,NZ_JAHWXO010000005.1_256,6e-06,24.4,1,GCF_019857205.1,269104_269328_1,NZ_JAHWXO010000005.1
PEP_CTERM,FMTU01000006.1_257,1.1,8.4,0,GCA_900100475.1,266283_266552_1,FMTU01000006.1
PEP_CTERM,NZ_LMPM01000002.1_266,2.9e-06,25.5,1,GCF_001423845.1,254647_255351_-1,NZ_LMPM01000002.1
PEP_CTERM,NZ_LMPM01000001.1_1895,4.4e-06,24.9,1,GCF_001423845.1,2024931_2025599_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000002.1_547,7.5e-06,24.2,1,GCF_001423845.1,558572_559183_-1,NZ_LMPM01000002.1
PEP_CTERM,NZ_LMPM01000001.1_1688,8.9e-06,24.0,1,GCF_001423845.1,1834375_1834950_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_3,1.3e-05,23.5,1,GCF_001423845.1,2477_3988_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000002.1_206,2e-05,22.8,1,GCF_001423845.1,197056_197988_-1,NZ_LMPM01000002.1
PEP_CTERM,NZ_LMPM01000001.1_2479,2.3e-05,22.7,1,GCF_001423845.1,2646661_2647221_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1930,3.5e-05,22.1,1,GCF_001423845.1,2061401_2062054_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1406,3.7e-05,22.0,1,GCF_001423845.1,1516452_1517039_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1606,3.8e-05,22.0,1,GCF_001423845.1,1748341_1749867_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1185,7.8e-05,21.0,1,GCF_001423845.1,1264087_1265331_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1994,9.8e-05,20.7,1,GCF_001423845.1,2125611_2126246_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_2266,0.00011,20.5,1,GCF_001423845.1,2420007_2420501_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1075,0.00012,20.4,1,GCF_001423845.1,1145210_1145812_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_2491,0.00016,20.1,1,GCF_001423845.1,2661446_2662093_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1742,0.00017,19.9,1,GCF_001423845.1,1884423_1885205_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1382,0.00035,18.9,1,GCF_001423845.1,1491553_1492209_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_796,0.0006,18.2,1,GCF_001423845.1,841463_842023_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000003.1_297,0.0008,17.8,1,GCF_001423845.1,297394_298614_-1,NZ_LMPM01000003.1
PEP_CTERM,NZ_LMPM01000001.1_1590,0.0009,17.7,1,GCF_001423845.1,1730375_1731574_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_2503,0.00095,17.6,1,GCF_001423845.1,2674367_2675020_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1559,0.0036,15.8,1,GCF_001423845.1,1692945_1693580_-1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_2295,0.014,14.0,0,GCF_001423845.1,2449756_2450442_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000002.1_511,0.083,11.5,0,GCF_001423845.1,524497_525099_1,NZ_LMPM01000002.1
PEP_CTERM,NZ_LMPM01000001.1_2252,0.12,11.0,0,GCF_001423845.1,2405013_2405837_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1887,0.12,11.0,0,GCF_001423845.1,2016698_2017273_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMPM01000001.1_1025,0.14,10.8,0,GCF_001423845.1,1087774_1088298_1,NZ_LMPM01000001.1
PEP_CTERM,NZ_LMQP01000004.1_313,1.8e-06,26.0,1,GCF_001425405.1,326698_327339_1,NZ_LMQP01000004.1
PEP_CTERM,NZ_LMQP01000002.1_95,2.1e-06,25.8,1,GCF_001425405.1,99652_100284_-1,NZ_LMQP01000002.1
PEP_CTERM,NZ_LMQP01000003.1_1068,2.9e-06,25.3,1,GCF_001425405.1,1099785_1100978_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000001.1_18,4.9e-06,24.6,1,GCF_001425405.1,23961_24482_-1,NZ_LMQP01000001.1
PEP_CTERM,NZ_LMQP01000001.1_460,6.9e-06,24.1,1,GCF_001425405.1,499135_499752_1,NZ_LMQP01000001.1
PEP_CTERM,NZ_LMQP01000003.1_1137,9e-06,23.8,1,GCF_001425405.1,1167380_1168030_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000001.1_337,1.3e-05,23.3,1,GCF_001425405.1,374705_375358_1,NZ_LMQP01000001.1
PEP_CTERM,NZ_LMQP01000004.1_292,1.6e-05,23.0,1,GCF_001425405.1,302885_303481_1,NZ_LMQP01000004.1
PEP_CTERM,NZ_LMQP01000003.1_881,2.2e-05,22.6,1,GCF_001425405.1,902968_904095_-1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000003.1_321,2.6e-05,22.3,1,GCF_001425405.1,329796_330425_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000003.1_380,2.7e-05,22.3,1,GCF_001425405.1,387927_388541_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000003.1_379,2.8e-05,22.2,1,GCF_001425405.1,387000_387626_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000002.1_119,3.1e-05,22.1,1,GCF_001425405.1,120733_121347_1,NZ_LMQP01000002.1
PEP_CTERM,NZ_LMQP01000001.1_275,3.1e-05,22.1,1,GCF_001425405.1,310091_311050_-1,NZ_LMQP01000001.1
PEP_CTERM,NZ_LMQP01000002.1_269,4.1e-05,21.7,1,GCF_001425405.1,267542_268051_1,NZ_LMQP01000002.1
PEP_CTERM,NZ_LMQP01000003.1_855,4.3e-05,21.7,1,GCF_001425405.1,880548_881432_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000003.1_552,8e-05,20.8,1,GCF_001425405.1,577876_578547_-1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000003.1_1125,8.5e-05,20.7,1,GCF_001425405.1,1155865_1156884_-1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000005.1_8,0.00017,19.8,1,GCF_001425405.1,7595_8335_1,NZ_LMQP01000005.1
PEP_CTERM,NZ_LMQP01000003.1_435,0.00046,18.4,1,GCF_001425405.1,444398_444820_1,NZ_LMQP01000003.1
PEP_CTERM,NZ_LMQP01000001.1_689,0.00095,17.5,1,GCF_001425405.1,718705_719253_1,NZ_LMQP01000001.1
PEP_CTERM,NZ_CP110111.1_1451,5.2e-06,24.8,1,GCF_025960285.1,1539330_1539875_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_405,7.9e-06,24.2,1,GCF_025960285.1,420972_421559_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110112.1_112,3.5e-05,22.2,1,GCF_025960285.1,133378_134034_1,NZ_CP110112.1
PEP_CTERM,NZ_CP110111.1_1479,6.9e-05,21.3,1,GCF_025960285.1,1569577_1570161_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_225,7.1e-05,21.2,1,GCF_025960285.1,251626_252744_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2113,8.5e-05,21.0,1,GCF_025960285.1,2244419_2245882_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_661,0.00018,20.0,1,GCF_025960285.1,697325_697888_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2202,0.00023,19.7,1,GCF_025960285.1,2354009_2354518_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2497,0.00031,19.2,1,GCF_025960285.1,2664110_2664907_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_3358,0.0021,16.6,1,GCF_025960285.1,3597045_3597713_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2582,0.0027,16.3,1,GCF_025960285.1,2759966_2760583_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2688,0.0037,15.9,1,GCF_025960285.1,2872562_2873272_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_2167,0.0076,14.9,1,GCF_025960285.1,2309341_2310510_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_1339,0.011,14.4,0,GCF_025960285.1,1421734_1422282_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_237,0.014,14.1,0,GCF_025960285.1,264182_264877_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_1222,0.023,13.4,0,GCF_025960285.1,1317134_1317712_1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_1385,0.034,12.9,0,GCF_025960285.1,1475387_1476655_-1,NZ_CP110111.1
PEP_CTERM,NZ_CP110111.1_1107,0.21,10.4,0,GCF_025960285.1,1176890_1177510_1,NZ_CP110111.1
PEP_CTERM,NZ_QGHL01000007.1_626,0.0002,19.5,1,GCF_003171715.1,707146_707601_1,NZ_QGHL01000007.1
PEP_CTERM,NZ_SEON01000017.1_11,0.00033,19.3,1,GCF_004152845.1,9797_10849_1,NZ_SEON01000017.1
PEP_CTERM,NZ_SEON01000015.1_15,0.0013,17.4,1,GCF_004152845.1,9818_10057_-1,NZ_SEON01000015.1
PEP_CTERM,NZ_SEON01000001.1_618,1.8,7.6,0,GCF_004152845.1,606826_606981_1,NZ_SEON01000001.1
PEP_CTERM,NZ_SACO01000009.1_119,1.6e-05,23.1,1,GCF_004005905.1,139176_139688_-1,NZ_SACO01000009.1
PEP_CTERM,NZ_SACO01000011.1_8,0.00032,19.1,1,GCF_004005905.1,6685_7374_-1,NZ_SACO01000011.1
PEP_CTERM,NZ_SACO01000011.1_37,0.00043,18.7,1,GCF_004005905.1,33153_33836_1,NZ_SACO01000011.1
PEP_CTERM,NZ_SACO01000011.1_120,0.00092,17.7,1,GCF_004005905.1,108653_109159_1,NZ_SACO01000011.1
PEP_CTERM,NZ_SACO01000005.1_49,0.0042,15.6,1,GCF_004005905.1,60692_61198_1,NZ_SACO01000005.1
PEP_CTERM,NZ_SACO01000005.1_50,0.014,14.0,0,GCF_004005905.1,61698_62198_1,NZ_SACO01000005.1
PEP_CTERM,NZ_SACO01000014.1_67,0.019,13.6,0,GCF_004005905.1,69739_70263_1,NZ_SACO01000014.1
PEP_CTERM,NZ_LR733979.1_1983,6.1e-05,21.0,1,GCF_902506605.1,2061933_2062154_-1,NZ_LR733979.1
PEP_CTERM,NZ_BMID01000001.1_1027,1.7e-06,25.7,1,GCF_014641655.1,1067601_1068293_-1,NZ_BMID01000001.1
PEP_CTERM,NZ_BMID01000001.1_1025,0.00014,19.7,1,GCF_014641655.1,1065538_1065828_-1,NZ_BMID01000001.1
PEP_CTERM,NZ_LNSB01000019.1_62,4.4,6.4,0,GCF_001468285.1,62504_63574_-1,NZ_LNSB01000019.1
PEP_CTERM,NZ_FOWZ01000005.1_65,2.8e-05,22.0,1,GCF_900115585.1,61392_62111_-1,NZ_FOWZ01000005.1
PEP_CTERM,NZ_CP053346.1_3705,6.4e-06,24.8,1,GCF_013113735.1,4119269_4119880_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_282,1.6e-05,23.5,1,GCF_013113735.1,317498_318310_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2630,1.7e-05,23.4,1,GCF_013113735.1,2875955_2876785_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3457,2.3e-05,23.0,1,GCF_013113735.1,3851529_3852107_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_283,3.6e-05,22.4,1,GCF_013113735.1,318582_319313_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_119,4.9e-05,22.0,1,GCF_013113735.1,138772_139587_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_104,5.3e-05,21.9,1,GCF_013113735.1,127781_128365_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2966,6.1e-05,21.7,1,GCF_013113735.1,3250176_3250805_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_801,6.4e-05,21.6,1,GCF_013113735.1,832389_832964_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_753,6.9e-05,21.5,1,GCF_013113735.1,789935_790597_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_233,7.3e-05,21.4,1,GCF_013113735.1,257607_258320_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3009,0.0001,21.0,1,GCF_013113735.1,3293107_3293862_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_4121,0.00012,20.8,1,GCF_013113735.1,4607265_4607942_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3711,0.00014,20.5,1,GCF_013113735.1,4125248_4125901_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_4451,0.00015,20.5,1,GCF_013113735.1,5006272_5007249_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_635,0.0002,20.0,1,GCF_013113735.1,652472_653203_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3558,0.00023,19.9,1,GCF_013113735.1,3960267_3960938_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_391,0.00024,19.8,1,GCF_013113735.1,417704_418678_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2533,0.00026,19.7,1,GCF_013113735.1,2763007_2763588_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_133,0.00027,19.6,1,GCF_013113735.1,150471_151166_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2736,0.00028,19.6,1,GCF_013113735.1,2998256_2999374_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2582,0.00035,19.3,1,GCF_013113735.1,2824134_2824913_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3444,0.00045,19.0,1,GCF_013113735.1,3836246_3837118_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_4232,0.00049,18.9,1,GCF_013113735.1,4738969_4739607_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_1499,0.00068,18.4,1,GCF_013113735.1,1569577_1570182_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_2532,0.00075,18.3,1,GCF_013113735.1,2762067_2762780_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3712,0.0011,17.8,1,GCF_013113735.1,4126000_4126644_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_1901,0.0011,17.7,1,GCF_013113735.1,2061233_2062315_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3856,0.0012,17.7,1,GCF_013113735.1,4271940_4273490_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_535,0.0012,17.6,1,GCF_013113735.1,558768_559502_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_4225,0.0013,17.6,1,GCF_013113735.1,4733641_4734267_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_316,0.002,16.9,1,GCF_013113735.1,348909_349667_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_828,0.0022,16.8,1,GCF_013113735.1,857069_858130_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_925,0.0027,16.5,1,GCF_013113735.1,966303_967592_1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_4119,0.0046,15.8,1,GCF_013113735.1,4605076_4605675_-1,NZ_CP053346.1
PEP_CTERM,NZ_CP053346.1_3563,0.005,15.7,1,GCF_013113735.1,3966999_3968225_1,NZ_CP053346.1
