genome_id	product	start	end	region	contig_edge	gtdb_classification	Database
MFD05705.bin.1.27	putative_wzy_dependent	259645	314532	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05705.bin.1.27	putative_wzy_dependent	0	42396	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05705.bin.1.27	putative_wzy_dependent	312699	344517	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD04428.bin.2.2	putative_wzy_dependent	46300	74602	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD04428.bin.2.2	putative_wzy_dependent_NO_OPX	77622	109673	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD04428.bin.2.2	putative_wzy_dependent	157426	189406	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD04428.bin.2.2	putative_wzy_dependent	334009	381952	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD04428.bin.2.2	putative_wzy_dependent_NO_OPX	213584	244311	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05502.bin.1.63	putative_ABC_dependent	0	36182	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05502.bin.1.63	putative_wzy_dependent	183888	214106	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05502.bin.1.63	putative_wzy_dependent	39883	67808	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05502.bin.1.63	putative_wzy_dependent	265459	297152	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD05502.bin.1.63	putative_wzy_dependent	553873	600445	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__JAJPJE01;g__JAJPJE01;s__	Microflora Danica
MFD02579.bin.1.50	putative_wzy_dependent	681975	742774	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.50	putative_wzy_dependent	1327901	1375573	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.50	putative_wzy_dependent	1882091	1918989	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09671.bin.1.12	putative_wzy_dependent	1565551	1607039	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09671.bin.1.12	putative_wzy_dependent	224171	282276	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09671.bin.1.12	putative_wzy_dependent	143950	202552	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.183	putative_wzy_dependent	572394	630230	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.183	putative_wzy_dependent	0	23025	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.183	putative_wzy_dependent	85803	146607	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD03346.bin.1.13	putative_wzy_dependent	78305	113738	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD03346.bin.1.13	putative_wzy_dependent	2297488	2355234	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD03346.bin.1.13	putative_wzy_dependent	2692944	2719623	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD03346.bin.1.13	putative_wzy_dependent	3022882	3047489	4	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.81	putative_wzy_dependent	222026	249424	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.81	putative_wzy_dependent	270621	334377	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.81	putative_wzy_dependent	946492	982669	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.81	putative_wzy_dependent	129106	169122	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.81	putative_ABC_dependent	89861	132383	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.1.32	putative_wzy_dependent	0	44463	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.234	putative_wzy_dependent	263251	292230	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.234	putative_wzy_dependent_NO_OPX	217529	252186	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.234	putative_wzy_dependent	262754	291108	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06714.bin.1.6	putative_wzy_dependent_NO_OPX	1282483	1315979	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06714.bin.1.6	putative_wzy_dependent_NO_OPX	486341	522580	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06714.bin.1.6	putative_wzy_dependent	6275	57732	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06714.bin.1.6	putative_wzy_dependent	203685	234096	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06714.bin.1.6	putative_wzy_dependent	0	46449	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_wzy_dependent_NO_OPX	50888	87448	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_ABC_or_wzy_dependent	169175	186177	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_wzy_dependent	96486	129479	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_wzy_dependent	502405	534310	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_wzy_dependent	756915	786811	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.70	putative_wzy_dependent	150511	169175	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00822.bin.1.29	putative_wzy_dependent	493071	527218	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00822.bin.1.29	putative_ABC_dependent	213964	247800	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00822.bin.1.29	putative_wzy_dependent	15800	44455	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00822.bin.1.29	putative_wzy_dependent	103237	129001	2	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00822.bin.1.29	putative_ABC_or_wzy_dependent	880323	900907	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.194	putative_wzy_dependent	37348	95365	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.194	putative_wzy_dependent	611584	637075	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.194	putative_wzy_dependent	16001	82162	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09567.bin.1.70	putative_wzy_dependent	19467	47680	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09567.bin.1.70	putative_wzy_dependent	325775	367316	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD09567.bin.1.70	putative_wzy_dependent	161589	189339	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD04944.bin.1.317	putative_wzy_dependent	783146	813299	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD04944.bin.1.317	putative_wzy_dependent_NO_OPX	910376	947672	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD04944.bin.1.317	putative_wzy_dependent_NO_OPX	1115316	1135676	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD04944.bin.1.317	putative_wzy_dependent	1289752	1320825	4	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD04944.bin.1.317	putative_wzy_dependent	233943	281677	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02416.bin.1.391	putative_wzy_dependent	68829	94679	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02416.bin.1.391	putative_wzy_dependent	74192	129526	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02416.bin.1.391	putative_wzy_dependent_NO_OPX	0	20765	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02416.bin.1.391	putative_ABC_dependent	255501	282392	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02416.bin.1.391	putative_wzy_dependent	396114	420551	2	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05521.bin.1.158	putative_ABC_or_wzy_dependent	249696	266427	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.25	putative_wzy_dependent	220045	272678	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.25	putative_wzy_dependent	460182	487903	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.16	putative_wzy_dependent	100401	128836	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.16	putative_wzy_dependent	458816	490635	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.16	putative_ABC_dependent	194705	240541	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.16	putative_wzy_dependent	28992	53995	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.150	putative_wzy_dependent_NO_OPX	694177	734962	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.150	putative_ABC_dependent	1577907	1605013	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.150	putative_wzy_dependent	2155443	2179578	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.150	putative_wzy_dependent	1098116	1146132	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05377.bin.1.184	putative_wzy_dependent	157224	179579	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.243	putative_wzy_dependent	489951	531033	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.243	putative_wzy_dependent_NO_OPX	722659	741572	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.243	putative_wzy_dependent	27633	63929	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05502.bin.1.243	putative_wzy_dependent	267911	330492	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	136844	163507	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	122304	166250	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	490598	527820	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent_NO_OPX	288452	319944	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	376098	403299	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	577408	607698	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD00082.bin.1.133	putative_wzy_dependent	625172	680474	4	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06435.bin.1.192	putative_wzy_dependent	439153	473381	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06435.bin.1.192	putative_wzy_dependent	406264	437036	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD06435.bin.1.192	cellulose-generic	17415	37333	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.114	putative_wzy_dependent	515556	541606	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.114	putative_wzy_dependent	1788545	1828386	2	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.114	putative_wzy_dependent	155068	179640	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.114	putative_ABC_dependent	323553	370394	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD02579.bin.1.114	putative_wzy_dependent	1585648	1612334	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD05705.bin.3.155	putative_wzy_dependent	97271	119214	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__;s__	Microflora Danica
MFD01828.bin.1.14	putative_wzy_dependent	1052802	1114293	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01828.bin.1.14	putative_wzy_dependent_NO_OPX	178045	222017	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01828.bin.1.14	putative_wzy_dependent_NO_OPX	108972	135068	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01828.bin.1.14	putative_ABC_dependent_NO_OPX	217030	265266	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01828.bin.1.14	putative_wzy_dependent	325862	350453	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01633.bin.1.224	putative_wzy_dependent	158359	209135	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01633.bin.1.224	putative_wzy_dependent	2360	25643	1	TRUE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01633.bin.1.224	putative_wzy_dependent	67050	95997	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01633.bin.1.224	putative_wzy_dependent	360737	387493	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01633.bin.1.224	putative_wzy_dependent	1023622	1052300	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.150	putative_wzy_dependent_NO_OPX	102019	135699	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.150	putative_wzy_dependent_NO_OPX	186009	211383	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.150	putative_wzy_dependent	503454	567696	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.150	putative_wzy_dependent	84950	126481	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD09286.bin.1.255	putative_wzy_dependent	147315	197121	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD09286.bin.1.255	putative_wzy_dependent	560837	617067	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD09286.bin.1.255	putative_wzy_dependent	974487	1015551	3	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD09286.bin.1.255	putative_wzy_dependent	1404311	1430773	4	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD09286.bin.1.255	putative_wzy_dependent	175097	220994	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05377.bin.1.126	putative_wzy_dependent	1018362	1069191	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05377.bin.1.126	putative_wzy_dependent	319936	363137	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05377.bin.1.126	putative_wzy_dependent	286560	339276	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05377.bin.1.126	putative_wzy_dependent	474335	500519	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05377.bin.1.126	putative_wzy_dependent	200748	257261	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.252	putative_wzy_dependent	580190	638514	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.252	putative_wzy_dependent	271252	305593	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.252	putative_wzy_dependent	487450	544619	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05512.bin.1.252	putative_wzy_dependent	630054	652355	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05502.bin.1.151	putative_wzy_dependent	119180	175902	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05502.bin.1.151	putative_wzy_dependent	253586	296827	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05502.bin.1.151	putative_wzy_dependent	310266	376480	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05502.bin.1.151	putative_wzy_dependent	689638	718633	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05502.bin.1.151	putative_wzy_dependent	820733	843624	2	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD01299.bin.1.47	putative_wzy_dependent	429447	473660	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05705.bin.1.45	putative_wzy_dependent	145602	170077	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05705.bin.1.45	putative_wzy_dependent	521993	575878	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
MFD05705.bin.1.45	putative_wzy_dependent_NO_OPX	165901	190574	1	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__	Microflora Danica
