genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	shared_name
GOMC.bin.3289	SRR7467835_k53_750876_1	1	0	12560	TRUE	Uncharacterised				SRR7467835_k53_750876_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassotalea_C	s__	GOMC.bin.3289_SRR7467835_k53_750876_1.region001.gbk_region_1
GOMC.bin.3289	SRR7467835_k53_1579157_1	1	107137	148483	TRUE	Uncharacterised				SRR7467835_k53_1579157_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassotalea_C	s__	GOMC.bin.3289_SRR7467835_k53_1579157_1.region001.gbk_region_1
GOMC.bin.3289	SRR7467835_k53_3863058_1	1	0	10794	TRUE	Uncharacterised				SRR7467835_k53_3863058_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassotalea_C	s__	GOMC.bin.3289_SRR7467835_k53_3863058_1.region001.gbk_region_1
OceanDNA-b41046	OceanDNA-b41046_00004	1	27627	49793	FALSE	pel				OceanDNA-b41046_00004 megahit:ERS1309308_N0000109	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Halopseudomonas	s__	OceanDNA-b41046_OceanDNA-b41046_00004.region001.gbk_region_1
GOMC.bin.459	OC_3000m_C5_0cm2_2_FD_k53_879397_1	1	0	17628	TRUE	Uncharacterised				OC_3000m_C5_0cm2_2_FD_k53_879397_1	Uncharacterised	1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Palauibacterales	f__Palauibacteraceae	g__	s__	GOMC.bin.459_OC_3000m_C5_0cm2_2_FD_k53_879397_1.region001.gbk_region_1
GOMC.bin.13391	k63_162893	1	151445	171338	FALSE	Uncharacterised				k63_162893	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__JARGPD01	s__	GOMC.bin.13391_k63_162893.region001.gbk_region_1
GOMC.bin.13391	k63_18646	1	248729	270722	TRUE	Uncharacterised				k63_18646	Uncharacterised	1	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__JARGPD01	s__	GOMC.bin.13391_k63_18646.region001.gbk_region_1
GCA_004327985.1_ASM432798v1_genomic	SJDL01000005.1	1	49	25647	TRUE	Uncharacterised				SJDL01000005.1 Marinobacter sp. YJ-S3-2 Contig_005, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter_A	s__Marinobacter_A halodurans	GCA_004327985.1_ASM432798v1_genomic_SJDL01000005.1.region001.gbk_region_1
GCA_004327985.1_ASM432798v1_genomic	SJDL01000010.1	1	96733	127957	TRUE	Uncharacterised				SJDL01000010.1 Marinobacter sp. YJ-S3-2 Contig_010, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter_A	s__Marinobacter_A halodurans	GCA_004327985.1_ASM432798v1_genomic_SJDL01000010.1.region001.gbk_region_1
GCA_004327985.1_ASM432798v1_genomic	SJDL01000030.1	1	9096	67420	TRUE	Uncharacterised				SJDL01000030.1 Marinobacter sp. YJ-S3-2 Contig_030, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter_A	s__Marinobacter_A halodurans	GCA_004327985.1_ASM432798v1_genomic_SJDL01000030.1.region001.gbk_region_1
GCA_003282205.1_ASM328220v1_genomic	QBZW01000003.1	1	10788	68965	TRUE	Uncharacterised				QBZW01000003.1 Pelagibacteraceae bacterium AG-337-G04 Ga0172120_103, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp003282205	GCA_003282205.1_ASM328220v1_genomic_QBZW01000003.1.region001.gbk_region_1
OceanDNA-b32153	OceanDNA-b32153_00002	1	42559	97357	FALSE	Uncharacterised				OceanDNA-b32153_00002 megahit:SRS1791671_N0000053	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis alaskensis	OceanDNA-b32153_OceanDNA-b32153_00002.region001.gbk_region_1
GOMC.bin.3169	SRR7051285_k53_20282_1	1	0	26566	TRUE	Uncharacterised				SRR7051285_k53_20282_1	Uncharacterised	1	d__Bacteria	p__QNDG01	c__QNDG01	o__QNDG01	f__DSAB01	g__	s__	GOMC.bin.3169_SRR7051285_k53_20282_1.region001.gbk_region_1
GOMC.bin.3169	SRR7051285_k53_218755_1	1	8093	54901	TRUE	Uncharacterised				SRR7051285_k53_218755_1	Uncharacterised	1	d__Bacteria	p__QNDG01	c__QNDG01	o__QNDG01	f__DSAB01	g__	s__	GOMC.bin.3169_SRR7051285_k53_218755_1.region001.gbk_region_1
OceanDNA-b16091	OceanDNA-b16091_00032	1	10976	22995	TRUE	curdlan-like				OceanDNA-b16091_00032 megahit:SRS1879500_N0000212	Synthase	2	d__Bacteria	p__Cyanobacteriota	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae_A	g__Crocosphaera	s__Crocosphaera watsonii	OceanDNA-b16091_OceanDNA-b16091_00032.region001.gbk_region_1
MARD_SAMN04390149_REFG_MMP04390149	MARD_MMP04390149_REFG-scaffold_15	1	27610	56404	FALSE	Uncharacterised				MARD_MMP04390149_REFG-scaffold_15	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter reichenbachii	MARD_SAMN04390149_REFG_MMP04390149_MARD_MMP04390149_REFG-scaffold_15.region001.gbk_region_1
GCA_001188555.1_ASM118855v1_genomic	LGSQ01000001.1	1	616038	633337	FALSE	Uncharacterised				LGSQ01000001.1 Pannonibacter phragmitetus strain CGMCC9175 V4__1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus	GCA_001188555.1_ASM118855v1_genomic_LGSQ01000001.1.region001.gbk_region_1
GCA_001188555.1_ASM118855v1_genomic	LGSQ01000013.1	1	65239	97695	FALSE	Uncharacterised				LGSQ01000013.1 Pannonibacter phragmitetus strain CGMCC9175 V4__13, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus	GCA_001188555.1_ASM118855v1_genomic_LGSQ01000013.1.region001.gbk_region_1
GOMC.bin.13399	k63_173043	1	0	11906	TRUE	Uncharacterised				k63_173043	Uncharacterised	1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__GCA-2715965	g__GCA-2715965	s__	GOMC.bin.13399_k63_173043.region001.gbk_region_1
GOMC.bin.13399	k63_80191	1	0	10416	TRUE	pel-like				k63_80191	Synthase	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Limisphaerales	f__GCA-2715965	g__GCA-2715965	s__	GOMC.bin.13399_k63_80191.region001.gbk_region_1
GOMC.bin.5780	k141_487759	1	211572	258033	FALSE	Uncharacterised				k141_487759	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Cellvibrio	s__	GOMC.bin.5780_k141_487759.region001.gbk_region_1
GOMC.bin.5780	k141_558212	1	825	45673	TRUE	Uncharacterised				k141_558212	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Cellvibrio	s__	GOMC.bin.5780_k141_558212.region001.gbk_region_1
GCA_002804065.1_ASM280406v1_genomic	CP024955.1	1	3163265	3210261	FALSE	Uncharacterised				CP024955.1 Kyrpidia spormannii strain EA-1 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Bacillota	c__Bacilli	o__Kyrpidiales	f__Kyrpidiaceae	g__Kyrpidia	s__Kyrpidia spormannii	GCA_002804065.1_ASM280406v1_genomic_CP024955.1.region001.gbk_region_1
OceanDNA-b24935	OceanDNA-b24935_00009	1	24382	70207	TRUE	Uncharacterised				OceanDNA-b24935_00009 megahit:Arc_Ant_N19_N0000474	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__	OceanDNA-b24935_OceanDNA-b24935_00009.region001.gbk_region_1
GCA_010367435.1_ASM1036743v1_genomic	WJWY01000008.1	1	0	37054	TRUE	Uncharacterised				WJWY01000008.1 Fusobacterium sp. IOR10 IOR10contig00008, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp010367435	GCA_010367435.1_ASM1036743v1_genomic_WJWY01000008.1.region001.gbk_region_1
TARA_SAMEA2621401_METAG_JOBLFODC	TARA_SAMEA2621401_METAG-scaffold_19	1	114924	147116	TRUE	Uncharacterised				TARA_SAMEA2621401_METAG-scaffold_19	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Hel1-33-131	s__Hel1-33-131 sp018608765	TARA_SAMEA2621401_METAG_JOBLFODC_TARA_SAMEA2621401_METAG-scaffold_19.region001.gbk_region_1
GCA_000948415.1_ASM94841v1_genomic	JYII01000012.1	1	672390	684151	FALSE	curdlan-like				JYII01000012.1 Thalassospira sp. HJ NODE_1, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira sp000948415	GCA_000948415.1_ASM94841v1_genomic_JYII01000012.1.region001.gbk_region_1
GOMC.bin.7355	k141_658839	1	0	65311	TRUE	Uncharacterised				k141_658839	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Oceanococcaceae	g__MS8	s__MS8 sp937141935	GOMC.bin.7355_k141_658839.region001.gbk_region_1
GOMC.bin.7355	k141_1014769	1	0	13252	TRUE	Uncharacterised				k141_1014769	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Oceanococcaceae	g__MS8	s__MS8 sp937141935	GOMC.bin.7355_k141_1014769.region001.gbk_region_1
GOMC.bin.13440	k63_121512	1	6009	42477	TRUE	Uncharacterised				k63_121512	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__DSM-6294	g__Oleispira	s__Oleispira sp913019965	GOMC.bin.13440_k63_121512.region001.gbk_region_1
GOMC.bin.13440	k63_20398	1	12460	46632	TRUE	Uncharacterised				k63_20398	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__DSM-6294	g__Oleispira	s__Oleispira sp913019965	GOMC.bin.13440_k63_20398.region001.gbk_region_1
GOMC.bin.9378	k63_528527	1	13583	40451	TRUE	Uncharacterised				k63_528527	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter namhaensis	GOMC.bin.9378_k63_528527.region001.gbk_region_1
GCA_009827295.1_ASM982729v1_genomic	WTYD01000001.1	1	2003306	2044834	FALSE	Uncharacterised				WTYD01000001.1 Erythrobacter pelagi strain JCM 17468 JCM17468_1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania pelagi	GCA_009827295.1_ASM982729v1_genomic_WTYD01000001.1.region001.gbk_region_1
GCA_009827295.1_ASM982729v1_genomic	WTYD01000002.1	1	177914	215100	FALSE	Uncharacterised				WTYD01000002.1 Erythrobacter pelagi strain JCM 17468 JCM17468_2, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania pelagi	GCA_009827295.1_ASM982729v1_genomic_WTYD01000002.1.region001.gbk_region_1
GCA_009796765.1_ASM979676v1_genomic	CP047023.1	1	1179993	1216141	FALSE	Uncharacterised				CP047023.1 Paraglaciecola sp. L3A3 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola sp009796765	GCA_009796765.1_ASM979676v1_genomic_CP047023.1.region001.gbk_region_1
GCA_009796765.1_ASM979676v1_genomic	CP047023.1	2	4243003	4296391	FALSE	Uncharacterised				CP047023.1 Paraglaciecola sp. L3A3 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola sp009796765	GCA_009796765.1_ASM979676v1_genomic_CP047023.1.region002.gbk_region_1
GOMC.bin.13723	k63_269935	1	4090	20245	TRUE	Uncharacterised				k63_269935	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA11373	g__	s__	GOMC.bin.13723_k63_269935.region001.gbk_region_1
GCA_000801295.1_ASM80129v1_genomic	AP012978.1	1	1037376	1068405	FALSE	Uncharacterised				AP012978.1 Endosymbiont of unidentified scaly snail isolate Monju DNA, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__MONJU	s__MONJU sp000801295	GCA_000801295.1_ASM80129v1_genomic_AP012978.1.region001.gbk_region_1
GCA_009796805.1_ASM979680v1_genomic	CP047029.1	1	267429	312399	FALSE	Uncharacterised				CP047029.1 Algibacter sp. L1A34 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Algibacter	s__Algibacter sp009796805	GCA_009796805.1_ASM979680v1_genomic_CP047029.1.region001.gbk_region_1
GCA_009796805.1_ASM979680v1_genomic	CP047029.1	2	2253877	2284469	FALSE	Uncharacterised				CP047029.1 Algibacter sp. L1A34 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Algibacter	s__Algibacter sp009796805	GCA_009796805.1_ASM979680v1_genomic_CP047029.1.region002.gbk_region_1
GCA_009796805.1_ASM979680v1_genomic	CP047029.1	3	3609228	3654230	FALSE	Uncharacterised				CP047029.1 Algibacter sp. L1A34 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Algibacter	s__Algibacter sp009796805	GCA_009796805.1_ASM979680v1_genomic_CP047029.1.region003.gbk_region_1
GCA_005871205.1_ASM587120v1_genomic	SWKM01000011.1	1	1262964	1299618	FALSE	Uncharacterised				SWKM01000011.1 Marinobacter sp. LZ-8 NODE_1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter alexandrii	GCA_005871205.1_ASM587120v1_genomic_SWKM01000011.1.region001.gbk_region_1
GCA_005871205.1_ASM587120v1_genomic	SWKM01000012.1	1	688385	714453	FALSE	alginate				SWKM01000012.1 Marinobacter sp. LZ-8 NODE_2, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter alexandrii	GCA_005871205.1_ASM587120v1_genomic_SWKM01000012.1.region001.gbk_region_1
GCA_005871205.1_ASM587120v1_genomic	SWKM01000015.1	1	168534	200649	FALSE	Uncharacterised				SWKM01000015.1 Marinobacter sp. LZ-8 NODE_5, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter alexandrii	GCA_005871205.1_ASM587120v1_genomic_SWKM01000015.1.region001.gbk_region_1
MARD_SAMN02261244_REFG_MMP02261244	MARD_MMP02261244_REFG-scaffold_1	1	599305	654816	FALSE	Uncharacterised				MARD_MMP02261244_REFG-scaffold_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylobacter	s__Methylobacter marinus	MARD_SAMN02261244_REFG_MMP02261244_MARD_MMP02261244_REFG-scaffold_1.region001.gbk_region_1
MARD_SAMN02261244_REFG_MMP02261244	MARD_MMP02261244_REFG-scaffold_1	2	2713201	2743475	FALSE	Uncharacterised				MARD_MMP02261244_REFG-scaffold_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylobacter	s__Methylobacter marinus	MARD_SAMN02261244_REFG_MMP02261244_MARD_MMP02261244_REFG-scaffold_1.region002.gbk_region_1
MARD_SAMN02261244_REFG_MMP02261244	MARD_MMP02261244_REFG-scaffold_1	3	3403683	3457362	FALSE	Uncharacterised				MARD_MMP02261244_REFG-scaffold_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylobacter	s__Methylobacter marinus	MARD_SAMN02261244_REFG_MMP02261244_MARD_MMP02261244_REFG-scaffold_1.region003.gbk_region_1
MARD_SAMN02261244_REFG_MMP02261244	MARD_MMP02261244_REFG-scaffold_1	4	3930706	3991598	FALSE	Uncharacterised				MARD_MMP02261244_REFG-scaffold_1	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylobacter	s__Methylobacter marinus	MARD_SAMN02261244_REFG_MMP02261244_MARD_MMP02261244_REFG-scaffold_1.region004.gbk_region_1
GOMC.bin.10280	k63_13613	1	0	23222	TRUE	Uncharacterised				k63_13613	Uncharacterised	1	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfurivibrionaceae	g__Desulfobia	s__	GOMC.bin.10280_k63_13613.region001.gbk_region_1
GCA_009650135.1_ASM965013v1_genomic	CP045871.1	1	1112569	1156190	FALSE	Uncharacterised				CP045871.1 Litoricola lipolytica strain IMCC 1097 chromosome, complete genome	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Litorivicinaceae	g__Litorivicinus	s__Litorivicinus lipolyticus	GCA_009650135.1_ASM965013v1_genomic_CP045871.1.region001.gbk_region_1
GCA_011378905.1_ASM1137890v1_genomic	WTPY01000039.1	1	6747	29018	TRUE	Uncharacterised				WTPY01000039.1 Paraglaciecola sp. 20A4 Scaffold39, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola sp011378905	GCA_011378905.1_ASM1137890v1_genomic_WTPY01000039.1.region001.gbk_region_1
GCA_011378905.1_ASM1137890v1_genomic	WTPY01000009.1	1	0	25640	TRUE	Uncharacterised				WTPY01000009.1 Paraglaciecola sp. 20A4 Scaffold9, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola sp011378905	GCA_011378905.1_ASM1137890v1_genomic_WTPY01000009.1.region001.gbk_region_1
GCA_011378905.1_ASM1137890v1_genomic	WTPY01000009.1	2	84107	133091	TRUE	Uncharacterised				WTPY01000009.1 Paraglaciecola sp. 20A4 Scaffold9, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola sp011378905	GCA_011378905.1_ASM1137890v1_genomic_WTPY01000009.1.region002.gbk_region_1
GOMC.bin.4468	k141_69213	1	0	31452	TRUE	Uncharacterised				k141_69213	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__DSM-6294	g__Bermanella	s__	GOMC.bin.4468_k141_69213.region001.gbk_region_1
GOMC.bin.4657	k141_158026	1	0	44843	TRUE	Uncharacterised				k141_158026	Uncharacterised	1	d__Bacteria	p__Fermentibacterota	c__Fermentibacteria	o__Fermentibacterales	f__Fermentibacteraceae	g__Aegiribacteria	s__	GOMC.bin.4657_k141_158026.region001.gbk_region_1
GOMC.bin.909	SAMN03458686_k53_5410_1	1	83799	120843	FALSE	Uncharacterised				SAMN03458686_k53_5410_1	Uncharacterised	1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas sp002733945	GOMC.bin.909_SAMN03458686_k53_5410_1.region001.gbk_region_1
GOMC.bin.909	SAMN03458686_k53_6114_1	1	22447	48031	FALSE	pel				SAMN03458686_k53_6114_1	Synthase	2	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas sp002733945	GOMC.bin.909_SAMN03458686_k53_6114_1.region001.gbk_region_1
GCA_001634625.1_ASM163462v1_genomic	LRSE01000001.1	1	24680	50618	FALSE	Uncharacterised				LRSE01000001.1 Croceicoccus sp. H4 scaffold1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus bisphenolivorans	GCA_001634625.1_ASM163462v1_genomic_LRSE01000001.1.region001.gbk_region_1
GCA_001634625.1_ASM163462v1_genomic	LRSE01000018.1	1	15522	46810	TRUE	Uncharacterised				LRSE01000018.1 Croceicoccus sp. H4 scaffold18, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceicoccus	s__Croceicoccus bisphenolivorans	GCA_001634625.1_ASM163462v1_genomic_LRSE01000018.1.region001.gbk_region_1
OceanDNA-b23460	OceanDNA-b23460_00018	1	5915	56074	TRUE	Uncharacterised				OceanDNA-b23460_00018 megahit:SRS1791671_N0000424	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__	OceanDNA-b23460_OceanDNA-b23460_00018.region001.gbk_region_1
GCA_003025595.1_ASM302559v1_genomic	PYMI01000001.1	1	139999	164700	FALSE	cellulose-type-2				PYMI01000001.1 Photobacterium ganghwense strain JCM 12487 CFSAN065508_1, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium ganghwense	GCA_003025595.1_ASM302559v1_genomic_PYMI01000001.1.region001.gbk_region_1
GCA_003025595.1_ASM302559v1_genomic	PYMI01000001.1	2	482817	513835	FALSE	Uncharacterised				PYMI01000001.1 Photobacterium ganghwense strain JCM 12487 CFSAN065508_1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium ganghwense	GCA_003025595.1_ASM302559v1_genomic_PYMI01000001.1.region002.gbk_region_1
GCA_003025595.1_ASM302559v1_genomic	PYMI01000001.1	3	824281	846201	FALSE	Uncharacterised				PYMI01000001.1 Photobacterium ganghwense strain JCM 12487 CFSAN065508_1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium ganghwense	GCA_003025595.1_ASM302559v1_genomic_PYMI01000001.1.region003.gbk_region_1
GCA_003025595.1_ASM302559v1_genomic	PYMI01000004.1	1	427214	442684	FALSE	cellulose-like				PYMI01000004.1 Photobacterium ganghwense strain JCM 12487 CFSAN065508_4, whole genome shotgun sequence	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium ganghwense	GCA_003025595.1_ASM302559v1_genomic_PYMI01000004.1.region001.gbk_region_1
MARD_SAMN05444483_REFG_MMP05444483	MARD_MMP05444483_REFG-scaffold_19	1	209652	269102	FALSE	Uncharacterised				MARD_MMP05444483_REFG-scaffold_19	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	s__Salegentibacter echinorum	MARD_SAMN05444483_REFG_MMP05444483_MARD_MMP05444483_REFG-scaffold_19.region001.gbk_region_1
MARD_SAMN05444483_REFG_MMP05444483	MARD_MMP05444483_REFG-scaffold_21	1	43970	71556	TRUE	Uncharacterised				MARD_MMP05444483_REFG-scaffold_21	Uncharacterised	1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	s__Salegentibacter echinorum	MARD_SAMN05444483_REFG_MMP05444483_MARD_MMP05444483_REFG-scaffold_21.region001.gbk_region_1
MARD_SAMN05444483_REFG_MMP05444483	MARD_MMP05444483_REFG-scaffold_28	1	196191	220389	FALSE	PNAG_eps				MARD_MMP05444483_REFG-scaffold_28	Wzx/Wzy	3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	s__Salegentibacter echinorum	MARD_SAMN05444483_REFG_MMP05444483_MARD_MMP05444483_REFG-scaffold_28.region001.gbk_region_1
GOMC.bin.8632	k141_175077	1	122881	159371	FALSE	Uncharacterised				k141_175077	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA8366	f__UBA8366	g__JAJFJD01	s__	GOMC.bin.8632_k141_175077.region001.gbk_region_1
GOMC.bin.8632	k141_262459	1	652140	710061	FALSE	Uncharacterised				k141_262459	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA8366	f__UBA8366	g__JAJFJD01	s__	GOMC.bin.8632_k141_262459.region001.gbk_region_1
